Matter Number,Status,Opendt,Category,Sub category,Matter (Short) Name,Injry Date,Resid Effected,Corprt State,Thru Date,Industry,Crdt Monit,Notif Ltr,Name,Adrs,Email,SSN,DOB,Track1,Track2,Crdt
PR1611396,CLOSED,5/27/2016,Data Breach,Investigation,Unified Physician Management (3-30-16),3/9/2016,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1611338,CLOSED,5/25/2016,Data Breach,Investigation,Mansueto Ventures LLC (3-30-16),2/26/2016,6,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1611337,CLOSED,5/25/2016,Data Breach,Investigation,"Citizen Financial Group, Inc (3-30-16)",2/2/2016,1,,2/5/2016,,N,N,N,N,N,N,N,Y,Y,Y
PR1611335,CLOSED,5/25/2016,Data Breach,Investigation,"Pivotal Software, Inc (3-30-16)",3/22/2016,12,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1611317,CLOSED,5/25/2016,Data Breach,Investigation,"Teespring, Inc. (3-29-16)",3/10/2016,1,,,,N,N,Y,N,Y,N,N,N,N,N
PR1611315,CLOSED,5/25/2016,Data Breach,Investigation,IASIS Healthcare (3-29-16),3/21/2016,3,,,,N,N,Y,N,N,Y,N,N,N,N
PR1611313,CLOSED,5/25/2016,Data Breach,Investigation,Ullrich Delevati CPA's (3-28-16),3/15/2016,1,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1611310,CLOSED,5/25/2016,Data Breach,Investigation,"Deem, Inc. (3-28-16)",2/24/2016,4,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1611309,CLOSED,5/25/2016,Data Breach,Investigation,EMSI (3-28-16),3/24/2016,28,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1611292,CLOSED,5/25/2016,Data Breach,Investigation,Pennsylvania State University,4/13/2016,4,,5/25/2016,,N,N,Y,N,N,Y,N,N,N,N
PR1611278,CLOSED,5/24/2016,Data Breach,Investigation,CIC Plus- Columbia University (3-25-16),3/20/2016,3,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1611277,CLOSED,5/24/2016,Data Breach,Investigation,"Chloe and Isabel, Inc (3-25-16)",3/22/2016,1,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1611276,CLOSED,5/24/2016,Data Breach,Investigation,Access Health CT (3/24/16),3/11/2016,2,,,,N,N,Y,N,N,Y,N,N,N,N
PR1611274,CLOSED,5/24/2016,Data Breach,Investigation,Glaxo Smith Kline LLC (3-25-16),2/7/2016,5,,3/13/2016,,N,N,Y,Y,Y,Y,N,N,N,N
PR1611258,CLOSED,5/24/2016,Data Breach,Investigation,A.I. Friedman (3-15-16),3/15/2016,15,,,,N,N,N,N,N,N,N,N,N,N
PR1611248,CLOSED,5/24/2016,Data Breach,Investigation,Hi-Tec (or Magnum Boots),1/24/2016,33,,3/11/2016,,N,N,Y,Y,Y,N,N,N,N,Y
PR1611218,CLOSED,5/24/2016,Data Breach,Investigation,Intuit,3/23/2016,35,CA,4/11/2016,Tax,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1611217,CLOSED,5/24/2016,Data Breach,Investigation,"USI Insurance Services, LLC.",4/28/2016,131,NJ,5/20/2016,Benefits/ Services,Y,Y,N,N,N,N,N,N,N,N
PR1611209,CLOSED,5/24/2016,Data Breach,Investigation,South Loop CPA,3/5/2016,1,IL,4/28/2016,Tax & Accounting ,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610923,CLOSED,5/20/2016,Data Breach,Investigation,"Olympic Steel, Inc (3-23-16)",3/18/2016,67,,,,N,N,Y,N,N,Y,N,N,N,N
PR1610920,CLOSED,5/20/2016,Data Breach,Investigation,NRT (3-23-16),10/1/2015,80,,12/31/2015,,N,N,Y,N,N,Y,N,N,N,Y
PR1610919,CLOSED,5/20/2016,Data Breach,Investigation,"Video General, Inc. (3-23-16)",10/1/2015,47,,3/3/2016,,N,N,N,N,N,Y,N,N,N,N
PR1610912,CLOSED,5/20/2016,Data Breach,Investigation,"Information Resources, Inc (3-23-16)",3/10/2016,53,,,,N,N,Y,N,N,Y,N,N,N,N
PR1610910,CLOSED,5/20/2016,Data Breach,Investigation,ADP (3-22-16),1/18/2016,3,,1/26/2016,,N,N,Y,N,N,Y,N,N,N,N
PR1610904,CLOSED,5/20/2016,Data Breach,Investigation,Pace University (3-22-16),2/3/2016,1,,,,N,N,N,Y,N,Y,N,N,N,N
PR1610896,CLOSED,5/20/2016,Data Breach,Investigation,"YourEncore, Inc (3-21-16)",3/7/2016,23,,,,N,N,N,N,N,N,N,N,N,N
PR1610893,CLOSED,5/20/2016,Data Breach,Investigation,"Lanyon Solutions, Inc (3-18-16)",3/10/2016,17,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1610888,CLOSED,5/20/2016,Data Breach,Investigation,"Management Health Systems, Inc (3-18-16)",3/8/2016,2,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1610843,CLOSED,5/19/2016,Data Breach,Investigation,"The Dixie Group, Inc. (3-21-16)",2/11/2016,2,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1610839,CLOSED,5/19/2016,Data Breach,Investigation,SEEKINGHEALTH.COM (American Express) (3-21-16),3/21/2016,35,,,,N,N,Y,Y,N,N,N,N,N,Y
PR1610838,CLOSED,5/19/2016,Data Breach,Investigation,"Ameriprise Financial Services, Inc (3-21-16)",3/16/2016,2,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1610837,CLOSED,5/19/2016,Data Breach,Investigation,Capital One (3-17-16),1/14/2016,2,,1/20/2016,,N,N,Y,Y,N,Y,N,N,N,N
PR1610834,CLOSED,5/19/2016,Data Breach,Investigation,Coe College (3-18-16),2/25/2016,1,,,,N,N,Y,Y,Y,Y,Y,N,N,N
PR1610693,CLOSED,5/17/2016,Data Breach,Investigation,"ARC International, NA LLC (3-17-16)",3/11/2016,2,New Jersey,,Tabletop and Glassware Products,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1610691,CLOSED,5/17/2016,Data Breach,Investigation,Presbyterian Homes (3-17-16),2/24/2016,1,Texas,,Retirement Communities,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610688,CLOSED,5/17/2016,Data Breach,Investigation,Access Health CT ( 3-17-16),3/17/2016,4,CT,3/17/2016,Healthcare,Y,N,N,N,N,Y,N,N,N,N
PR1610686,CLOSED,5/17/2016,Data Breach,Investigation,Cigna (3-7-16),3/11/2016,1,CT,3/11/2016,healthcare,Y,Y,Y,N,N,Y,Y,N,N,N
PR1610683,CLOSED,5/17/2016,Data Breach,Investigation,OpSec Security Inc (3-17-16),3/17/2016,1,PA,,Data Storage,N,N,Y,Y,N,Y,N,N,N,N
PR1610681,CLOSED,5/17/2016,Data Breach,Investigation,Intuit Inc. (3-16-16),2/24/2016,11,CA,3/3/2016,Tax,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1610679,CLOSED,5/17/2016,Data Breach,Investigation,Netcracker Technology Corporation (3-16-16),3/10/2016,2,MA,,Technology,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610669,CLOSED,5/17/2016,Data Breach,Investigation,"PerkinElmer, Inc (3-16-16)",2/24/2016,468,MA,2/24/2016,biotechnology,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1610665,CLOSED,5/17/2016,Data Breach,Investigation,"Peloton Interactive, Inc. (3-16-16)",3/4/2016,4,New York,,Exercise Equipment,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610658,CLOSED,5/17/2016,Data Breach,Investigation,USI Insurance Services,4/19/2016,1,NJ,4/29/2016,Benefits/ Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610651,CLOSED,5/17/2016,Data Breach,Investigation,Southern Michigan Bank and Trust (5-9-16),4/10/2016,2,MI,4/10/2016,banking,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1610530,CLOSED,5/16/2016,Data Breach,Investigation,"Primary Residential Mortgage, Inc, (5-4-16)",2/25/2016,71,Utah,,Loans/Mortgages,Y,N,Y,Y,N,Y,N,N,N,N
PR1610529,CLOSED,5/16/2016,Data Breach,Investigation,UniRush LLC (5-6-16),3/22/2016,1,OH,4/8/2016,payment processing,Y,N,Y,N,N,N,N,N,N,Y
PR1610526,CLOSED,5/16/2016,Data Breach,Investigation,CertifiKid LLC (5-5-16),1/25/2016,14,DC,3/19/2016,website,Y,Y,Y,N,N,N,N,N,N,Y
PR1610510,CLOSED,5/16/2016,Data Breach,Investigation,Virtela Technology Services Incorporated (5-5-16),4/1/2016,1,Colorado,,IT Services,Y,N,Y,N,N,Y,N,N,N,N
PR1610509,CLOSED,5/16/2016,Data Breach,Investigation,Brunswick Corporation (5-5-16),4/29/2016,186,Illinois,,Recreational Products,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610507,CLOSED,5/16/2016,Data Breach,Investigation,Girl Scouts of Connecticut (5-4-16),4/22/2016,328,Connecticut,,Non-profit,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610505,CLOSED,5/16/2016,Data Breach,Investigation,"NTT Data, Inc. (5-4-16)",4/22/2016,4,Texas,,Software/Consulting,Y,Y,Y,N,N,Y,N,N,N,N
PR1610503,CLOSED,5/16/2016,Data Breach,Investigation,Sanctuary Clothing LLC (5-3-16),12/30/2015,11,CA,3/22/2016,retail - clothing,N,Y,Y,Y,Y,N,N,N,N,Y
PR1610501,CLOSED,5/16/2016,Data Breach,Investigation,Leavitt Group (5-3-16),4/5/2016,1,UT,4/5/2016,insurance,Y,Y,Y,N,N,Y,N,N,N,N
PR1610497,CLOSED,5/16/2016,Data Breach,Investigation,Charles Schwab and Co. Inc. (5-3-16),3/25/2016,32,CA,3/25/2016,financial services,N,Y,Y,N,N,N,N,N,N,N
PR1610496,CLOSED,5/16/2016,Data Breach,Investigation,"Ken Waterman CPA, PC (5-3-16)",3/30/2016,2,CA,3/30/2016,accounting,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610340,CLOSED,5/13/2016,Data Breach,Investigation,"ABB, Inc. (3-16-16)",2/5/2016,5,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1610325,CLOSED,5/13/2016,Data Breach,Investigation,Advance Auto Parts (3-15-16),3/7/2016,1533,,,,N,N,Y,N,N,Y,N,N,N,N
PR1610319,CLOSED,5/13/2016,Data Breach,Investigation,Access Health CT (3-11-16),3/1/2016,2,,,,N,N,Y,N,N,Y,N,N,N,N
PR1610317,CLOSED,5/13/2016,Data Breach,Investigation,Mack-Cali Realty Corporation (3-1-16),2/29/2016,6,New Jersey,,Real Estate Investment Trust,Y,N,N,N,N,N,N,N,N,N
PR1610263,CLOSED,5/11/2016,Data Breach,Investigation,"CoreSource, Inc. (3-17-16)",12/23/2015,20,,,,N,N,Y,N,N,Y,N,N,N,N
PR1610258,CLOSED,5/11/2016,Data Breach,Investigation,"The TJX Companies, Inc (3-17-16)",2/7/2016,1,Massachusetts,,Retail,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1610213,CLOSED,5/10/2016,Data Breach,Investigation,"Sirius XM Radio, Inc (3-17-16)",3/1/2016,5,,,,N,N,N,Y,Y,N,N,N,N,Y
PR1610210,CLOSED,5/10/2016,Data Breach,Investigation,SkyOne Federal Credit Union (3-15-16),3/15/2016,6,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1610204,CLOSED,5/10/2016,Data Breach,Investigation,Numerex Corp. (3-16-16),3/2/2016,1,,3/3/2016,,N,N,Y,Y,N,Y,N,N,N,N
PR1610202,CLOSED,5/10/2016,Data Breach,Investigation,Holland Mortgage Advisors (3-15-16),2/2/2016,1,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1610197,CLOSED,5/10/2016,Data Breach,Investigation,Goodyear Tire and Rubber Company (3-14-16),2/1/2016,13,,2/8/2016,,N,N,Y,Y,Y,Y,N,N,N,Y
PR1610194,CLOSED,5/10/2016,Data Breach,Investigation,ABM Industries Inc (3-14-16),12/10/2015,1,New York,2/19/2016,Facility Solutions,Y,Y,Y,Y,N,Y,N,N,N,N
PR1610191,CLOSED,5/10/2016,Data Breach,Investigation,"Mitchell International, Inc (3-14-16)",2/24/2016,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1610178,CLOSED,5/10/2016,Data Breach,Investigation,"Pharmaca Intergrative Pharmacy, Inc (3-11-16)",2/23/2016,1,Colorado,,Health and Wellness Products,Y,Y,Y,N,N,Y,N,N,N,N
PR1610170,CLOSED,5/10/2016,Data Breach,Investigation,American Express- Rec. by Law Enforce (3-10-16),3/10/2016,1,,,,N,N,Y,N,N,N,N,N,N,Y
PR1610166,CLOSED,5/10/2016,Data Breach,Investigation,"LAZ Karp Associates, LLC",2/17/2016,1129,Texas,,Parking,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609759,CLOSED,5/5/2016,Data Breach,Investigation,O.C. Tanner (5-3-16),4/14/2016,19,UT,,Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609752,CLOSED,5/5/2016,Data Breach,Investigation,Symphony Health Solutions Corporation (5-4-16),4/22/2016,1,PA,,Healthcare,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609729,CLOSED,5/5/2016,Data Breach,Investigation,Symphony EYC,4/27/2016,6,CA,4/28/2016,Marketing,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609722,CLOSED,5/5/2016,Data Breach,Investigation,AIM Inc,4/4/2016,555,,4/26/2016,,N,N,Y,N,N,Y,N,N,N,N
PR1609701,CLOSED,5/5/2016,Data Breach,Investigation,"Veterans Management Services, Inc. (VMSI)",3/8/2016,8,VA,4/26/2016,Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609697,CLOSED,5/5/2016,Data Breach,Investigation,Michels Corporation,4/6/2016,49,WI,4/27/2016,Contracting,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609645,CLOSED,5/4/2016,Data Breach,Investigation,CentraArchy Restaurants (American Express) (3-9-16,10/14/2015,87,,,,N,N,Y,N,N,N,N,Y,Y,Y
PR1609638,CLOSED,5/4/2016,Data Breach,Investigation,"Safeway Certifications, LLC (American Express) (3-",3/9/2016,5,,,,N,N,Y,N,N,N,N,N,N,Y
PR1609634,CLOSED,5/4/2016,Data Breach,Investigation,"Tiger Leasing, LLC",4/9/2016,1,,5/15/2016,,N,N,N,N,N,N,N,N,N,N
PR1609629,CLOSED,5/3/2016,Data Breach,Investigation,"Nordic Consulting Partners, Inc",4/21/2016,1,WI,,Professional Services,Y,Y,N,N,N,Y,N,N,N,N
PR1609625,CLOSED,5/3/2016,Data Breach,Investigation,"Total Community Options, Inc. (5-2-16)",4/22/2016,1,CO,,Healthcare,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609623,CLOSED,5/3/2016,Data Breach,Investigation,"ValMark Securities, Inc. (5-2-16)",3/17/2016,2,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1609589,CLOSED,5/3/2016,Data Breach,Investigation,American Heritage Life&semi an Allstate Affiliate ,3/8/2016,1,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1609586,CLOSED,5/3/2016,Data Breach,Investigation,Oil-Dri Corporation of America (3-21-16),3/18/2016,1,IL,,Products,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609584,CLOSED,5/3/2016,Data Breach,Investigation,The Kantar Group (3-21-16),3/1/2016,314,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1609583,CLOSED,5/3/2016,Data Breach,Investigation,"PEF Services, LLC (3-8-16)",2/11/2016,1,,,,N,N,Y,Y,N,N,N,N,N,N
PR1609568,CLOSED,5/3/2016,Data Breach,Investigation,DBA Holiday Inn (American Express) (3-8-16),6/1/2010,12,,,,N,N,N,N,N,N,N,Y,Y,Y
PR1609566,CLOSED,5/3/2016,Data Breach,Investigation,1-800-Flowers.com (3-8-16),2/15/2016,120,,,,N,N,Y,Y,Y,N,N,N,N,N
PR1609565,CLOSED,5/3/2016,Data Breach,Investigation,Intuit (3-8-16),2/9/2016,9,CA,,Tax,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609562,CLOSED,5/3/2016,Data Breach,Investigation,"ISCO Industries, Inc (3-7-16)",3/2/2016,1,KY,,Service Provider,Y,Y,N,Y,N,Y,N,N,N,N
PR1609561,CLOSED,5/3/2016,Data Breach,Investigation,"Thomas E Strauss, Inc. ( American Express) (3-7-16",11/12/2014,216,,,,N,N,Y,N,N,N,N,Y,Y,Y
PR1609560,CLOSED,5/3/2016,Data Breach,Investigation,China Airlines (American Express) (3-7-16),3/7/2016,69,,,,N,N,Y,N,N,N,N,N,N,Y
PR1609558,CLOSED,5/3/2016,Data Breach,Investigation,"TD Bank, N.A. (3-7-16)",3/7/2016,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1609557,CLOSED,5/3/2016,Data Breach,Investigation,Turner Construction Company (3-7-16),3/2/2016,223,NY,,Construction,Y,Y,Y,N,N,Y,N,N,N,N
PR1609463,CLOSED,5/2/2016,Data Breach,Investigation,"eClinical Works, LLC (3-7-16)",2/22/2016,12,MA,,Healthcare Billing,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609462,CLOSED,5/2/2016,Data Breach,Investigation,"Acronis, Inc (3-4-16)",2/28/2016,2,MA,,Software,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609461,CLOSED,5/2/2016,Data Breach,Investigation,ProKarma (3-4-16),2/23/2016,1,GA,,Data & IT Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609434,CLOSED,5/2/2016,Data Breach,Investigation,"VBrick Systems, Inc.",3/24/2016,46,VA,4/20/2016,Media,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609426,CLOSED,5/2/2016,Data Breach,Investigation,"LuckyPet, Inc.",10/12/2015,150,,3/16/2016,,N,N,Y,Y,N,N,N,N,N,Y
PR1609283,CLOSED,4/29/2016,Data Breach,Investigation,"Rosen Hotels & Resorts, Inc (3-4-16)",9/2/2015,150,FL,2/18/2016,Hospitality,N,Y,Y,N,N,N,N,Y,Y,Y
PR1609281,CLOSED,4/29/2016,Data Breach,Investigation,21 Century Oncology (3-4-16),10/3/2015,3248,FL,,Healthcare,Y,Y,Y,N,N,Y,N,N,N,N
PR1609177,CLOSED,4/27/2016,Data Breach,Investigation,The First Marblehead Corporation (3-4-16),2/17/2016,11,MA,,Student Loan,N,N,Y,Y,N,Y,N,N,N,N
PR1609176,CLOSED,4/27/2016,Data Breach,Investigation,Washington Duke Inn & Golf Club (American Express),12/7/2013,760,NC,,Hospitality ,N,Y,Y,N,N,N,N,Y,Y,Y
PR1609163,CLOSED,4/27/2016,Data Breach,Investigation,SnapChat (3-3-16),2/26/2016,20,CA,,Social Media,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609162,CLOSED,4/27/2016,Data Breach,Investigation,GCI,2/24/2016,1,AK,3/6/2016,Telecommunications ,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609161,CLOSED,4/27/2016,Data Breach,Investigation,"Just Marketing, Inc. (3-3-16)",2/2/2016,12,IN,,Marketing,N,N,Y,N,N,Y,N,N,N,N
PR1609159,CLOSED,4/27/2016,Data Breach,Investigation,"Endologix, Inc.",3/11/2016,,CA,,Health Products & Devices,Y,N,N,N,N,N,N,N,N,N
PR1609158,CLOSED,4/27/2016,Data Breach,Investigation,"Intuit, Inc (3-2-16)",1/28/2016,2,CA,2/2/2016,Tax,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1609146,CLOSED,4/27/2016,Data Breach,Investigation,Dynamic Aviation,3/11/2016,4,VA,4/18/2016,Aviation,N,Y,Y,Y,N,Y,N,N,N,N
PR1609141,CLOSED,4/27/2016,Data Breach,Investigation,"DSCI, LLC.",3/14/2016,1,MA,3/22/2016,Communications & IT,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609136,CLOSED,4/27/2016,Data Breach,Investigation,Seagate US LLC,2/29/2016,3,CA,3/9/2016,Data Storage,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609123,CLOSED,4/27/2016,Data Breach,Investigation,"Convey Health Solutions, Inc.",3/7/2016,1,OR,3/21/2016,Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609122,CLOSED,4/27/2016,Data Breach,Investigation,"ConvaTec, Inc.",2/29/2016,4,NJ,3/9/2016,Products,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609121,CLOSED,4/27/2016,Data Breach,Investigation,"Care.com, Inc.",3/3/2016,6,MA,3/10/2016,Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609116,CLOSED,4/27/2016,Data Breach,Investigation,American Express- Recovered by Law Enforcement (3-,3/3/2016,1,,,,N,Y,Y,N,N,N,N,Y,Y,Y
PR1609115,CLOSED,4/27/2016,Data Breach,Investigation,"Actifio, Inc. (3-2-16)",2/3/2016,2,MA,,Data Storage,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609114,CLOSED,4/27/2016,Data Breach,Investigation,Billy Casper Golf,2/26/2016,291,VA,3/3/2016,Sports,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609112,CLOSED,4/27/2016,Data Breach,Investigation,St. Joseph's Healthcare System (3-1-16),2/19/2016,3,,,Healthcare,Y,Y,Y,N,N,Y,N,N,N,N
PR1609101,CLOSED,4/27/2016,Data Breach,Investigation,"Aspect Software, Inc.",2/24/2016,3,AZ,3/4/2016,Software,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609091,CLOSED,4/26/2016,Data Breach,Investigation,"ARC International North America, LLC, Cardinal Int",3/11/2016,,NJ,3/18/2016,Manufacturing,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1609087,CLOSED,4/26/2016,Data Breach,Investigation,"Applied Systems, Inc.",2/19/2016,36,IL,2/25/2016,Software,Y,Y,N,N,N,Y,N,N,N,N
PR1609083,CLOSED,4/26/2016,Data Breach,Investigation,AmeriPride Services Inc.,2/25/2016,3,MN,2/26/2016,Retail,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609078,CLOSED,4/26/2016,Data Breach,Investigation,"WorkCare, Inc. (2-26-16)",2/18/2016,2,CA,2/18/2016,healthcare,Y,Y,Y,Y,N,Y,N,N,N,N
PR1609075,CLOSED,4/26/2016,Data Breach,Investigation,First Niagara (2-26-16),2/25/2016,1,CT,2/25/2016,banking,Y,Y,Y,N,N,N,N,N,N,N
PR1609071,CLOSED,4/26/2016,Data Breach,Investigation,TN Marketing (2-29-16),11/1/2015,110,MN,1/13/2016,marketing,Y,Y,Y,Y,Y,N,N,N,N,Y
PR1609070,CLOSED,4/26/2016,Data Breach,Investigation,Capital One Bank (2-29-16),10/15/2015,1,VA,12/25/2015,banking,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608910,CLOSED,4/25/2016,Data Breach,Investigation,Bridgewater Inc. (2-29-16),12/24/2015,,OR,12/24/2015,manufacturing,N,Y,Y,Y,N,N,N,N,N,Y
PR1608864,CLOSED,4/25/2016,Data Breach,Investigation,American Express - Recovered by Law Enforcement (2,2/26/2016,1,unknown,2/26/2016,unknown,Y,Y,N,N,N,N,N,Y,Y,Y
PR1608848,CLOSED,4/25/2016,Data Breach,Investigation,Valley Hope Association (2-25-15),12/30/2015,10,TX,12/30/2015,rehabilitation services,Y,Y,N,Y,N,Y,Y,N,N,N
PR1608843,CLOSED,4/25/2016,Data Breach,Investigation,"Applause App Quality, Inc. (2-26-16)",2/19/2016,2,MA,2/19/2016,software,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608677,CLOSED,4/22/2016,Privacy,Investigation,Comcast (hotspot),,,,,,N,N,N,N,N,N,N,N,N,N
PR1608668,CLOSED,4/22/2016,Privacy,Investigation,Whitney Supply Company,,,,,,,,,,,,,,,
PR1608625,CLOSED,4/21/2016,Data Breach,Investigation,"American Eagle Mortgage Co., LLC (4/20/2016)",2/18/2016,1,OR,4/20/2016,banking,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1608624,CLOSED,4/21/2016,Data Breach,Investigation,"The Fruitful Yield, Inc. (4/20/2016)",1/7/2016,55,IL,3/21/2016,health food store,N,Y,Y,Y,N,N,N,N,N,Y
PR1608623,CLOSED,4/21/2016,Data Breach,Investigation,Rubberstamps.net (2-24-16),11/3/2015,78,IA,12/11/2015,online sales,Y,Y,Y,Y,Y,N,N,Y,Y,Y
PR1608622,CLOSED,4/21/2016,Data Breach,Investigation,Robert Rauschenberg Foundation (2-25-16),1/25/2016,3,NY,1/25/2016,foundation,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
PR1608619,CLOSED,4/21/2016,Data Breach,Investigation,Odyssey Logistics & Technology Corporation ,4/14/2016,122,CT,4/20/2016,Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608615,CLOSED,4/21/2016,Data Breach,Investigation,"NetBrain Technologies, Inc.",3/3/2016,1,MA,3/8/2016,Technology,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608612,CLOSED,4/21/2016,Data Breach,Investigation,"International Bonded Couriers, Inc.",3/22/2016,5,NY,4/20/2016,Logistics & Transportation,N,N,Y,Y,N,Y,N,N,N,N
PR1608611,CLOSED,4/21/2016,Data Breach,Investigation,"Citi Private Bank business of Citibank, N.A. (4/18",2/17/2016,1,NY,4/18/2016,banking,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608608,CLOSED,4/21/2016,Data Breach,Investigation,"Resources for Human Development, Inc.",3/18/2016,179,PA,3/30/2016,Nonprofit,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608607,CLOSED,4/21/2016,Data Breach,Investigation,NUS Consulting Group (4/18/2016),4/11/2016,1,NJ,4/15/2016,Energy,Y,Y,Y,N,N,Y,N,N,N,N
PR1608605,CLOSED,4/21/2016,Data Breach,Investigation,Wilderness Hotel and Resort - WI (American Express,3/9/2015,9,WI,2/17/2016,hotel,Y,Y,Y,N,N,N,N,Y,Y,Y
PR1608604,CLOSED,4/21/2016,Data Breach,Investigation,"Geltrude & Company, LLC",3/12/2016,24,PA,3/17/2016,mail processing,Y,Y,Y,N,N,Y,N,N,N,Y
PR1608603,CLOSED,4/20/2016,Data Breach,Investigation,Nations Lending Corporation (4/18/2016),3/18/2016,,OH,4/18/2016,Finance,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608602,CLOSED,4/20/2016,Data Breach,Investigation,"Client Network Services, Inc. (4/8/2016)",3/23/2016,1,MD,4/8/2016,Professional Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608601,CLOSED,4/20/2016,Data Breach,Investigation,"doTERRA International, LLC (4/18/2016)",3/1/2016,"3,835",TX,4/18/2016,data security,Y,Y,Y,Y,N,Y,Y,N,N,Y
PR1608600,CLOSED,4/20/2016,Data Breach,Investigation,Schletter Inc. (4/18/2016),4/13/2016,10-Jun,NC,4/18/2016,Products,N,N,Y,Y,N,Y,N,N,N,N
PR1608595,CLOSED,4/20/2016,Data Breach,Investigation,"Seven Hills Foundation, Inc. (4/13/2016)",4/8/2016,7,MA,4/13/2016,Health,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608594,CLOSED,4/20/2016,Data Breach,Investigation,Highway Toll Administration (4/15/2016),1/22/2016,1,NY,4/6/2016,Transportation,Y,Y,Y,Y,N,Y,N,N,N,N
PR1608593,CLOSED,4/20/2016,Data Breach,Investigation,MillerCoors (Ceridian) (4/5/2016),3/7/2016,1,IL,4/5/2016,Beverages,Y,Y,Y,N,N,Y,N,N,N,N
PR1608592,CLOSED,4/20/2016,Data Breach,Investigation,Wallingford Family YMCA,3/8/2016,320,CT,4/14/2016,Non-profit,Y,Y,N,N,N,N,N,N,N,N
PR1608591,CLOSED,4/20/2016,Data Breach,Investigation,Plastipak Packaging Inc. (4/18/2016),3/31/2016,2,MA,4/15/2016,Products,Y,Y,Y,Y,N,Y,N,N,N,N
