BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
First Financial Bank,https://media.dojmt.gov/wp-content/uploads/First-Financial-Bank-N.A..pdf,7/10/2018,7/10/2018,9/21/2018,3
YRC Worldwide,https://media.dojmt.gov/wp-content/uploads/YRC-Worldwide.pdf,7/22/2018,7/22/2018,9/21/2018,22
Tech Rabbit,https://media.dojmt.gov/wp-content/uploads/Tech-Rabbit.pdf,2/22/2017,5/22/2018,9/21/2018,116
The Affiliated Group,https://media.dojmt.gov/wp-content/uploads/The-Affiliated-Group.pdf,5/16/2018,5/16/2018,9/18/2018,21
Guardant Health,https://media.dojmt.gov/wp-content/uploads/Guardant-Health.pdf,7/13/2018,7/18/2018,9/16/2018,2
Legacy Properties,https://media.dojmt.gov/wp-content/uploads/VenatoRX.pdf,8/14/2018,8/14/2018,9/12/2018,900
VenatoRX,https://media.dojmt.gov/wp-content/uploads/Peaceful-Valley-Farm-Supply.pdf,4/1/2018,8/1/2018,9/12/2018,1
Peaceful Valley Family Farm,https://media.dojmt.gov/wp-content/uploads/Legacy-Properties.pdf,2/9/2018,8/22/2018,9/12/2018,155
Delta Pilots Mutual Aid,https://media.dojmt.gov/wp-content/uploads/Delta-Pilots-Mutual-Aid.pdf,4/29/2018,6/12/2018,9/11/2018,6
Carpenters Benefit Funds,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-6.pdf,4/23/2018,5/3/2018,9/10/2018,4
Roadrunner Transportation Services,https://media.dojmt.gov/wp-content/uploads/Roadrunner-Transportation-Services.pdf,4/1/2018,4/30/2018,9/10/2018,16
Stein Mart,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-5.pdf,5/19/2018,7/9/2018,9/9/2018,2
KLX Energy Services,https://media.dojmt.gov/wp-content/uploads/KLX-Energy-Services.pdf,8/8/2018,8/8/2018,9/8/2018,Unknown
Nardella & Taylor,https://media.dojmt.gov/wp-content/uploads/Nardella-Taylor.pdf,3/27/2018,3/29/2018,9/7/2018,12
Title Nine,https://media.dojmt.gov/wp-content/uploads/Title-Nine.pdf,5/9/2018,7/9/2018,9/7/2018,8
Dutch Gardens USA,https://media.dojmt.gov/wp-content/uploads/Dutch-Gardens.pdf,9/27/2017,7/14/2018,9/5/2018,66
Tousley Brain Stephens,https://media.dojmt.gov/wp-content/uploads/Tousley-Brain-Stephens.pdf,2/4/2018,2/26/2018,8/31/2018,1
St. Joseph's Medical Center,https://media.dojmt.gov/wp-content/uploads/St.-Josephs-Medical-Center.pdf,5/6/2018,5/22/2018,8/31/2018,1
Movement Mortgage LLC,https://media.dojmt.gov/wp-content/uploads/Movement-Mortgage-LLC.pdf,2/7/2018,3/27/2018,8/31/2018,17
August University,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-90.pdf,9/10/2017,9/11/2017,8/30/2018,15
Holtey Law,https://media.dojmt.gov/wp-content/uploads/Holtey-Law.pdf,5/2/2018,5/3/2018,8/30/2018,1
Garretson Resolution Group,https://media.dojmt.gov/wp-content/uploads/Garretson-Resolution-Group.pdf,4/4/2018,5/4/2018,8/30/2018,3
"Gray, Inc.",https://media.dojmt.gov/wp-content/uploads/Gray-Inc..pdf,4/1/2018,8/17/2018,8/29/2018,1
Air Canada,https://media.dojmt.gov/wp-content/uploads/Air-Canada.pdf,8/22/2018,8/24/2018,8/29/2018,5
Orrstown Bank,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-4.pdf,10/3/2017,7/17/2018,8/28/2018,5
Joint Resources Commission,https://media.dojmt.gov/wp-content/uploads/PacificSource-Health-Plans.pdf,5/17/2018,5/17/2018,8/28/2018,1
LILLEbaby,https://media.dojmt.gov/wp-content/uploads/ESJ-Towers-Inc..pdf,6/1/2018,7/9/2018,8/28/2018,1
"ESJ Towers, Inc",https://media.dojmt.gov/wp-content/uploads/Sierra-Nevada-Brewing-Company.pdf,7/19/2018,7/18/2018,8/28/2018,2
Sierra Nevada Brewing Company,https://media.dojmt.gov/wp-content/uploads/Joint-Commission-Resources-Inc.pdf,8/7/2018,8/28/2018,8/28/2018,1
Ameriprise Financial,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-87.pdf,Unknown,7/24/2018,8/27/2018,1
Salter Labs,https://media.dojmt.gov/wp-content/uploads/Salter-Labs.pdf,4/9/2018,4/9/2018,8/27/2018,3
TKC Holdings,https://media.dojmt.gov/wp-content/uploads/TKC-Holdings.pdf,4/13/2018,5/24/2018,8/24/2018,7
The Wellness Institute of Montana and Jennings Management,https://media.dojmt.gov/wp-content/uploads/The-Wellness-Institute.pdf,6/22/2018,6/22/2018,8/23/2018,244
"Health Management Concepts, Inc. Pacific National Benefits Funds",https://media.dojmt.gov/wp-content/uploads/Health-Management-Concepts-Inc.pdf,7/16/2018,7/19/2018,8/22/2018,17
Bank of the West,https://media.dojmt.gov/wp-content/uploads/Bank-of-the-West-1.pdf,3/2/2018,3/19/2018,8/20/2018,4
SureFire,https://media.dojmt.gov/wp-content/uploads/SureFire.pdf,5/28/2018,7/22/2018,8/19/2018,10
Acadiana Computer Systems (ACS),https://media.dojmt.gov/wp-content/uploads/Acadiana-Computer-Systems-Inc.pdf,7/6/2018,7/6/2018,8/17/2018,1
Monroe Capital holdings LLC (Newport Academy),https://media.dojmt.gov/wp-content/uploads/Monroe-Capital.pdf,5/27/2018,6/20/2018,8/17/2018,1
Cheddar's Scratch Kitchen,https://media.dojmt.gov/wp-content/uploads/Cheddars-Scratch-Kitchen.pdf,11/2/2017,1/2/2018,8/16/2018,Unknown
LA Fashion (Lasula),https://media.dojmt.gov/wp-content/uploads/LA-Fashion-Lasula.pdf,12/7/2017,5/22/2018,8/16/2018,1
Mondelez Global,https://media.dojmt.gov/wp-content/uploads/Mondelez-Global.pdf,7/24/2018,7/26/2018,8/16/2018,1
Cain Watters & Associates,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-86.pdf,5/25/2018,6/28/2018,8/15/2018,1
CNG Financial Corporation Inc,https://media.dojmt.gov/wp-content/uploads/CNG-Financial-Corporation-Inc.pdf,7/11/2018,7/16/2018,8/15/2018,4
Authentic Recovery Center,https://media.dojmt.gov/wp-content/uploads/Authentic-Recovery-LLC.pdf,6/7/2018,6/21/2018,8/15/2018,2
American Institute of Aeronautics and Astronautics (AIAA),https://media.dojmt.gov/wp-content/uploads/American-Institute-of-Aeronautics-and-Astronautics-AIAA.pdf,6/4/2018,6/6/2018,8/7/2018,2
Billings Clinic,https://media.dojmt.gov/wp-content/uploads/Billings-Clinic.pdf,5/14/2018,5/14/2018,8/6/2018,4
TCM Bank,https://media.dojmt.gov/wp-content/uploads/Colorado-Bankers-Life-Insurance-Company.pdf,3/5/2017,7/17/2018,8/3/2018,53
North American Power & Gas,https://media.dojmt.gov/wp-content/uploads/TCM-Bank.pdf,5/10/2018,7/31/2018,8/3/2018,4
Colorado Bankers Life Insurance Company,https://media.dojmt.gov/wp-content/uploads/North-American-Power-Gas.pdf,3/28/2018,4/13/2018,8/3/2018,129
American Express Travel (Orbitz),https://media.dojmt.gov/wp-content/uploads/American-Express.pdf,7/5/2018,7/9/2018,8/2/2018,13
Doyle & Associates,https://media.dojmt.gov/wp-content/uploads/Doyle-Associates.pdf,2/2/2018,4/20/2018,8/1/2018,469
JA Carpentry,https://media.dojmt.gov/wp-content/uploads/JA-Carpentry.pdf,5/28/2018,5/28/2018,7/31/2018,1
UnityPoint,https://media.dojmt.gov/wp-content/uploads/Plant-Therapy.pdf,3/14/2018,4/3/2018,7/30/2018,144
Loyola University of Chicago,https://media.dojmt.gov/wp-content/uploads/UnityPoint-Health.pdf,7/17/2018,7/17/2018,7/30/2018,1
Plant Therapy,https://media.dojmt.gov/wp-content/uploads/Loyola-Univ-of-Chicago.pdf,3/29/2018,5/11/2018,7/30/2018,55
Sunspire Health,https://media.dojmt.gov/wp-content/uploads/Sunspire-Health.pdf,3/1/2018,5/17/2018,7/27/2018,10
TradeMotion,https://media.dojmt.gov/wp-content/uploads/TradeMotion.pdf,10/1/2017,5/31/2018,7/25/2018,195
"Welk Resort Group, Inc.",https://media.dojmt.gov/wp-content/uploads/Welk-Resort-Group.pdf,12/4/2017,12/4/2017,7/25/2018,1
"Automated Pet Care Products, Inc. (AutoPets)",https://media.dojmt.gov/wp-content/uploads/AutoPets.pdf,11/9/2017,11/30/2017,7/24/2018,6
Optoma Technology,https://media.dojmt.gov/wp-content/uploads/Optoma.pdf,4/6/2018,4/12/2018,7/23/2018,6
Boys Town National Research HOspital,https://media.dojmt.gov/wp-content/uploads/Boys-Town-National-Research-Hospital.pdf,5/23/2018,5/23/2018,7/20/2018,15
Boys Town National Research Hospital,https://media.dojmt.gov/wp-content/uploads/Boys-Town-National-Research-Hospital.pdf,5/23/2018,5/23/2018,7/20/2018,15
"Stoneleigh Recovery Association, LLC",https://media.dojmt.gov/wp-content/uploads/Stoneleigh-Recovery-Assoc..pdf,4/19/2018,4/19/2018,7/20/2018,1
Fairbanks North Star Borough (GHAP),https://media.dojmt.gov/wp-content/uploads/The-Borough-GHAP.pdf,4/14/2018,4/14/2018,7/20/2018,16
Simma Flottemesh & Orensteinin,https://media.dojmt.gov/wp-content/uploads/Simma.pdf,6/28/2018,6/28/2018,7/19/2018,1
Helly Hansen (hellyhansen.com),https://media.dojmt.gov/wp-content/uploads/Helly-Hansen.pdf,4/20/2018,5/14/2018,7/19/2018,4
"CBIZ MHM, LLC",https://media.dojmt.gov/wp-content/uploads/CBIZ.pdf,5/2/2018,5/23/2018,7/18/2018,1
"Dollar Shave Club, Inc.",https://media.dojmt.gov/wp-content/uploads/Dollar-Shave-Club-Inc..pdf,5/26/2018,6/25/2018,7/16/2018,1
"EBSCO Sign Group, Inc. (outdoorsignsamerica.com)",https://media.dojmt.gov/wp-content/uploads/EBSCO.pdf,9/12/2017,5/18/2018,7/16/2018,4
City of Bozeman,https://media.dojmt.gov/wp-content/uploads/City-of-Bozeman.pdf,7/1/2017,10/24/2017,7/16/2018,2651
"ComplyRight, Inc.",https://media.dojmt.gov/wp-content/uploads/ComplyRight.pdf,4/20/2018,5/22/2018,7/12/2018,1730
"Tommie Copper, Inc.",https://media.dojmt.gov/wp-content/uploads/Tommie-Copper-Inc..pdf,11/10/2017,1/22/2018,7/11/2018,136
"Fruitful Yield, Inc. (NOW-2-U.com, VitaminExperts.com, FruitfulYield.com)",https://media.dojmt.gov/wp-content/uploads/Fruitful-Yield.pdf,5/29/2018,6/13/2018,7/11/2018,3
Vertical Limit Construction,https://media.dojmt.gov/wp-content/uploads/Vertical-Limit.pdf,12/19/2017,4/10/2018,7/11/2018,1
TerraSond Limited,https://media.dojmt.gov/wp-content/uploads/TerraSond.pdf,2/14/2018,2/14/2018,7/10/2018,1
MedEvolve,https://media.dojmt.gov/wp-content/uploads/MedEvolve.pdf,3/29/2018,5/4/2018,7/10/2018,13
"Coty, Inc.",https://media.dojmt.gov/wp-content/uploads/Coty-Inc..pdf,1/12/2018,2/8/2018,7/6/2018,6
Career and Technology Education Centers of Licking County (C-TEC),https://media.dojmt.gov/wp-content/uploads/C-TEC.pdf,2/12/2018,2/12/2018,7/6/2018,2
International Mission Board (IMB),https://media.dojmt.gov/wp-content/uploads/International-Mission-Board.pdf,4/11/2018,4/11/2018,7/5/2018,189
211 LA County,https://media.dojmt.gov/wp-content/uploads/211-LA-County.pdf,3/14/2018,4/23/2018,7/5/2018,8
"Macy's, Inc.",https://media.dojmt.gov/wp-content/uploads/Macys.pdf,4/26/2018,6/12/2018,7/2/2018,136
Northwest University,https://media.dojmt.gov/wp-content/uploads/BreachNotificationDetails.pdf,6/20/2018,6/20/2018,6/29/2018,29
Trust Company of Illinois (TCI),https://media.dojmt.gov/wp-content/uploads/Trust-Co-of-Illinois.pdf,4/27/2018,4/27/2018,6/29/2018,3
"Waller & Associates, Inc.",https://media.dojmt.gov/wp-content/uploads/Waller-Assoc.pdf,4/29/2016,2/21/2018,6/29/2018,1
"Hasbro, Inc.",https://media.dojmt.gov/wp-content/uploads/Hasbro-Inc..pdf,9/15/2017,9/18/2017,6/29/2018,1
Lockton Companies,https://media.dojmt.gov/wp-content/uploads/Lockton-Companies.pdf,2/26/2018,4/26/2018,6/29/2018,1
Northwest University,https://media.dojmt.gov/wp-content/uploads/Northwest-University.pdf,6/20/2018,6/20/2018,6/29/2018,29
"SOS International, LLC",https://media.dojmt.gov/wp-content/uploads/SOS-Intl-LLC.pdf,2/5/2018,5/18/2018,6/28/2018,2
Solera National Bank,https://media.dojmt.gov/wp-content/uploads/Solera-National-Bank.pdf,4/18/2018,5/4/2018,6/26/2018,5
"Terteling Company, Inc. (Western States Equipment Company, Agri-Service, LLC, 36th Street Garden Center & Bistro, Red Horse Mountian Ranch",https://media.dojmt.gov/wp-content/uploads/Terteling-Company-Inc..pdf,5/1/2018,5/10/2018,6/22/2018,381
Capital Integration Systems LLC (CAIS),https://media.dojmt.gov/wp-content/uploads/Capital-Integration-Systems-LLC-CAIS.pdf,2/1/2018,3/15/2018,6/22/2018,1
"Humana, Go365.com",https://media.dojmt.gov/wp-content/uploads/Humana-Go365.com_.pdf,6/3/2018,6/4/2018,6/21/2018,1
"ATI Holdings, LLC",https://media.dojmt.gov/wp-content/uploads/ATI-Holdings-LLC.pdf,1/9/2018,3/15/2018,6/21/2018,5
Notre Dame de Namur University,https://media.dojmt.gov/wp-content/uploads/NorthStar-Anesthesia.pdf,5/18/2018,5/18/2018,6/20/2018,1
"RevUp Group, LLC",https://media.dojmt.gov/wp-content/uploads/Notre-Dame.pdf,5/31/2018,5/31/2018,6/20/2018,20
NorthStar Anesthesia,https://media.dojmt.gov/wp-content/uploads/RevUp-Group-LLP.pdf,4/3/2018,4/24/2018,6/20/2018,1
"City of Goodyear, Arizona",https://media.dojmt.gov/wp-content/uploads/City-of-Goodyear.pdf,5/7/2018,5/7/2018,6/19/2018,10
Capital One Bank,https://media.dojmt.gov/wp-content/uploads/Capital-One-6.2018-notification.pdf,11/26/2017,3/27/2018,6/19/2018,7
Orrston Bank,https://media.dojmt.gov/wp-content/uploads/Orrston-Bank-1.pdf,10/2/2017,7/14/2018,6/19/2018,5
Central Christian College of Kansas,https://media.dojmt.gov/wp-content/uploads/Central-Christian-College-of-Kansas.pdf,7/11/2017,4/23/2018,6/15/2018,2
GreatBanc Trust Company,https://media.dojmt.gov/wp-content/uploads/Great-Banc.pdf,10/23/2017,10/27/2017,6/15/2018,71
"OFD Foods, LLC.",https://media.dojmt.gov/wp-content/uploads/OFD-Foods.pdf,4/12/2018,5/16/2018,6/14/2018,3
"Med Associates, Inc.",https://media.dojmt.gov/wp-content/uploads/Med-Associates.pdf,3/22/2018,3/22/2018,6/14/2018,6
National Restaurant Association,https://media.dojmt.gov/wp-content/uploads/National-Restaurant-Association-1.pdf,10/2/2017,11/28/2017,6/14/2018,6
Dignity Health,https://media.dojmt.gov/wp-content/uploads/Dignity-Health.pdf,4/24/2018,4/24/2018,6/13/2018,9
"HealthEquity, Inc.",https://media.dojmt.gov/wp-content/uploads/HealthEquity.pdf,4/11/2018,4/13/2018,6/13/2018,8
Black River Medical Center,https://media.dojmt.gov/wp-content/uploads/Black-River-Medical-Center.pdf,4/23/2018,4/23/2018,6/13/2018,1
"Guaranteed Rate, Inc.",https://media.dojmt.gov/wp-content/uploads/Guaranteed-Rate-Inc.-2nd-Event.pdf,11/1/2017,11/30/2017,6/13/2018,2
Marion County Bank,https://media.dojmt.gov/wp-content/uploads/Marion-County-Bank.pdf,4/5/2018,4/5/2018,6/12/2018,1
"Anthem, Inc.",https://media.dojmt.gov/wp-content/uploads/Anthem-Inc..pdf,8/1/2013,4/10/2018,6/12/2018,2
"shopPOPdisplays, Inc.",https://media.dojmt.gov/wp-content/uploads/shopPOPdisplays-Inc..pdf,4/8/2018,5/14/2018,6/11/2018,3
Old Second National Bank,https://media.dojmt.gov/wp-content/uploads/Old-Second-Bank.pdf,4/27/2018,4/27/2018,6/11/2018,1
Weichert Companies,https://media.dojmt.gov/wp-content/uploads/Weichert.pdf,12/20/2017,12/20/2017,6/11/2018,1
Corporation Service Company (CSC),https://media.dojmt.gov/wp-content/uploads/Corporation-Service-Company-3.pdf,11/25/2017,11/25/2017,6/11/2018,503
Securus Technologies,https://media.dojmt.gov/wp-content/uploads/Securus.pdf,5/15/2018,5/16/2018,6/8/2018,5
"Elmcroft Senior Living, Inc.",https://media.dojmt.gov/wp-content/uploads/Elmcroft-Senior-Living.pdf,5/10/2018,5/12/2018,6/8/2018,18
"Wilkins, Reinicke & Co., P.C.",https://media.dojmt.gov/wp-content/uploads/Wilkins-Reinicke-Co.pdf,4/24/2018,4/24/2018,6/8/2018,3
"Aimbridge Hospitality Holdings, LLC",https://media.dojmt.gov/wp-content/uploads/Aimbridge-Hospitality-Holdings-LLC.pdf,3/21/2018,5/3/2018,6/7/2018,527
"Systeme Software, Inc.",https://media.dojmt.gov/wp-content/uploads/Systeme.pdf,9/1/2017,5/7/2018,6/7/2018,140
"Quad-C Management, Inc.",https://media.dojmt.gov/wp-content/uploads/Quad-C-Management-Inc..pdf,4/1/2018,4/30/2018,6/7/2018,2
Stein Eriksen Lodge Hotel,https://media.dojmt.gov/wp-content/uploads/Stein-Eriksen-Lodge-Hotel.pdf,9/9/2017,1/24/2018,6/1/2018,4
Walgreens (Rite Aid),https://media.dojmt.gov/wp-content/uploads/Walgreens-Rite-Aid.pdf,12/20/2017,4/17/2018,6/1/2018,2
"Temecula Motorsports, Inc.",https://media.dojmt.gov/wp-content/uploads/Temecula.pdf,2/9/2018,3/30/2018,5/31/2018,9
"St. Mary's Health, Inc. d/b/a St. Vincent Evansville",https://media.dojmt.gov/wp-content/uploads/St.-Marys-Health-Inc.-dba-St.-Vincent-Evansville.pdf,2/12/2018,2/15/2018,5/31/2018,7
Advanced Technology Group,https://media.dojmt.gov/wp-content/uploads/Advanced-Technology-Group.pdf,12/1/2017,12/31/2017,5/31/2018,330
Rail Europe,https://media.dojmt.gov/wp-content/uploads/Rail-Europe.pdf,6/22/2017,2/16/2018,5/30/2018,18
The Hartford,https://media.dojmt.gov/wp-content/uploads/The-Hartford-1.pdf,4/12/2018,4/12/2018,5/29/2018,1
"Uno Alla Volta, LLC",https://media.dojmt.gov/wp-content/uploads/Uno-Alla-Volta.pdf,4/18/2018,5/1/2018,5/29/2018,4
SEIU 32BJ,https://media.dojmt.gov/wp-content/uploads/32BJ.pdf,11/13/2017,11/14/2017,5/25/2018,2
"RM Mechanical, Inc.",https://media.dojmt.gov/wp-content/uploads/RM-Mechanical.pdf,3/4/2018,3/5/2018,5/23/2018,8
The Oregon Clinic,https://media.dojmt.gov/wp-content/uploads/The-Oregon-Clinic.pdf,3/9/2018,3/9/2018,5/23/2018,12
Employee Benefits Corporation,https://media.dojmt.gov/wp-content/uploads/Employee-Benefits-Corporation.pdf,3/7/2018,3/7/2018,5/22/2018,4
"Medical Clinic of Houston, L.L.P.",https://media.dojmt.gov/wp-content/uploads/Medical-Center-of-Houston.pdf,3/23/2018,3/23/2018,5/22/2018,1
The Coca-Cola Company,https://media.dojmt.gov/wp-content/uploads/Coca-Cola.pdf,9/1/2017,9/1/2017,5/21/2018,1
Brinker International (Chili's),https://media.dojmt.gov/wp-content/uploads/Brinker-International-Chilis.pdf,3/1/2018,4/30/2018,5/18/2018,Unknown
"Bombas, LLC",https://media.dojmt.gov/wp-content/uploads/Bombas.pdf,1/15/2015,2/9/2015,5/18/2018,90
"Crius Energy, LLC",https://media.dojmt.gov/wp-content/uploads/Crius.pdf,1/22/2018,1/22/2018,5/18/2018,1
"International Management Advisors, Ltd.",https://media.dojmt.gov/wp-content/uploads/International-Management-Advisors-Ltd..pdf,4/26/2018,5/8/2018,5/18/2018,4
"Cactus Wellhead, LLC",https://media.dojmt.gov/wp-content/uploads/Cactus-Wellhead-LLC.pdf,5/9/2018,5/9/2018,5/17/2018,1
University of Toledo,https://media.dojmt.gov/wp-content/uploads/University-of-Toledo.pdf,1/16/2018,1/16/2018,5/16/2018,2
LifeBridge Health,https://media.dojmt.gov/wp-content/uploads/LifeBridge-Health.pdf,9/27/2016,3/18/2018,5/15/2018,28
Seterus,https://media.dojmt.gov/wp-content/uploads/Seterus.pdf,4/18/2018,4/18/2018,5/10/2018,2
Farmgirl Flowers,https://media.dojmt.gov/wp-content/uploads/Farmgirl-Flowers.pdf,4/26/2018,4/29/2018,5/9/2018,8
"Melissa James, EA, LLC",https://media.dojmt.gov/wp-content/uploads/Melissa-James-Bookkeeping-Tax.pdf,3/26/2018,3/26/2018,5/9/2018,1
"TaskRabbit, Inc.",https://media.dojmt.gov/wp-content/uploads/TaskRabbit.pdf,4/12/2018,4/19/2018,5/9/2018,3908
"CPT Group, Inc.",https://media.dojmt.gov/wp-content/uploads/CPT-Group-Inc..pdf,11/22/2017,12/8/2017,5/8/2018,22
"USACS Management Group, Ltd.",https://media.dojmt.gov/wp-content/uploads/USACS.pdf,3/9/2018,3/9/2018,5/8/2018,1
Deephaven Mortgage LLC,https://media.dojmt.gov/wp-content/uploads/Deephaven.pdf,1/10/2018,3/25/2018,5/8/2018,2
Global University,https://media.dojmt.gov/wp-content/uploads/Global-University.pdf,12/31/2017,1/31/2018,5/8/2018,1017
"Equias Alliance, LLC",https://media.dojmt.gov/wp-content/uploads/Equias.pdf,1/10/2018,2/8/2018,5/8/2018,3
DigiPen Institute of Technology,https://media.dojmt.gov/wp-content/uploads/DigiPen.pdf,4/25/2018,4/25/2018,5/7/2018,1
Malley's Chocolates,https://media.dojmt.gov/wp-content/uploads/Malleys-Chocolates.pdf,3/18/2018,3/18/2018,5/7/2018,1
"Rail Europe North America, Inc. (RENA)",https://media.dojmt.gov/wp-content/uploads/RENA.pdf,11/19/2017,2/16/2018,5/7/2018,29
"Orbitz (American Express, RBC Royal Bank, Interval International, Inc., World Travel Holdings, Inc.Alaska Airline, Southwest Airline)",https://media.dojmt.gov/wp-content/uploads/Orbitz-5-7-18-1.pdf,10/1/2017,12/22/2017,5/4/2018,634
SunTrust Bank,https://media.dojmt.gov/wp-content/uploads/SunTrust-2.pdf,4/15/2018,4/15/2018,5/2/2018,29
Children's Mercy Hospital,https://media.dojmt.gov/wp-content/uploads/Childrens-Mercy-Hospital-2.pdf,12/2/2017,1/4/2018,4/30/2018,3
Building Profits LLC,https://media.dojmt.gov/wp-content/uploads/Building-Profits-LLC.pdf,10/19/2017,11/9/2017,4/30/2018,3
"Blattner Energy, Inc.",https://media.dojmt.gov/wp-content/uploads/Blattner-Energy-Inc..pdf,2/9/2018,2/9/2018,4/30/2018,17
SA Stone Wealth,https://media.dojmt.gov/wp-content/uploads/SA-Stone-Wealth-1.pdf,2/28/2018,2/28/2018,4/30/2018,2
Bennett Thrasher LLP,https://media.dojmt.gov/wp-content/uploads/Bennett-Thrasher-LLP.pdf,6/15/2017,4/6/2018,4/30/2018,18
LPL Financial LLC,https://media.dojmt.gov/wp-content/uploads/LPL-Financial-LLC-Update-4-30-18.pdf,2/20/2018,2/28/2018,4/30/2018,3
CashNetUSA,https://media.dojmt.gov/wp-content/uploads/CashNetUSA.pdf,3/23/2018,3/23/2018,4/27/2018,4
Sears Holdings (Kmart.com),https://media.dojmt.gov/wp-content/uploads/Sears-Holding-Kmart.pdf,9/27/2017,10/12/2017,4/25/2018,268
Capital Digestive Care,https://media.dojmt.gov/wp-content/uploads/Capital-Digestive-Care.pdf,2/23/2018,2/23/2018,4/23/2018,3
MCR Investors LLC,https://media.dojmt.gov/wp-content/uploads/MCR-Investors-LLC.pdf,3/11/2018,3/11/2018,4/23/2018,140
American Esoteric Laboratories (AEL),https://media.dojmt.gov/wp-content/uploads/AEL.pdf,10/15/2017,10/15/2017,4/20/2018,5
"Strategic Analysis, Inc.",https://media.dojmt.gov/wp-content/uploads/Strategic-Analysis.pdf,4/20/2015,1/16/2018,4/19/2018,1
"Grainger, Inc.",https://media.dojmt.gov/wp-content/uploads/Grainger.pdf,9/26/2017,10/12/2017,4/17/2018,65
TIAA,https://media.dojmt.gov/wp-content/uploads/TIAA-1.pdf,3/16/2018,3/16/2018,4/17/2018,1
Tara at Home (Temp=Tations LLC),https://media.dojmt.gov/wp-content/uploads/Tara-at-Home.pdf,8/1/2017,12/1/2017,4/16/2018,6
Golter Law Office,https://media.dojmt.gov/wp-content/uploads/Golter-Law-Office.pdf,10/31/2017,10/31/2017,4/13/2018,2
"MedWatch, LLC",https://media.dojmt.gov/wp-content/uploads/MedWatch.pdf,10/20/2017,12/15/2017,4/13/2018,285
"Inogen, Inc.",https://media.dojmt.gov/wp-content/uploads/Inogen.pdf,3/14/2018,3/14/2018,4/13/2018,182
"Best Buy Co., Inc.",https://media.dojmt.gov/wp-content/uploads/Best-Buy.pdf,9/26/2017,10/12/2017,4/12/2018,711
Delta Air Lines,https://media.dojmt.gov/wp-content/uploads/Delta-Air-Lines.pdf,9/26/2017,10/12/2017,4/12/2018,6310
Buxbaum Daue PLLC,https://media.dojmt.gov/wp-content/uploads/Buxbaum-Daue.pdf,6/6/2017,6/6/2017,4/11/2018,55
"Pierre Fabre (PF@-Com, Inc.)",https://media.dojmt.gov/wp-content/uploads/Pierre-Fabre.pdf,2/20/2018,3/15/2018,4/11/2018,7
"Bearing Distributors, Inc. (BDI)",https://media.dojmt.gov/wp-content/uploads/Bearing-Distributors-Inc.-BDI.pdf,3/30/2018,3/30/2018,4/6/2018,4
Archbright,https://media.dojmt.gov/wp-content/uploads/Archbright.pdf,2/21/2018,2/21/2018,4/6/2018,2
Blue Beacon International,https://media.dojmt.gov/wp-content/uploads/Blue-Beacon.pdf,3/15/2018,3/15/2018,4/6/2018,5
Lincoln Financial Group,https://media.dojmt.gov/wp-content/uploads/Lincoln-Financial-Group.pdf,1/29/2018,2/9/2018,4/3/2018,2
"Funding Circle USA, Inc. (Dun & Bradstreet, Inc.)",https://media.dojmt.gov/wp-content/uploads/Funding-Circle-Dun-Bradstreet-Inc..pdf,11/1/2017,2/20/2018,3/30/2018,23
ThermoFisher Scientific,https://media.dojmt.gov/wp-content/uploads/ThermoFisher-Scientific.pdf,7/6/2017,10/13/2017,3/30/2018,1
Mendes & Haney LLP,https://media.dojmt.gov/wp-content/uploads/Mendes-Haney-LLP.pdf,1/23/2018,2/26/2018,3/30/2018,6
Fred Usinger Inc,https://media.dojmt.gov/wp-content/uploads/Fred-Usinger-Inc.pdf,9/1/2017,3/1/2018,3/29/2018,88
The Retirement Advantage Inc,https://media.dojmt.gov/wp-content/uploads/The-Retirement-Advantage-Inc.pdf,2/10/2017,2/12/2018,3/29/2018,5
JC Penny,https://media.dojmt.gov/wp-content/uploads/JC-Penny.pdf,4/1/2017,8/31/2017,3/27/2018,2
Mintie Corporation,https://media.dojmt.gov/wp-content/uploads/Mintie-Corporation.pdf,2/16/2017,3/22/2018,3/27/2018,1
Branton de Jong and Associates,https://media.dojmt.gov/wp-content/uploads/Branton-de-Jong-and-Associates.pdf,2/11/2018,2/26/2018,3/27/2018,1
Manduka,https://media.dojmt.gov/wp-content/uploads/Manduka.pdf,2/22/2017,3/5/2018,3/26/2018,169
Bigfoot Gun Belts,https://media.dojmt.gov/wp-content/uploads/Bigfoot.pdf,10/31/2017,2/1/2018,3/23/2018,16
Northwest Asset Management,https://media.dojmt.gov/wp-content/uploads/Northwest-Asset-Managment.pdf,1/31/2018,2/23/2018,3/23/2018,2
"Kings & Associates CPA, PC",https://media.dojmt.gov/wp-content/uploads/King-Associates-CPA-P.C..pdf,2/16/2018,2/16/2018,3/23/2018,1
