Year,State,Bill,Status,Description,URL
2014,SOUTH CAROLINA,S.B. 1086,Status: Failed - Adjourned.,"Relates to providing notice of a breach of security of state agency data; requires that the notice describe the breach and provide contact information where assistance may be obtained, including the Department of Consumer Affairs; deletes a provision allowing an agency to adhere to its own policy; relates to providing notice of a breach of security of business data; provides the same notice requirements and to delete the same provision.",
2014,VERMONT,H.B. 203,Status: Failed - Adjourned.,"Adds financial institutions and other entities regulated by the Department of Financial Regulation to entities required to report data breaches under the Security Breach Notice Act, 9 V.S.A. § 2435.",
2014,VERMONT,H.B. 429,Status: Failed - Adjourned.,Enhances and clarifies reporting requirements and protocols in the event of a breach of electronic consumer data.,
2014,VERMONT,S.B. 220,"Status: June 24, 2014, Signed by Governor ",Requires a Vermont law enforcement agency with a reasonable belief that a security breach has or may have occurred at a specific business to notify that business of its belief in writing; must also inform the business that additional information on the security breach may need to be furnished to the Vermont Office of the Attorney General or the Vermont Department of Financial Regulation. The notification must include the website and telephone number for the Office of the Attorney General and the Department of Financial Regulation. Directs DFR to adopt rules specifying the methods by which a notice to a party required under certain insurance laws shall be given.,http://legislature.vermont.gov/assets/Documents/2014/Docs/ACTS/ACT199/ACT199 As Enacted.pdf
2014,VERMONT,S.B. 269,Status: Failed - Adjourned.,"Proposes to enhance the standards and requirements for a business to be notified of a possible data security breach and to be informed that it has legal duties under current law; provides that a law enforcement agency may delay the notice to the consumer if it believes that notification may impede a law enforcement investigation, or a national or Homeland Security investigation or jeopardize public safety or national or Homeland Security interests.",
2014,WEST VIRGINIA,H.B. 4316,"Status: April 1, 2014, Signed by Governor, Act 48","Requires the Department of Education to develop a detailed data security plan that includes: Guidelines for the student data system and for individual student data including guidelines for authentication of authorized access; privacy compliance standards; privacy and security audits; breach planning, notification and procedures; and data security policies including electronic, physical, and administrative safeguards, such as data encryption and training of employees, among other requirements.",http://www.legis.state.wv.us/Bill_Status/bills_history.cfm?INPUT=4316&year=2014&sessiontype=RS
2014,WYOMING,S.B. 79,"Status: March 25, 2014, Enacted, Chap. 125","Relates to education; requires a data security plan for education accountability and assessment data by the Department of Enterprise Technology Services to include privacy and security, breach planning, the prohibition of the sale of student information to private entities or organizations, and the security of all personally identifiable information.",
2013,CALIFORNIA,A.B. 1149,Status: 09/27/2013; Chaptered by Secretary of State. Chapter No. 395 ,Relates to disclosure of any breach of an agency security to any resident whose unencrypted personal information was acquired by an unauthorized person. Expands disclosure requirements to apply to a breach of computerized data that is owned or licensed by a local agency.,http://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201320140AB1149
2013,CALIFORNIA,S.B. 46,Status: 09/27/2013; Chaptered by Secretary of State. Chapter No. 396 ,"Expands the definition of “Personal Information” under Cal. Civ. Code § 1798.82 to include “a user name or email address, in combination with a password or security question and answer that would permit access to an online account.”",http://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201320140SB46
2013,CONNECTICUT,H.B. 5046,Status: 03/19/2013; Failed Joint Favorable deadline,Prohibits the storage of driver's license information by retail establishments; protects consumers by preventing security breaches and identity theft of sensitive information.,http://www.cga.ct.gov/2013/TOB/h/pdf/2013HB-05046-R00-HB.pdf
2013,DELAWARE,S.B. 101,Status: 06/04/2013; To Senate Committee on Judiciary.,Clarifies that a person who is a victim of a Digital Data Breach shall have seven years from the date the personal information is posted in which to bring a civil action for damages.,http://legis.delaware.gov/lis/lis147.nsf/vwlegislation/C57A4357D27FCE9785257B0A0055F9BB
2013,DELAWARE,S.B. 102,Status: 06/04/2013; To Senate Committee on Judiciary.,"Adds name, birth date and address to the definition of personal information. The bill also defines a ""digital data breach"" and describes specific damages.",http://legis.delaware.gov/lis/lis147.nsf/vwlegislation/6EDA63BABC059D9A85257B0A0056445C
2013,ILLINOIS,H.B. 3024,Status: 03/22/2013 ; Rereferred to House Committee on Rules.,Amends the Personal Information Protection Act; expands the scope of the Act to cover private contact information; limits the transfer of private contact information.,http://ilga.gov/legislation/fulltext.asp?DocName=09800HB3024&GA=98&SessionId=85&DocTypeId=HB&LegID=74875&DocNum=3024&GAID=12&Session=&print=true
2013,INDIANA,H.B. 1396,Status: 01/22/2013; To House Committee on Judiciary.,"Provides that a data base owner may not make a material misrepresentation to an Indiana resident regarding the data base owner's collection, use, storage, sharing, or destruction of the resident's personal information. Adds the definition of ""data"" for purposes of security breach disclosure laws to include information maintained: (1) in a computerized format; (2) on paper; (3) on microfilm; or (4) in or on a similar medium.",http://www.in.gov/legislative/bills/2013/IN/IN1396.1.html
2013,IOWA,S.S.B 1047,"Status: 01/17/2013; In Senate Committee on Commerce: Subcommittee assignments: Bolkcom Chair, Petersen, and Bertrand.",Establishes data security compliance requirements in relation to payment card transactions; establishes requirements and remedies available to a financial institution in the event a security breach occurs and a person who accepts a payment card in connection with transactions.,http://coolice.legis.iowa.gov/Cool-ICE/default.asp?category=billinfo&Service=DspHistory&ga=85&key=1047s
2013,IOWA,H.S.B. 137,"Status: 02/13/2013; In House Committee on Commerce: Subcommittee assignments: Grassley Chair, Hall, and Fisher.","Establishes data security compliance requirements in relation to payment card transactions; current provisions prescribe consumer notification requirements applicable to security breaches involving consumer personal information used in the course of a person's business, vocation, occupation, or volunteer activities; establishes requirements and remedies available to a financial institution in the event a security breach occurs and a person who accepts a payment card in connection with transactions.",http://coolice.legis.iowa.gov/Cool-ICE/default.asp?category=billinfo&Service=DspHistory&ga=85&key=0137h
2013,MAINE,H.B. 133,Status: 05/29/2013; In Senate. Placed in Legislative File (Dead).,Requires that notice of a breach must be provided to state regulators no later than 10 days after discovery of the breach; clarifies that a notice to residents affected by a breach may be delayed only pursuant to a written request from a law enforcement agency.,http://www.mainelegislature.org/legis/bills/getPDF.asp?paper=HP0133&item=1&snum=126
2013,MARYLAND,S.B. 676  ,Status: 05/02/2013; Chapter No. 304 ,"Requires, except under certain circumstances, a governmental unit or, under certain circumstances, a nonaffiliated third party to notify certain persons of a breach of the security of a system under certain circumstances; specifying the time at which notification.",http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=billpage&stab=01&id=sb0676&tab=subject3&ys=2013rs
2013,MARYLAND,H.B. 959,"Status: 04/08/2013; From Senate Committee on Education, Health and Environmental Affairs: Reported favorably.","Requires state and local government units to destroy or arrange for the destruction of records that contain specified personal or private information in a specified manner; requires a government unit that collects, maintains, or makes available specified personal information of a state resident to implement and maintain specified security procedures and practices; requires specified government units to notify specified residents of a breach of the security of a system under specified circumstances.",http://mgaleg.maryland.gov/2013RS/bills/hb/hb0959T.pdf
2013,MARYLAND,S.B. 591,Status: 02/11/2013; Withdrawn from further consideration.,"Requires government units to destroy or arrange for the destruction of records that contain specified personal or private information in a specified manner; requires a government unit that collects, maintains, or makes available specified personal or private information of a state resident to implement and maintain specified security procedures and practices; requires government units to notify specified residents of a breach of the security of a system under specified circumstances.",http://mgaleg.maryland.gov/2013RS/bills/sb/sb0591f.pdf
2013,MARYLAND,S.B. 859,Status: 04/01/2013; Withdrawn from further consideration.,"Requires a specified business, when destroying a customer's records that contain specified personal or private information, to take specified steps to protect against unauthorized access to or use of the information; requires a specified business that owns or licenses specified personal or private information of an individual residing in the state to implement and maintain specified security procedures and practices.",http://mgaleg.maryland.gov/2013RS/bills/sb/sb0859f.pdf
2013,MASSACHUSETTS,H.B. 298,Status: 02/18/2013; To Joint Committee on Consumer Protection and Professional Licensure. Dated 01/22/2013.,Relates to the protection of personal information in consumer transactions.,https://malegislature.gov/Bills/BillHtml/126387?generalCourtId=11
2013,MASSACHUSETTS,S.B. 132,Status: 02/15/2013; Filed as Senate Docket 521,"Petition (accompanied by bill, Senate, No. 132) for legislation relative to the security of Personal Financial information. Consumer Protection and Professional Licensure.",https://malegislature.gov/Bills/188/Senate/S132
2013,MINNESOTA,H.B. 183,Status: 05/18/2013; In Senate. Second Reading.,"Expands disclosure requirements and modifies penalties related to unauthorized access to government data classified as not public; permits an individual data subject to request the name of any persons who have obtained access to private data on the individual, unless the data would identify an undercover law enforcement officer or are active investigative data.",https://www.revisor.mn.gov/bills/text.php?session=ls88&number=HF183&session_number=0&session_year=2013&version=list
2013,MONTANA,H.B. 400,Status: 04/24/2013; Died in committee,"Requires business, governmental entity, or agency that collects data to adhere to the requirements of 30-14-1704 for any breach or suspected breach of the security of the data system that contains or may contain unencrypted personal information.",http://laws.leg.mt.gov/legprd/LAW0210W$BSIV.ActionQuery?P_BILL_NO1=400&P_BLTP_BILL_TYP_CD=HB&Z_ACTION=Find&P_SESS=20131
2013,MONTANA,S.B. 211,Status: 05/18/2013; Indefinitely postponed. ,Relates to data practices; enhances certain penalties and procedures related to unauthorized access to data by a public employee; relates to database breech; includes criminal penalties.,http://data.opi.mt.gov/bills/2013/BillPdf/SB0211.pdf
2013,NEBRASKA,L.B. 61,Status: 06/11/2013; 103rd Legislature -- First Regular Session Adjourned - 06/05/2013 - Carried Over to Second Regular Session.,Changes provisions relating to the Financial Data Protection and Consumer Notification of Data Security Breach Act of 2006.,http://nebraskalegislature.gov/FloorDocs/103/PDF/Intro/LB61.pdf
2013,NEW HAMPSHIRE,H.B. 565,Status: 03/05/2013; Retained in Committee for Action in Second Year of Session.,Adds preliminary requirements for bringing certain actions under the consumer protection law.,http://gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=1&sy=2013&sortoption=&txtsessionyear=2013&q=1
2013,NEW YORK,S.B. 2605-D,Status: 03/28/2013; Chapter No. 55 ,Amends the New York State Technology Law. Expands the functions of the Office of Information Technology to include establishing  statewide technology policies relating to the security of state government networks and geographic information systems and  provide for the protection of the state government's cyber security infrastructure. The Office of Information Technology replaces the state office of cyber security and critical infrastructure coordination in provisions related to notice of security  breaches by state entities.,http://open.nysenate.gov/legislation/bill/s2605d-2013
2013,NORTH DAKOTA,H.B. 1435,Status: 06/26/2013; Chapter Number 106 ,Adds two important items to the list of Personally Identifiable Information for non-HIPAA covered entities under the Data Breach Notification Law: medical information and health insurance information.,http://www.legis.nd.gov/assembly/63-2013/documents/13-0771-03000.pdf?20131014113823
2013,OKLAHOMA,H.B. 2031,Status: 02/06/2013; To House Committee on Rules.,Relates to schools; relates to the state student record system; requires the State Board of Education to adopt procedures for providing notice of a breach in the security of the state student record system; establishes time period for providing notice; specifies persons who are to be notified; provides for methods of notice; allows for a delay of notice under certain conditions; declares an emergency.,http://webserver1.lsb.state.ok.us/2013-14bills/HB/HB2031_int.rtf
2013,OKLAHOMA,H.B. 2062,"Status: 5/29/2013, Enacted, Chap. 358","For each security breach of a system for which notification may be required of any state agency pursuant to law, the state agency shall immediately notify the Chief Information Officer of the breach. Information related to each of these security breaches shall be posted on thesecurity.ok.gov website.",
2013,OREGON,H.B. 3411,Status: 07/08/2013; In committee upon adjournment.,"Expands circumstances under which breach of security requires notification under Oregon Consumer Identity Theft Protection Act to include disclosure of written data that contains personal information; requires person that owns, maintains or possesses written data that contains personal information to implement safeguards.",https://olis.leg.state.or.us/liz/2013R1/Measures/Overview/hb3411
2013,OREGON,S.B. 574,Status: 06/13/2013; Chaptered. Chapter No. 415,"Amends the definition of security breach to exclude an inadvertent acquisition of personal information by an entity or that entity’s employee or agent if the personal information is not used in violation of applicable law or in a manner that harms or poses an actual threat to the security, confidentiality or integrity of the personal information.",https://olis.leg.state.or.us/liz/2013R1/Measures/Overview/SB574
2013,RHODE ISLAND,H.B. 5769,Status: 05/07/2013; In House Committee on Judiciary,"Would enumerate additional patient's rights, including the right to be notified of a breach of the security system with regards to their confidential healthcare information. This act would take effect upon passage.",http://webserver.rilin.state.ri.us/BillText13/HouseText13/H5769.pdf
2013,RHODE ISLAND,S.B. 649,Status: 06/11/2013; In Senate Committee on Health and Human Services: Committee recommends measure to be held for further study.,"Would enumerate additional patient's rights, including the right to be notified of a breach of the security system with regards to their confidential healthcare information. This act would take effect upon passage.",http://webserver.rilin.state.ri.us/BillText/BillText13/SenateText13/S0649A.pdf
2013,PENNSYLVANIA,S.B. 114,Status: 05/06/2013; To House Committee on Judiciary.,"Amends the act of Dec. 22, 2005 (P.L.474, No.94), known as the Breach of Personal Information Notification Act; further provides for notification of breaches involving a state agency, county, school district or municipality; requires the development of a policy to govern proper storage of data which includes personally identifiable information.",http://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2013&sInd=0&body=S&type=B&bn=114
2013,SOUTH  CAROLINA,H.B. 3248,Status: 04/30/2013; Act No. 15 ,"Revises definition of breach of security and business data. Revises definitions in the Financial Transaction Fraud Act of “personal identifying information” and “financial resources” to include pension plans, retirement plans, annuities and lines of credit.",http://www.scstatehouse.gov/sess120_2013-2014/bills/3248.htm
2013,SOUTH  CAROLINA,H.B. 3710,Status: 8/1/2013; Act No. 101 ,"Requires state agencies that own or license computerized data or other data that includes personal identifying information to disclose any breach of the security of the system following discovery or notification of the breach in the security of the data to resident of the sate whose personal identifying information was, or is reasonably believed to have been, acquired by an unauthorized person. Agencies must notify affected residents within 72 hours after discovering a breach.",http://www.scstatehouse.gov/sess120_2013-2014/appropriations2013/ta13ndx.php
2013,TEXAS,S.B. 1610,Status: 07/30/2013; Filed with Secretary of State. Chapter No. 1368 ,"Relates to the notification of individuals following a breach of security of computerized data using the last known address. Requires that if a breach involves information regarding a resident of a state other than Texas, and that state's law requires notice of the incident, a person conducting business in Texas may provide notice of the breach ""under that state's law"" or under the Texas law.",http://www.legis.state.tx.us/BillLookup/Text.aspx?LegSess=83R&Bill=SB1610
2013,TEXAS,H.B. 1064,Status: 04/23/2013; Left pending in committee.,Relates to the prosecution of the offense of breach of computer security. Added to “ with the intent to obtain a benefit” to the definition of a data breach.,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=83R&Bill=HB1064
2013,TEXAS,S.B. 249,Status: 04/15/2013; To House Committee on Criminal Jurisprudence.,Relates to the prosecution of the offense of breach of computer security. Added to “ with the intent to obtain a benefit” to the definition of a data breach.,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=83R&Bill=SB249
2013,UTAH,S.B. 227,Status: 03/14/2013; Enacting clause struck.,Amends the Health Code related to the Medicaid program; requires certain health care providers that enter into a provider agreement with the state Medicaid program to purchase insurance that would cover a health data breach; specifies certain coverage requirements that must be maintained by the provider.,http://le.utah.gov/~2013/bills/sbillint/SB0227S01.htm
2013,VERMONT,H.B. 203,Status: 02/06/2013; To House Committee on Commerce and Economic Development.,"Adds financial institutions and other entities regulated by the Department of Financial Regulation to entities required to report data breaches under the Security Breach Notice Act, 9 V.S.A. § 2435.",http://www.leg.state.vt.us/docs/2014/Acts/Act029.PDF
2013,VERMONT,H.B. 513,Status: 05/17/2013; Act No. 0029 ,"Adds financial institutions and other entities regulated by the Department of Financial Regulation to entities required to report data breaches under the Security Breach Notice Act, 9 V.S.A. § 2435.",http://www.leg.state.vt.us/docs/2014/Acts/Act029.PDF
2013,VERMONT,H.B. 429,Status: 02/28/2013; To House Committee on Commerce and Economic Development.,Enhances and clarifies reporting requirements and protocols in the event of a breach of electronic consumer data.,http://www.leg.state.vt.us/database/status/summary.cfm?Bill=H.0429&Session=2014
2012,ALABAMA,H.B. 750,"Status: April 24, 2012; To House Committee on Technology and Research. Failed--regular session adjourned.",Requires notification by certain data collectors upon a breach of security regarding personal information.,
2012,CALIFORNIA,A.B. 2455,"Status: May 25, 2012; In Assembly Committee on Appropriations: Held in committee.","Amends existing law that requires any state office, officer, or executive agency that owns or licenses computerized data that include personal information to disclosure any breach of the security of the system following a discovery or notification of the breach to any resident whose personal information was, or is reasonable believed to have been acquired by an unauthorized person. Expands the disclosure requirement to apply to a breach of data that is owned or licensed by a local agency.",
2012,CALIFORNIA,A.B. 2640,"Status: February 24, 2012; Introduced.","Makes technical, nonsubstantive changes to the Information Practices Act of 1977, requiring an agency that owns or licenses computerized data that includes personal information to disclose any breach of the security to any resident whose unencrypted personal information was, or is reasonably believed to have been, acquired by an unauthorized person.",
2012,CALIFORNIA,S.B. 1250,"Status: May 24, 2012; In Senate Committee on Appropriations: Held in committee.","Requires a health care provider, health care service plan, or contractor, if there is a breach in the security of a patient's social security number, driver's license number, state identification card number, of financial information and the above- mentioned are required to issue a breach notification, to offer, in the notification, one year of free credit monitoring services to the patient.",
2012,CONNECTICUT,H.B. 5427,"Status: April 2, 2012; Failed.","Concerns notice to the attorney general of data security breaches involving the disclosure of personal information; requires that persons who own, license or maintain computerized data that includes personal information immediately notify the Attorney General in the event of a breach of security relating to such data.",
2012,CONNECTICUT,H.B. 6001,"Status: June 11, 2012; Enacted. Session Law 127","Implements provisions of the state budget. Concerns notice to the attorney general of data security breaches involving the disclosure of personal information; requires that persons who own, license or maintain computerized data that includes personal information immediately notify the Attorney General in the event of a breach of security relating to such data.",http://search.cga.state.ct.us/dtSearch_lpa.html
2012,GEORGIA,S.B. 405,"Status: May 2, 2012; Signed by Governor. Act. 748.",Relates to the office of student achievement; provides that a private college that submits confidential student data and records to the Office of Student Achievement shall not be liable for the breach of the confidentiality of such data and records by the Office of Student Achievement.,http://www.legis.ga.gov/legislation/en-US/Display/20112012/SB/405
2012,HAWAII,H.B. 678,"Status: February 18, 2011; To Conference Committee. Failed.","Provides a private cause of action for a victim who, as a result of an information security breach, suffers a risk of harm from identity theft; amends the type of notice that must be given to a person affected by a security breach; defines identity theft.",
2012,HAWAII,H.B. 1220,"Status: February 18, 2011; To House Committee on Finance. Failed.","Provides a private cause of action for a victim who, as a result of an information security breach, suffers a risk of harm from identity theft; amends the type of notice that must be given to a person affected by a security breach; defines identity theft.",
2012,HAWAII,H.B. 1337,"Status: January 28, 2011; Subsequent referral set for: House Committee on Finance. Failed.","Provides a private cause of action for a victim who, as a result of an information security breach, suffers a risk of harm from identity theft; amends the type of notice that must be given to a person affected by a security breach; defines identity theft.",
2012,HAWAII,H.B. 1549,"Status: January 28, 2011; To House Committee on Judiciary. Failed.","Requires government agencies to develop mandatory training programs for agency personnel to whom disclosures of personal information are made or to whom access to the personal information may be granted; in the event of a government security breach, requires the government agency to be responsible for the cost of credit report or credit monitoring services any individual affected by the breach for two years following the discovery of the security breach.",
2012,HAWAII,S.B. 728,"Status: February 11, 2011; In Senate Committee on Commerce and Consumer Protection. Failed.","Provides a private cause of action for a victim who, as a result of an information security breach, suffers a risk of harm from identity theft; amends the type of notice that must be given to a person affected by a security breach; defines identity theft.",
2012,HAWAII,S.B. 1162,"Status: March 10, 2011; Subsequent referral set for: House Committee on Finance. Failed.","Requires government agencies to develop mandatory training programs for agency personnel to whom disclosures of personal information are made or to whom access to the personal information may be granted; in the event of a government security breach, requires the government agency to be responsible for the cost of credit report or credit monitoring services any individual affected by the breach for two years following the discovery of the security breach.",
2012,HAWAII,S.B. 2098,"Status: March 8, 2012; Subsequent referral set for: House Committee on Judiiary. Failed.","Provides that use, disclosure, or authorization for release of individually identifiable health information that complies with federal law shall be deemed to comply with state law; provides that notice of breach of unsecured protected health information that complies with federal law shall be deemed to comply with state law.",
2012,MASSACHUSETTS,H.B. 126,"Status: March 20, 2012; In Joint Committee on Consumer Protection and Professional Licensure: Set aside for study.",Relates to the protection of personal information in consumer transactions.,
2012,NEW HAMPSHIRE,S.B. 186,"Status: January 18, 2012; In Senate: Referred for interim study.",Repeals the exemption from the Consumer Protection Act for certain regulated trade and commerce and amends security breach provisions.,
2012,NEW JERSEY,A.B. 1742,"Status: January 10, 2012; To Assembly Committee on Financial Institutions and Insurance.",Prohibits retail sales establishment from storing certain magnetic-stripe data; requires reimbursement for costs incurred by financial institution due to breach of security.,
2012,NEW JERSEY,A.B. 3078,"Status: June 25, 2012; To Senate Committee on Commerce.",Revises penalties imposed on businesses for failure to report security breach of computer system.,
2012,NORTH CAROLINA,H.B. 964,"Status: June 29, 2012; Signed by Governor. Session Law 133.",http://www.ncleg.net/Sessions/2011/Bills/House/PDF/H964v5.pdf,http://www.ncleg.net/Sessions/2011/Bills/House/PDF/H964v5.pdf
2012,OHIO,H.B. 565,"Status: June 12, 2012; To House Committee on State Government and Elections. ",Requires governmental agencies and persons that own or license computerized data containing personal information to report security breaches to the Attorney General; requires the Attorney General to establish a searchable database of the reports that is accessible by the public.,
2012,PENNSYLVANIA,S.B. 162,"Status: September 26, 2011; To House Committee on Judiciary","Amends the Breach of Personal Information Notification Act; provides for notification of breach; provides for investigation of breach involving a state agency, for investigation of breach involving a county, school district or municipality and for individuals responsible for breach.",
2012,VERMONT,H.B. 254,"Status: May 8, 2012; Act No. 2012-109","Proposes to implement new consumer protections relating to goods and services appearing on a telephone bill, to discount membership programs, to security breach notices, and to change the name of the consumer fraud act to the consumer protection act; relates to billing information, required disclosures, prepaid contracts, and protection of personally identifiable information.",http://www.leg.state.vt.us/docs/2012/Acts/ACT109.pdf
2012,VIRGINIA,S.B. 214,"Status: February 2, 2012; In Senate Committee on Education and Health: Continued to 2013.","Relates to notification of breach of medical information; extends the requirement to notify individuals of a breach of their medical information to all individuals and public and private entities, rather than just governmental agencies; allows the Attorney General to impose a civil penalty not to exceed $ 150,000 per breach of the security system.",
2011,ARIZONA,S.B. 1596,Status: Failed.,"Relates to health records banks; requires a health records bank operator to provide consumers with a centralized and accessible database for the consumer's health records, including lab results; requires compliance with minimum health department standards; requires consumer electronic account access, electronic copies of medical records, permitted delegation of another person to manage account information, shared information for research and prompt reporting of security breaches.",
2011,CALIFORNIA,S.B. 24,"Status: August 31, 2011; Signed by Governor.","Requires any agency, person, or business that is required to issue a security breach notification pursuant to existing law to fulfill additional requirements pertaining to the security breach notification by electronically submitting a single sample copy of that security breach notification to the Attorney General. Provides that a covered entity under the federal Health Insurance Portability and Accountability Act is deemed to have complied with these provisions if it has complied with existing federal law.",http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_24&sess=CUR&house=S&author=simitian
2011,COLORADO,H.B. 1225,"Status: Feb. 25, 2011; Postponed indefinitely.",Concerns legal actions addressing breaches of data security that involve personal information.,
2011,HAWAII,H.B. 678,Status: Pending-Carryover.,"Requires a business or government agency responsible for the inadvertent, unauthorized disclosure of personal information to pay for the person's access to credit reports for at least three years",
2011,HAWAII,H.B. 1220,Status: Pending-Carryover.,"Provides a private cause of action for a victim who, as a result of an information security breach, suffers a risk of harm from identity theft; amends the type of notice that must be given to a person affected by a security breach; defines identity theft.",
2011,HAWAII,H.B. 1337,Status: Pending-Carryover.,"Provides a private cause of action for a victim who, as a result of an information security breach, suffers a risk of harm from identity theft; amends the type of notice that must be given to a person affected by a security breach; defines identity theft.",
2011,HAWAII,H.B. 1549,Status: Pending-Carryover.,"Requires government agencies to develop mandatory training programs for agency personnel to whom disclosures of personal information are made or to whom access to the personal information may be granted; in the event of a government security breach, requires the government agency to be responsible for the cost of credit report or credit monitoring services any individual affected by the breach for two years following the discovery of the security breach.",
2011,HAWAII,S.B. 728,Status: Pending-Carryover.,"Provides a private cause of action for a victim who, as a result of an information security breach, suffers a risk of harm from identity theft; amends the type of notice that must be given to a person affected by a security breach; defines identity theft.",
2011,HAWAII,S.B. 796,Status: Pending-Carryover.,"Requires a business or government agency responsible for the inadvertent, unauthorized disclosure of per-sonal information to pay for the person's access to credit reports for at least three years",
2011,HAWAII,S.B. 1162,Status: Pending-Carryover.,"Requires government agencies to develop mandatory training programs for agency personnel to whom disclosures of personal information are made or to whom access to the personal information may be granted; in the event of a government security breach, requires the government agency to be responsible for the cost of credit report or credit monitoring services any individual affected by the breach for two years following the discovery of the security breach.",
2011,HAWAII,H.C.R. 72,Status: Failed.,"Requests a comprehensive study on the results and impact of Act 10, Session Laws of Hawaii 2008, as well as other information security proposals in relation to security breaches of personal information that lead to identity theft; requires an organization that has permitted a security breach to conduct an independent audit, to be made available to the public upon completion, to reassure the public and Legislature that the organization has fulfilled any promises to take remedial action.",
2011,HAWAII,S.C.R. 31,Status: Failed.,"Requests a comprehensive study on the results and impact of Act 10, Session Laws of Hawaii 2008, as well as other information security proposals.",
2011,ILLINOIS,H.B. 3025,"Status: August 22, 2011; Public Act No. 483",Amends the Personal Information Protection Act; relates to security breaches; requires that certain information be provided in a disclosure notification to a State resident after a breach; provides for a delay of notification to prevent interference with a criminal investigation; provides that civil penalties may be imposed on certain contracted third parties; specifies that a person disposing of materials containing personal information must do so in a manner that renders the information undecipherable.,http://www.ilga.gov/legislation/BillStatus.asp?DocNum=3025&GAID=11&DocTypeID=HB&LegId=60509&SessionID=84&GA=97
2011,MASSACHUSETTS,H.B. 126,Status: Pending,Relates to the protection of personal information in consumer transactions.,
2011,NEW HAMPSHIRE,S.B. 186,Status: Pending-Carryover.,Repeals the exemption from the Consumer Protection Act for certain regulated trade and commerce.,
2011,NEW JERSEY,A.B. 124,Status: Pending.,Creates offenses pertaining to unauthorized use of confidential information.,
2011,NEW JERSEY,A.B. 175,Status: Pending,"Enhances duty and broadens liability concerning security of personal information, and response to breach of security, under ""Identity Theft Prevention Act.""",
2011,NEW JERSEY,A.B. 1429,Status: Pending,Prohibits retail sales establishment from storing certain magnetic-stripe data; requires reimbursement for costs incurred by financial institution due to breach of security.,
2011,NEVADA,S.B. 82,"Status: June 13, 2011; Signed by Governor, Chapter 331.",Relates to governmental information systems; requires the Chief of the Office of Information Security of the Department of Information Technology to investigate and resolve matters relating to security breaches of information systems of state agencies and elected officers; revises authority of the Department to provide services and equipment to local governmental agencies; authorizes the Chief of the Purchasing Division of the Department of Administration to publish advertisements for bids.,http://www.leg.state.nv.us/Session/76th2011/Reports/history.cfm?ID=175
2011,NEVADA,S.B. 267,"Status: June 13, 2011; Signed by Governor, Chapter 354.","Revises provisions governing personal information and encryption. Prohibits a data collector from moving a data storage device which is used by or is a component of a nmulitfuntional device beyond the control of the data collector, its data storage contractor or a person who assumes the obligation of the data collector to protect personal information unless the data collector uses encryption to ensure the security of the information. Provides for alternative mathods or technologies to encrypt data.",http://www.leg.state.nv.us/Session/76th2011/Reports/history.cfm?ID=649
2011,OREGON,H.B. 2851,Status: Failed-Adjourned.,"Expands breaches of security for which notification is required under Oregon Consumer Identity Theft Protection Act to include written data that contains personal information; requires person that owns, maintains or possesses written data that contains personal information to implement safeguards.",
2011,PENNSYLVANIA,S.B. 162,Status: Pending.,Amends the Breach of Personal Information Notification Act; provides for notification of breach.,
2011,TEXAS,H.B. 1224,"Status: June 17, 2011, Signed by Governor, Chapter 1044.","Relates to expulsion of a public school student who commits certain criminal acts, including security breach crimes, involving a  school district computer, computer network, or computer system.",http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=HB1224
2011,TEXAS,H.B. 2397,Status: Failed - Adjourned.,Relates to the prosecution of and punishment for the offense of breach of computer security.,
2011,TEXAS,H.B. 3396,"Status: June 17, 2011; Signed by Governor.","Relates to the prosecution of and punishment for the offense of breach of computer security when the computer, computer network, or computer system is owned by the government or a critical infrastructure facility.",http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=HB3396
2011,TEXAS,S.B. 217,Status: Failed-Adjourned.,"Relates to expulsion of a public school student who commits certain criminal acts, including security breach crimes, involving a  school district computer, computer network, or computer system.",
2011,TEXAS,S.B. 622,Status: Failed - Adjourned.,Relates to the privacy of protected health information and personal information; provides civil and criminal penalties.,
2011,TEXAS,S.B. 808,Status: Failed - Adjourned.,Relates to the prosecution of and punishment for the offense of breach of computer security.,
2011,TEXAS,S.B. 841,Status: Failed - Adjourned.,Relates to the prosecution of and punishment for the offense of breach of computer security.,
2011,VERMONT,H.B. 254,Status: Pending-Carryover.,"Proposes to implement new consumer protections relating to goods and services appearing on a telephone bill, to discount membership programs, to security breach notices, and to change the name of the consumer fraud act to the consumer protection act.",
2011,VIRGINIA,H.B. 2315,Status: Failed,"Adds private entities to the list of those entities that are required to provide notice of a database breach involving medical information; provides that current law applies to state and local governmental entities only; provides that any entity, public or private, that is required to provide similar notice pursuant to federal law would be exempt from the state re-quirement.",
