"","org_name","address.x","street_address.x","city.x","state.x","zip_code.x","contact_info","attorney","breach_dates","reported_date","date_of_breach","breach_end","discover_date","info_type","affected_residents","date_formatted","DUNS.No","clean_name","address.y","street_address.y","city.y","state.y","zip_code.y","�..Company.Name","Company.Type","Import.Export","Fax.No","Global.Duns.No","Global.Name","Immediate.Parent.Duns.No","Immediate.Parent.Name","Latitude","Line.of.Business","Longtitude","Manufacturing.Indicator","Marketing.Prescreen.Score","Marketing.Prescreen.Ranking","Minority.Owned.Indicator","Owns.Rents","Phone.No","Subsidiary.Status","Web.Address..URL.","Year.of.Founding","Auditors","Trade.Style","Employer.ID.Number..EIN.","Domestic.Parent.Duns.No","Domestic.Parent.Name","Former.Name","Location.Type","Mailing.Address","Mailing.City","Mailing.Country.Region","Mailing.County","Mailing.State","Mailing.Zipcode","Physical.Address","Physical.City","Physical.Country.Region","Physical.County","Physical.State","Physical.Zipcode","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","Employees.Total..Year.1.","Facility.Size","DUNS_2","orgtype_financialservices"
"1133","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","Thomas Henry, Director, General Counsel, 650-944-3793; Thomas_Henry@intuit.com","N/A","On or before 2/25/18","03/14/2018","2/25/2018",NA,NA,"Name or other personal identifier in combination with SSN, Driver's license number or non-driver identification card number","1","2018/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043  ","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1134","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","Thomas Henry, Director, General Counsel, 650-944-3793; Thomas_Henry@intuit.com","N/A","On or before 2/25/18","03/14/2018","2/25/2018",NA,NA,"Name or other personal identifier in combination with SSN, Driver's license number or non-driver identification card number","1","2018/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1135","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","Thomas Henry, Director, General Counsel, 650-944-3793; Thomas_Henry@intuit.com","N/A","On or before 2/25/18","03/14/2018","2/25/2018",NA,NA,"Name or other personal identifier in combination with SSN, Driver's license number or non-driver identification card number","1","2018/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1136","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","Thomas Henry, Director, General Counsel, 650-944-3793; Thomas_Henry@intuit.com","N/A","On or before 2/25/18","03/14/2018","2/25/2018",NA,NA,"Name or other personal identifier in combination with SSN, Driver's license number or non-driver identification card number","1","2018/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1137","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","Thomas Henry, Director, General Counsel, 650-944-3793; Thomas_Henry@intuit.com","N/A","On or before 2/25/18","03/14/2018","2/25/2018",NA,NA,"Name or other personal identifier in combination with SSN, Driver's license number or non-driver identification card number","1","2018/03","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1138","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","Thomas Henry, Director, General Counsel, 650-944-3793; Thomas_Henry@intuit.com","N/A","On or before 2/25/18","03/14/2018","2/25/2018",NA,NA,"Name or other personal identifier in combination with SSN, Driver's license number or non-driver identification card number","1","2018/03","11-329-0969","Intuit Inc","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1139","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","Ryan Blaney, ","12/31/2015 (discovered 12/8/15; 12/24/15)","01/15/2016","12/31/2015",NA,"12/8/15, 12/24/15","Name or other personal identifier in combination with SSN","10","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043  ","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1140","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","Ryan Blaney, ","12/31/2015 (discovered 12/8/15; 12/24/15)","01/15/2016","12/31/2015",NA,"12/8/15, 12/24/15","Name or other personal identifier in combination with SSN","10","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1141","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","Ryan Blaney, ","12/31/2015 (discovered 12/8/15; 12/24/15)","01/15/2016","12/31/2015",NA,"12/8/15, 12/24/15","Name or other personal identifier in combination with SSN","10","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1142","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","Ryan Blaney, ","12/31/2015 (discovered 12/8/15; 12/24/15)","01/15/2016","12/31/2015",NA,"12/8/15, 12/24/15","Name or other personal identifier in combination with SSN","10","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1143","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","Ryan Blaney, ","12/31/2015 (discovered 12/8/15; 12/24/15)","01/15/2016","12/31/2015",NA,"12/8/15, 12/24/15","Name or other personal identifier in combination with SSN","10","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1144","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, Intuit, 650-944-5136; Barbara_lawler@intuit.com","Ryan Blaney, ","12/31/2015 (discovered 12/8/15; 12/24/15)","01/15/2016","12/31/2015",NA,"12/8/15, 12/24/15","Name or other personal identifier in combination with SSN","10","2016/01","11-329-0969","Intuit Inc","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1145","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","None","Ryan Blaney, ","Update to 12/23/15 notice","01/15/2016",NA,NA,NA,"Customers' financial information could not be accessed after all.","See prior notice","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043  ","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1146","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","None","Ryan Blaney, ","Update to 12/23/15 notice","01/15/2016",NA,NA,NA,"Customers' financial information could not be accessed after all.","See prior notice","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1147","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","None","Ryan Blaney, ","Update to 12/23/15 notice","01/15/2016",NA,NA,NA,"Customers' financial information could not be accessed after all.","See prior notice","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1148","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","None","Ryan Blaney, ","Update to 12/23/15 notice","01/15/2016",NA,NA,NA,"Customers' financial information could not be accessed after all.","See prior notice","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1149","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","None","Ryan Blaney, ","Update to 12/23/15 notice","01/15/2016",NA,NA,NA,"Customers' financial information could not be accessed after all.","See prior notice","2016/01","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA  94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1150","Intuit, Inc.","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","None","Ryan Blaney, ","Update to 12/23/15 notice","01/15/2016",NA,NA,NA,"Customers' financial information could not be accessed after all.","See prior notice","2016/01","11-329-0969","Intuit Inc","2535 Garcia Ave., Mountain View, CA  94043","2535 Garcia Ave.","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1151","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, 650-944-5136; Barbara_Lawler@intuit.com","N/A","8/3/2016","08/19/2016","8/3/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number.","2","2016/08","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043  ","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1152","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, 650-944-5136; Barbara_Lawler@intuit.com","N/A","8/3/2016","08/19/2016","8/3/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number.","2","2016/08","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043 (email & paper)","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
"1153","Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043","2535 Garcia Avenue","Mountain View","CA","94043","Barbara Lawler, Chief Privacy Officer, 650-944-5136; Barbara_Lawler@intuit.com","N/A","8/3/2016","08/19/2016","8/3/2016",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number.","2","2016/08","11-329-0969","Intuit Inc","2535 Garcia Avenue, Mountain View, CA 94043","2535 Garcia Avenue","Mountain View","CA","94043","INTUIT INC.","Public","",NA,"11-329-0969","INTUIT INC.","11-329-0969","INTUIT INC.",37.430685,"PREPACKAGED SOFTWARE",-122.09795,"Manufacturer","Low","1 - Most likely to pay","No","","(650) 944-6000","Non-Subsidiary","WWW.INTUIT.COM",1983,"Ernst & Young LLP","INTUIT",770462534,"11-329-0969","INTUIT INC.",NA,"Headquarters","P.O. BOX 7850","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940397850,"2700 COAST AVE","MOUNTAIN VIEW","USA","SANTA CLARA","CALIFORNIA",940431140,511210,"Software Publishers","511210","""Software Publishers""","7372","""Prepackaged software""",73720000,"Prepackaged software","$7,679,000,000","9,400","70","$6,784,000,000","9,400","712,000","51","FALSE"
