"incident_id2";"hack";"cleaned_names";"year";"date_of_breach";"breach_end";"discover_date";"reported_date";"total_affected";"SSN_breach";"drivers_license";"credit_debit";"city";"state";"org_type";"credit_monitoring";"breach_type";"letter_url";"California";"Connecticut";"Delaware";"Hawaii";"Indiana";"Iowa";"Maine";"Maryland";"Massachusetts";"Montana";"New_Hampshire";"New_Jersey";"North_Carolina";"N_Dakota";"Oregon";"Rhode_Island";"South_Carolina";"Vermont";"Virginia";"Washington";"Wisconsin";"State";"Clearinghouse";"HHS"
"115";"11238";"1, 2";"North Los Angeles County Regional Center";"2013";"2012-11-10";"";"";"2013-03-04, 2013-01-29";"18162, ";"";"";"";"";"California, CA, ";"MED";"";"Theft, PHYS, ";"https://www.oag.ca.gov/system/files/NLACRC%20Notice_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"116";"11271";"2, 1";"North Texas Medical Center";"2018";"2018-02-09";"";"";"2018-04-23, 2018-03-15";"3350";"";"";"";"";", Texas, TX";"MED";"";", Unauthorized Access/Disclosure, DISC";"https://www.doj.nh.gov/consumer/security-breaches/documents/north-texas-medical-20180423.pdf";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"3";"3";"3"
"117";"11361";"2, 3, 3, 2";"NorthStar Anesthesia";"2018";"2018-04-03, ";", 2018-04-24";"2018-05-23, ";"2018-08-28, 2018-07-20, 2018-06-20";"21408, , 19807";"1, 0, ";"";"0, ";"";", TX, Texas";"MED";"0, ";"phishing, HACKERS/ UNAUTHORIZED, HACK, , Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2018/itu-301751.PDF, https://www.doj.nh.gov/consumer/security-breaches/documents/northstar-anesthesia-20180720.pdf, https://ago.vermont.gov/blog/2018/07/20/northstar-anesthesia-data-privacy-notice-to-consumers/, https://media.dojmt.gov/wp-content/uploads/RevUp-Group-LLP.pdf";"";"1";"";"";"";"";"1";"1";"";"1";"1";"";"2";"";"";"";"";"1";"";"";"";"6";"2";"2"
"118";"11371";"3, 2, 3";"Northwest Rheumatology";"2017";"2017-03-30, 2017-04-10";"";"2017-04-10";"2017-07-31";"7468";"1";"";"";"";"AZ, , Arizona";"MED";"";"HACK, ransomware, HACKERS/ UNAUTHORIZED, Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-285382.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/northwest-rheumatology-20170731.pdf";"";"";"";"";"1";"";"1";"1";"";"";"1";"";"1";"";"";"";"";"";"1";"";"";"1";"1";"1"
"119";"11413";"1, 2";"Nova Southeastern University";"2017";"";"2017-03-02";"";"2017-05-02, 2017-05-01";"1086, ";"";"";"";"";"FL, Florida, ";"MED";"";"PHYS, Theft, ";"https://media.dojmt.gov/wp-content/uploads/Yale-Capital-Corp.pdf";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"2"
"120";"11573";"1";"Olson & White Orthodontics";"2013";"";"";"2013-07-22";"2013-09-03, 2013-08-30, 2013-08-28";"10000";"";"";"";", O'Fallon";"MO, Missouri, ";"MED";"";"PHYS, STAT, Theft, STOLEN LAPTOPS, COMPUTERS, & EQUIP";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"2";"1"
"121";"11684";"1, 2";"Orange County Global Medical Center";"2017";"2017-02-08";"";"";"2017-03-02";", 677";"";"";"";", Santa Ana";"CA, California, ";"MED";"";"DISC, , Unauthorized Access/Disclosure";"https://www.oag.ca.gov/system/files/Sample%20Notice_3.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"4";"2"
"122";"11723";"3, 2";"Orleans Medical Clinic";"2016";"2016-04-05";"";"";"2016-08-19";"6890";"";"";"";"Orleans, ";"Massachusetts, Indiana, IN, ";"MED";"";"HACK, Hacking/IT Incident, ";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"123";"11848";"1";"Pamlico Medical Equipment LLC";"2012";"";"";"2012-05-22";"2012-07-17";"2917";"";"";"";"";", North Carolina, NC";"MED";"";"LOST IN TRANSIT, Loss, PHYS";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"124";"11922";"2, 1";"PathGroup";"2016";"2016-01-29";"";"2016-12-07";"2016-12-30, 2016-12-29";"1452, 1443";"";"";"";", Brentwood";", TN, Tennessee";"MED";"";"RELEASE/ DISPLAY OF INFO, DISC, Unauthorized Access/Disclosure";"";"";"";"";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"2";"4";"2"
"125";"11977";"1, 2";"PeaceHealth";"2015";"2015-06-15";"2015-10-09";"";"2015-11-30";", 1407";"";"";"";"";"WA, , Washington";"MED";"";"DISC, , Unauthorized Access/Disclosure";"https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PeaceHealth2015_11_30.pdf";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"2";"2";"2"
"126";"12016";"1";"Penn Medicine";"2019";"";"";"";"2019-05-21, 2019-05-31";"917, ";"1";"";"";"";"Pennsylvania, , PA";"MED";"";"Unauthorized Access/Disclosure, improper access by employee, DISC";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2019/itu-312295.PDF";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"127";"12106";"3, 2";"Performance Physical Therapy and Wellness";"2017";"2017-05-22";"2017-05-26";"";"2017-07-21, 2017-08-08";"571, ";"1";"";"1";"";"Connecticut, CT";"MED";"1";"Hacking/IT Incident, HACK, ";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"128";"12412";"3, 2, 1, 3";"Premera Blue Cross";"2015";"2014-05-05";"";"2015-01-29";"2015-03-17, 2015-03-04";"11000000, 1.1e+07";"1";"";"1";"Mountlake Terrace, ";"Washington, WA, ";"MED, BSF";"1";"Hacking/IT Incident, HACK, DATA THEFT BY EMPLOYEE OR, CONTRACTOR, cyber attack, Electronic, Hackers/Unauthorized Access";"https://www.doj.nh.gov/consumer/security-breaches/documents/premera-blue-cross-20150504.pdf, https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_Premera_Blue_Cross_DEA89AD58AEA3.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/premera-blue-cross-20150317.pdf, https://www.oag.ca.gov/system/files/CA%20-%20Premera%20-%20Adult_0.pdf-- https://www.oag.ca.gov/system/files/CA%20-%20Premera%20-%20Deceased_0.pdf-- https://www.oag.ca.gov/system/files/Premera%20revise%20minor%203_19_15_0.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-251955.pdf, http://cca.hawaii.gov/ocp/files/2015/12/OCP-2015-0207.pdf, https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_Premera_Blue_Cross_SUPPL_A2242A6BC4B49.pdf";"1";"";"";"1";"";"2";"1";"1";"1";"";"2";"";"1";"";"";"";"1";"";"1";"";"1";"5";"10";"5"
"129";"12486";"3, 2";"Princeton Pain Management";"2017";"";"";"";"2017-01-27";", 4668";"1";"Yes";"";"";"NJ, , New Jersey";"MED";"1";"HACK, Electronic, Hacking/IT Incident";"https://www.doj.nh.gov/consumer/security-breaches/documents/princeton-pain-20170127.pdf";"";"";"";"";"";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"130";"12617";"1, 2";"Providence Health Plan";"2019";"";"2018-08-23";"2018-12-17";"2019-03-19";", 651";"";"";"";"";"OR, , Oregon";"MED";"";"PHYS, , Theft";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"1";"1"
"131";"12874";"3, 2, 3";"Rainbow Children's Clinic";"2016";"2016-08-01, 2016-08-03";"2016-08-03";"2016-08-03";"2016-10-03";"33698";"1";"";"0";"Arlington, ";"Texas, TX";"MED";"1";"HACK, ransomware, HACKERS/ UNAUTHORIZED, Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-276451 (2).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-276451.pdf";"";"1";"";"";"1";"";"";"2";"";"";"";"";"1";"";"";"";"1";"";"1";"";"";"1";"2";"1"
"132";"13045";"3, 2";"Reliable Respiratory";"2018";"2018-06-28";"2018-07-02";"2018-07-03";"2018-09-01, 2018-10-23";"21311, ";"1";"Yes";"";"";"Massachusetts, MA, ";"MED";"1";"Hacking/IT Incident, HACK, Electronic, unauthorized access to email account";"https://media.dojmt.gov/wp-content/uploads/Reliable-Respiratory-Reliable.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2018/itu-304141.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/reliable-respiratory-20181029.pdf";"";"";"";"";"";"";"1";"1";"1";"1";"1";"";"";"";"";"1";"";"";"";"";"";"2";"2";"2"
"133";"13215";"1, 2";"Riverside County Regional Medical Center";"2014";"2014-06-17";"";"";"2014-06-24";"563, ";"";"";"";", Moreno Valley";"California, , CA";"MED";"";"Theft, , PHYS, PORT";"https://www.oag.ca.gov/system/files/Riverside%20County%20Med%20Center%206_24_14_1.pdf-- https://www.oag.ca.gov/system/files/Riverside%20County%20Med%20Center_6_24_14spanish_0_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"4";"2"
"134";"13216";"1, 2";"Riverside County Regional Medical Center";"2015";"2014-11-26";"";"";"2015-01-29";"7925, ";"";"";"";", Moreno Valley";"California, CA, ";"MED";"";"Theft, PHYS, , PORT";"https://www.oag.ca.gov/system/files/Adult%20SSN%20Sample_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"4";"2"
"135";"13219";"1, 2";"Riverside Health System";"2016";"";"";"";"2016-06-10, 2016-06-15";"578, ";"";"";"";"Riverside, ";"Virginia, California, VA, ";"MED";"";"Unauthorized Access/Disclosure, DISC, ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"2";"4";"2"
"136";"13330";"1";"Rocky Mountain Health Care Services";"2017";"";"";"2017-09-28";"2017-11-16";"909";"";"";"";"";"Colorado, CO, ";"MED";"";"Theft, PHYS, STOLEN LAPTOPS, COMPUTERS, & EQUIP";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"137";"13458";"2, 1";"Rush University Medical Center";"2019";"";"2019-01-22";"";"2019-02-28, 2019-02-11";", 44924, 908";"";"";"";"";", Illinois, IL";"MED";"";", Unauthorized Access/Disclosure, DISC";"https://media.dojmt.gov/wp-content/uploads/Rush-University-Medical-Center-Consumer-Breach-Notification.pdf";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2"
"138";"13617";"3, 2, 3";"Salina Family Healthcare Center";"2017";"2017-06-18";"2017-06-18";"2017-06-18";"2017-08-16";"77337";"1";"";"0";"";"KS, Kansas";"MED";"1";"HACK, Electronic, HACKERS/ UNAUTHORIZED, Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-286592.pdf, https://media.dojmt.gov/wp-content/uploads/Salina-Family-Healthcare-Center.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/salina-20170816.pdf";"";"1";"";"";"1";"";"1";"1";"1";"1";"1";"";"1";"";"";"";"";"";"1";"";"";"1";"1";"1"
"139";"13661";"1, 2";"San Francisco Department of Public Health";"2018";"2017-12-09";"";"";"2018-06-25, 2018-05-11";", 900";"";"";"";"";"CA, , California";"MED";"";"DISC, , Unauthorized Access/Disclosure";"https://www.oag.ca.gov/system/files/Signed%20Adult%20Notification%20Ltr%20May%2011%202018_1.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"2"
"140";"13662";"2, 1";"San Francisco Department of Public Health";"2019";"2018-11-14";"2019-08-07";"";"2019-10-03";", 622";"";"";"";"";", California, CA";"MED";"";", Unauthorized Access/Disclosure, DISC";"https://oag.ca.gov/system/files/Pt%20Notif%20Ltr_FINAL_filed%20online%20State%20AG.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"2"
"141";"13697";"1, 2";"Santa Clara Valley Medical Center";"2013";"2013-09-14";"2013-09-15";"";"2013-10-02, 2013-09-27";", 579";"";"";"";"San Jose, ";"California, CA, ";"MED";"";"PORT, PHYS, , Theft";"https://www.oag.ca.gov/system/files/541-116-13%20Letter%20to%20Patient_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"142";"13764";"1, 2";"SAY San Diego";"2017";"2017-08-01";"2017-10-27";"";"2017-12-28, 2017-12-22";", 1272";"";"";"";"San Diego, ";"California, , CA";"NGO, MED";"";"DISC, , PHYS, Loss";"https://www.oag.ca.gov/system/files/SAY%20San%20Diego%20Ad%20r4fin_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"143";"13775";"3, 1, 2";"SCAN Health Plan";"2016";"2016-03-04";"2016-06-24";"";"2016-08-22";", 87069";"";"";"";"Long Beach, ";"California, CA, ";"MED";"";"HACK, DISC, , Unauthorized Access/Disclosure";"https://www.oag.ca.gov/system/files/SCAN%20Exhibit%20A.CA%20Regulator%20Notice_0.pdf, https://media.dojmt.gov/wp-content/uploads/SCAN-Health-Plan.pdf";"1";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"144";"13949";"2, 1, 1";"Self Regional Healthcare";"2014";"2014-05-25";"";"2014-05-27";"2014-07-22, 2014-07-25";"38906";"1";"";"";"";", South Carolina, SC";"MED";"1";"STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic, Theft, PHYS";"https://www.doj.nh.gov/consumer/security-breaches/documents/self-regional-healthcare-20140725.pdf";"";"";"";"";"";"";"1";"";"1";"";"1";"";"1";"";"";"";"1";"";"";"";"";"2";"2";"2"
"145";"13961";"1, 2";"Sentara Healthcare";"2014";"";"";"2013-12-04";"2014-01-16, 2014-02-03";"3861, 214";"";"";"";"";"Virginia, , VA";"MED";"";"Theft, Unauthorized Access/Disclosure, RELEASE/ DISPLAY OF INFO, DISC";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"5";"5";"5"
"146";"14148";"1, 2";"Silverberg Surgical and Medical Group";"2015";"2013-09-10";"";"";"2015-09-25";", 857";"";"";"";"Newport Beach, ";"California, , CA";"MED";"";"DISC, , Unauthorized Access/Disclosure";"https://www.oag.ca.gov/system/files/Notfication%20Letter%20Template%20-%20Silverberg%20Medical%20Adult%20r1prf_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"147";"14274";"2, 1";"Sonoma Valley Hospital";"2013";"2013-02-14";"";"";"2013-07-10, 2013-05-24";", 1386";"";"";"";", Sonoma";", California, CA";"MED";"";", Other, #N/A, DISC";"https://www.oag.ca.gov/system/files/FinalHIPAADraft04262013_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"148";"14345";"2, 3";"Southcentral Foundation";"2016";"2016-10-14";"2016-10-18";"";"2016-12-16";", 14719";"0";"";"0";"";"AK, Alaska";"MED";"0";", HACK, Hacking/IT Incident";"https://media.dojmt.gov/wp-content/uploads/Southcentral-Foundation-SCF-2.pdf";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"2"
"149";"14378";"1, 2";"Southern Illinois Hospital Services";"2017";"2017-02-13";"2017-03-13";"";"2017-06-23";"613";"";"";"1";"";"IL, , Illinois";"MED";"";"DISC, , Unauthorized Access/Disclosure";"";"";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"150";"14405";"1, 2, 1";"Southwest Community Health Center";"2017";"2017-04-08";"2017-04-14";"2017-04-08";"2017-06-13, 2017-06-07";"6000";"0";"";"0";"";"Connecticut , CT, Connecticut";"MED";"1";"computers stolen during burglary, STOLEN LAPTOPS, COMPUTERS, & EQUIP, PHYS, Theft";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-285415.pdf";"";"1";"";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"151";"14447";"1, 2";"Speare Memorial Hospital";"2011";"";"";"";"2011-05-03, 2011-05-02, 2011-04-29";"5960, ";"";"";"";"Gambrills, ";"Maryland, NH, New Hampshire, ";"MED";"";"PORT, PHYS, Theft, ";"https://www.doj.nh.gov/consumer/security-breaches/documents/speare-memorial-20110429.pdf";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"152";"14522";"1, 2, 1";"SSM Health";"2017";"";"";"2017-10-30";"2017-12-28, 2017-12-29";"29579";"1";"";"";"";"MO, , Missouri";"MED";"1";"DISC, Electronic, DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Unauthorized Access/Disclosure";"";"";"";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"153";"14552";"3, 2, 3";"St Joseph Health System";"2014";"2013-12-16, 2014-02-18";"2013-12-18";"2013-12-18";"2014-02-05, 2014-02-03";"405000";"1";"";"1";"";"TX, , Texas";"MED";"";"HACK, HACKERS/ UNAUTHORIZED, Electronic, Hacking/IT Incident";"https://www.doj.nh.gov/consumer/security-breaches/documents/st-joseph-health-20140203.pdf, https://www.oag.ca.gov/system/files/StJo501_AdultrPat_PrintersProof2_0.pdf-- https://www.oag.ca.gov/system/files/StJo501_MinorPat_PrintersProof2_0.pdf, https://www.oag.ca.gov/system/files/Main%20Patient%20Letter%20%20Cain%20Brothers%20%20Home%20Care%20Network%20r2prf_0.pdf-- https://www.oag.ca.gov/system/files/Main%20Patient%20Letter%20%20Cain%20Brothers%20%20St%20%20Joseph%20Health%20System%20Home%20Care%20Services%20r2prf_0.pdf-- https://www.oag.ca.gov/system/files/Main%20Patient%20Letter%20%20Cain%20Brothers%20%20St%20%20Joseph%20Health%20System%20Home%20Health%20Agency%20r2prf_0.pdf";"2";"";"";"";"";"";"1";"";"1";"";"1";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"154";"14673";"1, 2, 1";"Stanislaus Surgical Hospital";"2015";"2015-04-05";"2015-04-05";"2015-04-05";"2015-06-04, 2015-04-13";"1170, 1100";"";"";"";"Modesto, ";"California, CA, ";"MED";"";"Theft, UNKN, PHYS, STOLEN LAPTOPS, COMPUTERS, & EQUIP";"https://www.oag.ca.gov/system/files/Stanilslaus%20Surgical%20Hospital_041415_0.pdf, https://media.dojmt.gov/wp-content/uploads/Stanislaus-Surgical-Hospital.pdf";"1";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";"";"";"";"1";"";"";"1";"2";"1"
"155";"14853";"1, 3";"Steward Medical Group";"2018";"";"";"";"2018-11-20, 2018-11-28";", 16276";"1";"";"";"";", MA, Massachusetts";"MED";"1";"Paper, HACK, Hacking/IT Incident";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"2"
"156";"14953";"1";"Summit Medical Group";"2018";"";"";"";"2018-11-02";", 525";"1";"";"";"";", New Jersey, NJ";"MED";"1";"Paper, Loss, PHYS";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"157";"15005";"1";"Surgical Care Affiliates";"2016";"";"";"2016-03-17";"2016-05-16";"9009, 2838";"";"";"";"Birmingham, ";"Alabama, AL, ";"MED";"";"PORT, PHYS, Theft, STOLEN LAPTOPS, COMPUTERS, & EQUIP";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"2";"1"
"158";"15006";"3";"Surgical Dermatology Group";"2017";"";"";"2017-08-01";"2017-08-05, 2017-09-20";"14000";"";"";"";"";"AL, , Alabama";"MED";"";"HACK, HACKERS/ UNAUTHORIZED, Hacking/IT Incident";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"159";"15014";"1, 2";"Susquehanna Health";"2014";"";"";"2013-12-05";"2014-04-01, 2014-03-27";"657";"";"";"";"Williamsport, ";"Pennsylvania, , PA";"MED";"";"DISC, RELEASE/ DISPLAY OF INFO, Unauthorized Access/Disclosure";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"2";"1"
"160";"15015";"1, 2";"Sutherland Healthcare Solutions";"2014";"2014-02-05";"";"";"2014-03-21, 2014-04-03";", 55900";"";"";"";"";"CA, , California";"MED";"";"PHYS, , Theft";"https://www.oag.ca.gov/system/files/Sutherland%20Phase%202%20Notice%20Pages%201-8%20Final_0.pdf-- https://www.oag.ca.gov/system/files/SFHN%20Sutherland%20Breach%20Notice_0.pdf-- https://www.oag.ca.gov/system/files/LA%20CountySutherland%20Breach%20Notice%20FINAL%20March%203%202013_1_0.pdf-- https://www.oag.ca.gov/system/files/City%20of%20HopeSutherland%20Breach%20Notice_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"161";"15021";"1, 2";"Sutter Medical Foundation";"2015";"2013-04-26";"";"";"2015-09-11";"2302, ";"";"";"";"";"California, , CA";"MED";"";"Unauthorized Access/Disclosure, , DISC";"https://www.oag.ca.gov/system/files/B3245_V3_PMID_SMF_0.PDF";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"162";"15155";"2, 1, 1";"Tampa General Hospital";"2014";"";"";"2014-08-14";"2014-09-12";"626, 675";"1";"";"0";"";"FL, Florida";"MED";"1";"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Paper, DISC, Unauthorized Access/Disclosure";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"163";"15158";"3, 2";"Tandigm Health";"2018";"";"2017-12-31";"";"2018-11-21";"7376, ";"";"";"";"";"Pennsylvania, PA, ";"MED";"";"Hacking/IT Incident, HACK, ";"https://media.dojmt.gov/wp-content/uploads/Tandigm-Health-Tandigm.pdf";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"164";"15173";"3, 2, 3";"Tarleton Medical";"2017";"";"";"2017-01-06";"2017-03-06, 2017-03-08, 2017-03-16";"3929";"1";"";"";", Stephenville, Rancho Mirage";"California, CA, Texas, ";"MED";"1";"Hacking/IT Incident, HACK, unauthorized access, Electronic, HACKERS/ UNAUTHORIZED";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-280658 (1).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-280658 (2).pdf, https://www.oag.ca.gov/system/files/Tarleton%20-%20Employee%20Notification%20Letter_0.pdf";"1";"";"";"";"";"";"1";"2";"1";"";"";"";"1";"";"";"";"";"";"1";"";"";"1";"3";"1"
"165";"15717";"1";"The University of Texas MD Anderson Cancer Center";"2012";"";"";"2012-05-01";"2012-06-28, 2012-08-17";"28496, 2264";"";"";"";"";", Texas, TX";"MED";"";"STOLEN LAPTOPS, COMPUTERS, & EQUIP, Loss, PHYS";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"166";"15776";"1, 2, 1";"Thomasville Eye Center";"2016";"2016-04-11, 2016-08-08";"2016-08-08";"2016-08-08";"2016-09-28";"10891";"1";"";"0";", Thomasville";"GA, Georgia";"MED";"1";"DISC, Unauthorized Access/Disclosure, unauthorized access, DATA THEFT BY EMPLOYEE OR, CONTRACTOR";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-275890 (1).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-275890 (2).pdf, https://media.dojmt.gov/wp-content/uploads/Thomasville-Eye-Center.pdf";"";"1";"";"";"1";"";"";"2";"";"1";"";"";"1";"";"";"";"1";"";"1";"";"";"1";"2";"1"
"167";"15794";"2, 1";"Thrivent Financial for Lutherans";"2010";"";"";"";"2010-03-03, 2010-03-10";", 9500";"1";"";"";", Mechanicsburg";", WI, Pennsylvania, Wisconsin";"MED, BSF";"1";"Electronic, PHYS, PORT, Theft";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"7";"14";"7"
"168";"15916";"3, 2, 3";"Torrance Memorial Medical Center";"2017";"2017-04-18";"2017-04-19";"2017-04-20";"2017-06-19";"46632, 32499";"1, 0";"";"0";", Torrance";"CA, California";"MED";"1";"HACK, Hacking/IT Incident, unauthorized access to email, Electronic, PHISHING";"https://www.doj.nh.gov/consumer/security-breaches/documents/torrance-memorial-20170619.pdf, https://www.oag.ca.gov/system/files/Torrance%20-%20notice%20only_0.pdf-- https://www.oag.ca.gov/system/files/Torrance%20-%20original-%20CA%20-%20Exhibit%201_0_0.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-286197.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-286197 (update).pdf, https://media.dojmt.gov/wp-content/uploads/Torrance-Memorial-Medical-Center.pdf, https://media.dojmt.gov/wp-content/uploads/Torrance-Memoral-Medical-Center.pdf";"1";"1";"";"";"1";"";"1";"2";"1";"2";"1";"";"1";"";"";"";"";"";"1";"";"";"3";"6";"3"
"169";"16141";"3, 2, 2, 3";"TRUEbenefits LLC";"2017";"2017-05-18, 2017-05-18, 2017-05-19";"2017-05-19, 2017-07-26, 2017-06-26";"2017-08-24, 2017-06-26";"2017-08-14, 2017-09-18";"17309, , 2656, 20476";"1";"";", 0";"";"Washington, , WA";"MED";", 1";"Hacking/IT Incident, , HACK, Electronic, HACKERS/ UNAUTHORIZED, ACCESS";"https://www.oag.ca.gov/system/files/Adult%20CA_0.pdf-- https://www.oag.ca.gov/system/files/Minor%20CA_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/truebenefits-20170918.pdf, https://media.dojmt.gov/wp-content/uploads/True-Benefits.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-286570.pdf";"1";"1";"";"";"1";"";"1";"1";"1";"1";"1";"";"1";"";"1";"";"";"";"1";"";"";"10";"5";"5"
"170";"16182";"1";"TSYS Employee Health Plan";"2013";"";"";"2013-09-11";"2013-10-02, 2013-09-27";"5232, 5247";"";"";"";"";"Georgia, GA, ";"MED";"";"Theft, PHYS, DATA THEFT BY EMPLOYEE OR, CONTRACTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
