BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
"Rutherford, MacDonald & Olson",https://media.dojmt.gov/wp-content/uploads/Rutherford-MacDonald-Olson.pdf,3/1/2017,4/30/2017,8/23/2017,"5,269"
Piano Works,https://media.dojmt.gov/wp-content/uploads/Anaheim-Portofino-Inn-Suites.pdf,2/1/2016,12/31/2016,8/24/2017,2
Anaheim Portofino Inn & Suites,https://media.dojmt.gov/wp-content/uploads/Queen-Mary-Hotel.pdf,8/10/2016,3/9/2017,8/24/2017,1
Queen Mary Hotel,https://media.dojmt.gov/wp-content/uploads/Hard-Rock-Hotel-San-Diego.pdf,8/10/2016,3/9/2017,8/24/2017,10
Hard Rock Sand Diego,https://media.dojmt.gov/wp-content/uploads/Anza-Calabasas-Hotel.pdf,8/10/2016,3/9/2017,8/24/2017,1
Anza Calabasas Hotel,https://media.dojmt.gov/wp-content/uploads/Crescent-Mortgage-Company.pdf,8/10/2016,3/9/2017,8/24/2017,4
Crescent Mortgage Company,https://media.dojmt.gov/wp-content/uploads/Piano-Works.pdf,7/14/2017,8/5/2017,8/24/2017,18
GT Distributors,https://media.dojmt.gov/wp-content/uploads/GT-Distributors.pdf,5/16/2016,7/10/2017,8/25/2017,2
Credco,https://media.dojmt.gov/wp-content/uploads/Credco-1.pdf,7/21/2017,8/7/2017,8/28/2017,43
Zymo,https://media.dojmt.gov/wp-content/uploads/Zymo.pdf,3/15/2017,8/2/2017,8/28/2017,41
Roosevelt Hotel,https://media.dojmt.gov/wp-content/uploads/Roosevelt-Hotel.pdf,8/10/2016,3/9/2017,8/28/2017,6
The Bicycle Hotel & Casino,https://media.dojmt.gov/wp-content/uploads/Bicycle-Hotel-Casino.pdf,8/10/2016,3/9/2017,8/28/2017,1
Cornerstone Business & Management Solutions,https://media.dojmt.gov/wp-content/uploads/Cornerstone-Business-Management-Solutions.pdf,7/10/2016,7/10/2017,8/28/2017,74
Wells Fargo,https://media.dojmt.gov/wp-content/uploads/Wells-Fargo.pdf,7/6/2017,7/6/2017,8/29/2017,17
Red Roof Inns,https://media.dojmt.gov/wp-content/uploads/Red-Roof-Inns.pdf,8/10/2016,3/9/2017,8/29/2017,5
Nationstar Mortgage,https://media.dojmt.gov/wp-content/uploads/Nationstar-Mortgage.pdf.pdf,7/5/2017,7/12/2017,8/31/2017,27
Kroeschell,https://media.dojmt.gov/wp-content/uploads/Kroeschell.pdf,5/25/2017,7/25/2017,8/31/2017,1
Neurology Foundation,https://media.dojmt.gov/wp-content/uploads/Neurology-Foundation.pdf,4/15/2017,5/25/2017,9/1/2017,1
Akira,https://media.dojmt.gov/wp-content/uploads/Akira.pdf,11/1/2016,7/31/2017,9/1/2017,12
Hand Rehabilitation Services,https://media.dojmt.gov/wp-content/uploads/Hand-Rehabilitation-Services.pdf,7/5/2017,9/1/2017,9/1/2017,2
Classic Firearms,https://media.dojmt.gov/wp-content/uploads/Classic-Firearms.pdf,4/24/2016,6/8/2017,9/1/2017,39
Evans Hotels,https://media.dojmt.gov/wp-content/uploads/Evans-Hotels.pdf,8/10/2016,3/9/2017,9/1/2017,8
Barer Law Offices,https://media.dojmt.gov/wp-content/uploads/Barer-Law-Offices.pdf,5/23/2017,5/23/2017,9/5/2017,46
Sixty Hotels,https://media.dojmt.gov/wp-content/uploads/Sixty-Hotels.pdf,8/10/2016,3/9/2017,9/5/2017,5
Fiduciary Management,https://media.dojmt.gov/wp-content/uploads/Fiduciary-Management.pdf,8/7/2016,8/7/2017,9/6/2017,1
reThink Group,https://media.dojmt.gov/wp-content/uploads/reThink-Group.pdf,7/11/2016,8/4/2017,9/6/2017,8
Major League Lacrosse,https://media.dojmt.gov/wp-content/uploads/Major-League-Lacrosse.pdf,8/23/2017,8/24/2017,9/7/2017,2
SRI,https://media.dojmt.gov/wp-content/uploads/SRI-1.pdf,7/15/2017,8/21/2017,9/7/2017,66
Jacuzzi,https://media.dojmt.gov/wp-content/uploads/Jacuzzi.pdf,9/1/2017,9/5/2017,9/11/2017,1
Frontier Natural Products,https://media.dojmt.gov/wp-content/uploads/Frontier-Natural-Products.pdf,5/12/2017,8/22/2017,9/11/2017,8
Signator Investors,https://media.dojmt.gov/wp-content/uploads/Signator-Investors.pdf,6/1/2017,8/23/2017,9/11/2017,13
Capital One 360,https://media.dojmt.gov/wp-content/uploads/Capital-One-2-1.pdf,1/27/2017,4/20/2017,9/12/2017,4
Morehead Memorial Hospital,https://media.dojmt.gov/wp-content/uploads/Morehead-Memorial-Hospital.pdf,6/20/2017,6/29/2017,9/15/2017,1
E&J Gallo Winery,https://media.dojmt.gov/wp-content/uploads/E-J-Gallo-Winery.pdf,8/30/2017,8/30/2017,9/15/2017,1
PeaceHealth Southwest Medical Center,https://media.dojmt.gov/wp-content/uploads/PeaceHealth-Southwest-Medical-Center.pdf,8/9/2017,8/9/2017,9/18/2017,1
"W.W. Grainger, Inc.",https://media.dojmt.gov/wp-content/uploads/W.W.-Grainger.pdf,8/23/2017,8/25/2017,9/18/2017,57
ABB,https://media.dojmt.gov/wp-content/uploads/ABB.pdf,8/25/2017,8/25/2017,9/18/2017,3
"Richard Munoz, CPA",https://media.dojmt.gov/wp-content/uploads/Richard-Munoz-CPA.pdf,8/24/2017,8/24/2017,9/20/2017,2
Clifton Larson Allen,https://media.dojmt.gov/wp-content/uploads/Clifton-Larson-Allen.pdf,8/28/2017,8/28/2017,9/20/2017,2
Best Western Plus Wine Country Hotel & Suites,https://media.dojmt.gov/wp-content/uploads/Best-Western-Plus-Wine-Country-Hotel.pdf,9/17/2016,7/20/2017,9/21/2017,6
NCI Group,https://media.dojmt.gov/wp-content/uploads/NCI-Group.pdf,8/8/2017,8/8/2017,9/22/2017,1
Aero-Tech Light Bulb Co.,https://media.dojmt.gov/wp-content/uploads/Aero-Tech-Light-Bulb-Co.pdf,7/6/2017,9/6/2017,9/22/2017,1
Capital One,https://media.dojmt.gov/wp-content/uploads/Capital-One-3-1.pdf,5/4/2016,6/12/2017,9/22/2017,1
Century Martial Arts,https://media.dojmt.gov/wp-content/uploads/Century-Martial-Arts.pdf,8/1/2017,8/31/2017,9/25/2017,8
The Hartford,https://media.dojmt.gov/wp-content/uploads/The-Hartford.pdf,11/15/2016,3/3/2017,9/26/2017,1
PerfectServe,https://media.dojmt.gov/wp-content/uploads/PerfectServe.pdf,8/28/2017,8/28/2017,9/27/2017,1
Cheddar's Casual Cafe,https://media.dojmt.gov/wp-content/uploads/Cheddars-Casual-Cafe.pdf,7/21/2017,7/21/2017,9/29/2017,43
Briggs & Stratton,https://media.dojmt.gov/wp-content/uploads/Briggs-Stratton.pdf,7/25/2017,7/28/2017,9/29/2017,4
BSI Financial Services,https://media.dojmt.gov/wp-content/uploads/BSI-Financial-Services.pdf,6/1/2017,6/1/2017,9/29/2017,26
FlexShopper,https://media.dojmt.gov/wp-content/uploads/FlexShopper.pdf,8/1/2017,8/30/2017,10/3/2017,291
Online Traffic Schools,https://media.dojmt.gov/wp-content/uploads/Online-Traffic-Schools.pdf,6/20/2014,7/26/2017,10/4/2017,85
Sonic,https://media.dojmt.gov/wp-content/uploads/Sonic.pdf,9/18/2017,9/18/2017,10/4/2017,Unknown
Cabrillo Community College,https://media.dojmt.gov/wp-content/uploads/Cabrillo-Community-College.pdf,9/5/2017,9/5/2017,10/5/2017,6
Aegis Living,https://media.dojmt.gov/wp-content/uploads/Aegis-Living.pdf,8/22/2017,9/15/2017,10/5/2017,1
Lake Champlain Chocolates,https://media.dojmt.gov/wp-content/uploads/Lake-Champlain-Chocolates.pdf,9/12/2017,9/15/2017,10/5/2017,1
Cricut,https://media.dojmt.gov/wp-content/uploads/Cricut.pdf,5/27/2017,9/12/2017,10/5/2017,123
Navy Federal Credit Union,https://media.dojmt.gov/wp-content/uploads/Navy-Federal-Credit-Union.pdf,12/1/2014,12/31/2016,10/6/2017,2
Nutrex Hawaii,https://media.dojmt.gov/wp-content/uploads/Nutrex-Hawaii.pdf,7/26/2016,8/9/2017,10/6/2017,1
Catholic United Financial,https://media.dojmt.gov/wp-content/uploads/Catholic-United-Financial.pdf,11/12/2016,9/6/2017,10/6/2017,495
Tommie Copper,https://media.dojmt.gov/wp-content/uploads/Tommie-Copper.pdf,8/25/2017,9/29/2017,10/6/2017,181
RiverMend Health,https://media.dojmt.gov/wp-content/uploads/Rivermend.pdf,7/27/2017,8/11/2017,10/9/2017,4
ABC Carpet and Home,https://media.dojmt.gov/wp-content/uploads/ABC-Carpet-and-Home.pdf,1/2/2017,8/9/2017,10/9/2017,6
Atlantic Cigar Company,https://media.dojmt.gov/wp-content/uploads/Atlantic-Cigar-Company.pdf,7/21/2017,8/9/2017,10/10/2017,4
Droege Computing Service,https://media.dojmt.gov/wp-content/uploads/Droege-Computing-Service.pdf,9/26/2017,9/26/2017,10/11/2017,25
Phillips & Temro Industries,https://media.dojmt.gov/wp-content/uploads/Phillips-Temro-Industries.pdf,3/1/2017,7/31/2017,10/11/2017,3
Hyatt Hotels,https://media.dojmt.gov/wp-content/uploads/Hyatt-Hotels.pdf,3/18/2017,7/2/2017,10/12/2017,14
West Music,https://media.dojmt.gov/wp-content/uploads/West-Music-1.pdf,7/21/2017,8/9/2017,10/13/2017,2
Rivertide Suites,https://media.dojmt.gov/wp-content/uploads/Rivertide-Suites.pdf,8/10/2016,3/9/2017,10/13/2017,3
International Council of Shopping Centers,https://media.dojmt.gov/wp-content/uploads/International-Council-of-Shopping-Centers.pdf,3/24/2017,8/21/2017,10/16/2017,2
Mark Schaefer Associates,https://media.dojmt.gov/wp-content/uploads/Mark-Schaefer-Associates-1.pdf,9/9/2017,9/9/2017,10/16/2017,1
Designers and Planners,https://media.dojmt.gov/wp-content/uploads/Designers-and-Planners.pdf,2/1/2016,10/16/2017,10/16/2017,1
Pizza Hut,https://media.dojmt.gov/wp-content/uploads/Pizza-Hut.pdf,10/1/2017,10/2/2017,10/16/2017,255
Coincafe,https://media.dojmt.gov/wp-content/uploads/Coincafe.pdf,1/14/2014,9/29/2017,10/18/2017,2
Lighthouse Management Services,https://media.dojmt.gov/wp-content/uploads/LightHouse-Management-Services.pdf,8/5/2017,8/7/2017,10/20/2017,1
Advisory Research,https://media.dojmt.gov/wp-content/uploads/Advisory-Research.pdf,10/11/2016,10/11/2017,10/24/2017,1
Memory4Less,https://media.dojmt.gov/wp-content/uploads/Memory4Less.pdf,11/1/2016,9/30/2017,10/24/2017,1
Interstate Plastics,https://media.dojmt.gov/wp-content/uploads/Interstate-Plastics.pdf,5/29/2017,8/25/2017,10/27/2017,26
Workfront,https://media.dojmt.gov/wp-content/uploads/Workfront.pdf,10/10/2017,10/10/2017,10/27/2017,5
Human Good,https://media.dojmt.gov/wp-content/uploads/Human-Good.pdf,9/27/2017,9/27/2017,10/30/2017,2
Sonabank,https://media.dojmt.gov/wp-content/uploads/Sonabank.pdf,6/4/2016,8/26/2017,10/31/2017,1
GlaxoSmithKline,https://media.dojmt.gov/wp-content/uploads/GlaxoSmithKline.pdf,8/1/2016,3/17/2017,10/31/2017,1
Rain Bird,https://media.dojmt.gov/wp-content/uploads/Rain-Bird.pdf,8/25/2016,9/15/2017,11/1/2017,24
Tween Brands,https://media.dojmt.gov/wp-content/uploads/Tween-Brands-1.pdf,9/7/2017,9/7/2017,11/3/2017,84
Oxford,https://media.dojmt.gov/wp-content/uploads/Oxford.pdf,8/10/2016,3/9/2017,11/3/2017,3
Little River Healthcare,https://media.dojmt.gov/wp-content/uploads/Little-River-Healthcare.pdf,6/26/2017,6/26/2017,11/7/2017,3
Baylor College of Medicine,https://media.dojmt.gov/wp-content/uploads/Baylor-College-of-Medicine-2.pdf,10/15/2016,10/31/2017,11/8/2017,4
InTouch Credit Union,https://media.dojmt.gov/wp-content/uploads/InTouch-Credit-Union.pdf,7/2/2017,10/10/2017,11/8/2017,6
The Whitehall Hotel,https://media.dojmt.gov/wp-content/uploads/The-Whitehall-Hotel.pdf,8/10/2016,3/9/2017,11/10/2017,1
HBO,https://media.dojmt.gov/wp-content/uploads/HBO.pdf,5/15/2017,7/25/2017,11/13/2017,3
GCI,https://media.dojmt.gov/wp-content/uploads/GCI-1.pdf,6/30/2015,11/2/2017,11/13/2017,4
GNAC,https://media.dojmt.gov/wp-content/uploads/GNAC.pdf,6/18/2016,9/19/2017,11/13/2017,"4,026"
Medical College of Wisconsin,https://media.dojmt.gov/wp-content/uploads/Brinderson-LP.pdf,7/21/2017,7/28/2017,11/17/2017,1
Academy of Art University,https://media.dojmt.gov/wp-content/uploads/Medical-College-of-Wisconsin.pdf,11/8/2017,11/8/2017,11/17/2017,3
Brinderson LP,https://media.dojmt.gov/wp-content/uploads/Academy-of-Art-University-1.pdf,2/3/2017,10/24/2017,11/17/2017,21
JRK Hotel Group,https://media.dojmt.gov/wp-content/uploads/JRK-Hotel-Group.pdf,8/10/2016,3/9/2017,11/20/2017,4
Uber,https://media.dojmt.gov/wp-content/uploads/Uber-2.pdf,10/13/2016,11/15/2016,11/21/2017,81
Pulmonary Specialists of Louisville,https://media.dojmt.gov/wp-content/uploads/Pulmonary-Specialists-of-Louisville.pdf,9/26/2017,9/26/2017,11/28/2017,1
Combat Brands,https://media.dojmt.gov/wp-content/uploads/Combat-Brands-2-1.pdf,7/1/2017,10/6/2017,11/29/2017,32
IdeaStream,https://media.dojmt.gov/wp-content/uploads/IdeaStream.pdf,8/29/2017,11/3/2017,11/30/2017,1
Amazing Grass,https://media.dojmt.gov/wp-content/uploads/Amazing-Grass.pdf,9/22/2017,11/3/2017,11/30/2017,5
JAM Paper & Envelope,https://media.dojmt.gov/wp-content/uploads/JAM-Paper-Envelope.pdf,6/16/2016,11/6/2017,12/1/2017,78
Bank of the West,https://media.dojmt.gov/wp-content/uploads/Bank-of-the-West.pdf,10/5/2017,10/5/2017,12/5/2017,2
MFT Stamps (Gorilla),https://media.dojmt.gov/wp-content/uploads/MFTStamps.pdf,6/22/2017,8/15/2017,12/7/2017,10
Eye Physicians,https://media.dojmt.gov/wp-content/uploads/Eye-Physicians.pdf,10/7/2017,10/7/2017,12/7/2017,1
National Capital Poison Center,https://media.dojmt.gov/wp-content/uploads/National-Capital-Poison-Center-1.pdf,10/21/2017,11/27/2017,12/8/2017,11
WEI Mortgage,https://media.dojmt.gov/wp-content/uploads/WEI-Mortgage.pdf,9/13/2017,9/28/2017,12/8/2017,11
Farm Bureau Financial Services,https://media.dojmt.gov/wp-content/uploads/Farm-Bureau-Financial-Services.pdf,11/27/2017,11/27/2017,12/8/2017,25
The Board of Pensions of the Presbyterian Church (U.S.A.),https://media.dojmt.gov/wp-content/uploads/The-Board-of-Pensions-of-the-Presbyterian-Church-U.S.A.pdf,12/1/2017,12/1/2017,12/11/2017,1
"TIO Networks USA (Bank of America, PageOnce)",https://media.dojmt.gov/wp-content/uploads/TIO-Networks-USA-1.pdf,1/1/2014,11/10/2017,12/12/2017,275
U-Haul Co. (Solo Tire),https://media.dojmt.gov/wp-content/uploads/U-Haul-Co.-Solo-Tire.pdf,10/10/2017,11/15/2017,12/12/2017,1
Emory Healthcare (University of Arizona College of Medicine),https://media.dojmt.gov/wp-content/uploads/Emory-Healthcare-UAriz.pdf,10/18/2015,10/18/2017,12/15/2017,1
TRS Healthcare,https://media.dojmt.gov/wp-content/uploads/TRS-Healthcare.pdf,9/5/2015,11/2/2017,12/15/2017,2
"DJI Technology, Inc.",https://media.dojmt.gov/wp-content/uploads/DJI-Technology-Inc.pdf,8/3/2017,9/27/2017,12/18/2017,3
The Boeing Company,https://media.dojmt.gov/wp-content/uploads/Boeing-2.pdf,11/20/2017,12/15/2017,12/20/2017,1
Liveglam,https://media.dojmt.gov/wp-content/uploads/Liveglam.pdf,4/25/2017,12/11/2017,12/29/2017,41
Multnomah Athletic Club,https://media.dojmt.gov/wp-content/uploads/Multnomah-Athletic-Club.pdf,12/2/2017,12/2/2017,1/2/2018,9
Mr. Cooper,https://media.dojmt.gov/wp-content/uploads/Mr.-Cooper_Redacted.pdf,10/13/2017,10/13/2017,1/5/2018,1
Beautyblinders,https://media.dojmt.gov/wp-content/uploads/Beautyblinders.pdf,4/23/2015,10/26/2017,1/5/2018,36
Montana State University Billings,https://media.dojmt.gov/wp-content/uploads/Montana-State-University-Billings.pdf,11/11/2017,11/11/2017,1/5/2018,202
Columbia Falls School District,https://media.dojmt.gov/wp-content/uploads/Columbia-Falls-School-District.pdf,9/1/2017,11/13/2017,1/5/2018,Unknown
Cetera Advisors LLC,https://media.dojmt.gov/wp-content/uploads/Cetera-Advisors-LLC.pdf,11/8/2017,11/8/2017,1/8/2018,5
talentReef Inc,https://media.dojmt.gov/wp-content/uploads/talentReef-Inc.pdf,11/29/2017,11/29/2017,1/9/2018,6
Broward College,https://media.dojmt.gov/wp-content/uploads/Broward-College.pdf,7/18/2016,9/8/2017,1/10/2018,8
Alton Lane,https://media.dojmt.gov/wp-content/uploads/Alton-Lane.pdf,11/1/2016,11/30/2017,1/10/2018,3
Capital One Bank,https://media.dojmt.gov/wp-content/uploads/Capital-One-Bank.pdf,11/1/2017,11/30/2017,1/10/2018,1
Arthur Ventures Management LLC,https://media.dojmt.gov/wp-content/uploads/Arthur-Ventures-Management-LLC.pdf,10/30/2017,11/13/2017,1/12/2018,2
"Guaranteed Rate, Inc.",https://media.dojmt.gov/wp-content/uploads/Guaranteed-Rate-Inc..pdf,6/9/2017,10/2/2017,1/12/2018,249
"Jason's Deli, Inc",https://media.dojmt.gov/wp-content/uploads/Jasons-Deli-Inc.pdf,6/8/2017,12/22/2017,1/12/2018,Unknown
Pension Fund of the Christian Church,https://media.dojmt.gov/wp-content/uploads/Pension-Fund.pdf,10/12/2017,10/27/2017,1/16/2018,60
Employer Leasing Company,https://media.dojmt.gov/wp-content/uploads/Employer-Leasing-Company.pdf,9/14/2017,9/18/2017,1/18/2018,1
San Diego County Office of Education,https://media.dojmt.gov/wp-content/uploads/San-Diego-County-Office-of-Education.pdf,12/5/2017,12/5/2017,1/18/2018,1
QBE North America,https://media.dojmt.gov/wp-content/uploads/Rosewood-Hotel-Group-1.pdf,7/19/2017,7/21/2017,1/19/2018,921
Rosewood Hotel Group,https://media.dojmt.gov/wp-content/uploads/Mindlance-Inc.-1.pdf,5/29/2016,1/11/2017,1/19/2018,5
"Mindlance, Inc.",https://media.dojmt.gov/wp-content/uploads/Westminster-Ingleside-King-Farm-Pres-Retirement-Communities.pdf,12/28/2017,12/29/2017,1/19/2018,2
"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.",https://media.dojmt.gov/wp-content/uploads/QBE-North-America-2.pdf,11/21/2017,11/21/2017,1/19/2018,6
National Registry of Emergency Medical Technicians,https://media.dojmt.gov/wp-content/uploads/National-Registy-of-Emergency-Medical-Technicians.pdf,11/17/2017,1/9/2018,1/25/2018,2
Goldleaf,https://media.dojmt.gov/wp-content/uploads/Goldleaf.pdf,10/31/2017,12/1/2017,1/26/2018,26
RBC Travelocity,https://media.dojmt.gov/wp-content/uploads/RBC-Travelocity.pdf,10/3/2017,12/22/2017,1/26/2018,2
"KLX, Inc",https://media.dojmt.gov/wp-content/uploads/KLX-Inc.pdf,12/1/2017,12/15/2017,1/31/2018,12
Blink Health Inc.,https://media.dojmt.gov/wp-content/uploads/Blink-Health-Inc..pdf,1/1/2016,1/18/2018,2/5/2018,1
PAR Electrical Contractors,https://media.dojmt.gov/wp-content/uploads/PAR-Electrical-Contractors.pdf,12/22/2017,12/22/2017,2/5/2018,605
First Mariner Bank,https://media.dojmt.gov/wp-content/uploads/1st-Mariner-Bank.pdf,9/21/2017,10/29/2017,2/5/2018,1
Kinetics Systems Inc,https://media.dojmt.gov/wp-content/uploads/Kinetics-Systems-Inc.pdf,1/25/2016,1/1/2018,2/6/2018,1
Ameriprise Financial,https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-1.pdf,1/12/2018,1/12/2018,2/6/2018,1
"Corporate Employment Resources, Inc.",https://media.dojmt.gov/wp-content/uploads/Corporate-Employment-Resources-Inc..pdf,1/26/2018,1/26/2018,2/8/2018,4
"Makeup Geek, LLC",https://media.dojmt.gov/wp-content/uploads/Makeup-Geek-LLC.pdf,12/4/2017,12/19/2017,2/8/2018,7
"Medical Science and Computing, LLC",https://media.dojmt.gov/wp-content/uploads/Medical-Science-Computing-LLC.pdf,1/29/2018,1/29/2018,2/13/2018,2
Thomas Edison State University,https://media.dojmt.gov/wp-content/uploads/Thomas-Edison-State-University.pdf,1/26/2018,1/26/2018,2/13/2018,1
"Flexible Benefit Service Corporation (""Flex"")",https://media.dojmt.gov/wp-content/uploads/Flexible-Benefit-Service-Corporation.pdf,12/6/2017,1/30/2018,2/14/2018,1
PACCAR,https://media.dojmt.gov/wp-content/uploads/PACCAR.pdf,1/22/2018,1/22/2018,2/14/2018,1
Chapman Mortgage Services (Motto Mortgage of Billings),https://media.dojmt.gov/wp-content/uploads/Chapman-Mortgage-Services.pdf,1/4/2018,1/18/2018,2/15/2018,19
"LendKey Technologies, Inc.",https://media.dojmt.gov/wp-content/uploads/LendKey.pdf,6/27/2016,12/21/2017,2/15/2018,9
Bialy/Thomas & Associates,https://media.dojmt.gov/wp-content/uploads/Bialy-Thomas-and-Associates.pdf,11/16/2017,11/17/2017,2/16/2018,1
Bed Bath & Beyond,https://media.dojmt.gov/wp-content/uploads/Bed-Bath-Beyond.pdf,1/18/2018,1/18/2018,2/21/2018,200
"Santa Cruz Biotechnology, Inc.",https://media.dojmt.gov/wp-content/uploads/Santa-Cruz-Biotechnology-Inc..pdf,12/17/2017,12/17/2017,2/22/2018,4
"Walmart, Inc.",https://media.dojmt.gov/wp-content/uploads/Walmart.pdf,1/29/2018,1/29/2018,2/22/2018,5
University of Wisconsin-Superior,https://media.dojmt.gov/wp-content/uploads/University-of-WI.pdf,2/5/2018,2/5/2018,2/22/2018,7
ACTIVE Network,https://media.dojmt.gov/wp-content/uploads/Active-Network.pdf,12/1/2016,9/30/2017,2/23/2018,1
North 40 Outfitters,https://media.dojmt.gov/wp-content/uploads/North-40-Outfitters.pdf,1/20/2017,1/29/2018,2/23/2018,"1,289"
Country Mutual Insurance Company (Country Financial),https://media.dojmt.gov/wp-content/uploads/Country-Mutual-Insurance-Company-Country-Financial.pdf,1/5/2018,1/5/2018,2/23/2018,1
Nelson CPA,https://media.dojmt.gov/wp-content/uploads/Nelson-CPA.pdf,1/26/2018,1/26/2018,2/26/2018,2
FastHealth,https://media.dojmt.gov/wp-content/uploads/FastHealth.pdf,8/14/2017,8/18/2017,2/27/2018,Unknown
Association for Supervision and Curriculum Development (ASCD),https://media.dojmt.gov/wp-content/uploads/Association-for-Supervision-and-Curriculum-Development-ASCD.pdf,2/21/2018,2/21/2018,2/27/2018,1
Ventiv Technology Inc,https://media.dojmt.gov/wp-content/uploads/Ventiv-Technology-Inc.pdf,12/7/2017,1/4/2018,2/28/2018,2
St. Peter's Ambulatory Surgery Center,https://media.dojmt.gov/wp-content/uploads/St.-Peters-Surgery-and-Endoscopy-Center.pdf,1/8/2018,1/8/2018,2/28/2018,1
Equifax,https://media.dojmt.gov/wp-content/uploads/Centris-Federal-Credit-Union.pdf,7/29/2017,9/7/2017,3/1/2018,"377,052"
Centris Federal Credit Union,https://media.dojmt.gov/wp-content/uploads/Equifax-update-March-1-2018.pdf,1/18/2018,1/18/2018,3/1/2018,5
"Beachbody, LLC",https://media.dojmt.gov/wp-content/uploads/Beachbody.pdf,2/2/2018,2/2/2018,3/2/2018,3
ASI Construction LLC,https://media.dojmt.gov/wp-content/uploads/ASI-Construction-Notification-Letter.pdf,1/31/2018,1/31/2018,3/2/2018,7
Cary E. Williams CPA,https://media.dojmt.gov/wp-content/uploads/Cary-Williams-CPA.pdf,1/5/2018,2/2/2018,3/2/2018,2
Curtin Maritime Corp,https://media.dojmt.gov/wp-content/uploads/Curtin-Maritime-Corp.pdf,1/22/2018,1/22/2018,3/5/2018,2
Badger Daylighting LTD,https://media.dojmt.gov/wp-content/uploads/Badger-Daylighting-LTD.pdf,2/13/2018,2/13/2018,3/5/2018,4
Interstate Plastics,https://media.dojmt.gov/wp-content/uploads/Interstate-Plastics-2nd-notice.pdf,10/27/2017,12/23/2017,3/6/2018,9
Fresno State,https://media.dojmt.gov/wp-content/uploads/Fresno-State.pdf,12/26/2017,1/12/2018,3/6/2018,36
Chopra Enterprises LLC,https://media.dojmt.gov/wp-content/uploads/Chopra-Enterprises-LLC.pdf,1/2/2018,2/22/2018,3/6/2018,3
ABM Industries,https://media.dojmt.gov/wp-content/uploads/Food-Industry-Self-Insurance-Fund.pdf,8/1/2017,8/1/2017,3/8/2018,47
Food Industry Self Insurance Fund,https://media.dojmt.gov/wp-content/uploads/CNU-Online-Holdings-LLC-NetCredit.pdf,2/7/2018,2/7/2018,3/8/2018,1
"CNU Online Holdings, LLC d/b/a Net Credit",https://media.dojmt.gov/wp-content/uploads/ABM-Industries-1.pdf,2/20/2018,2/20/2018,3/8/2018,6
Clarfeld Financial Advisors,https://media.dojmt.gov/wp-content/uploads/Clarfeld-Financial-Advisors.pdf,2/22/2018,2/22/2018,3/9/2018,5
Dover Business Services (DBS),https://media.dojmt.gov/wp-content/uploads/Dover-Business-Services.pdf,3/2/2018,3/2/2018,3/9/2018,1
The Travel Corporation (TravelCorp),https://media.dojmt.gov/wp-content/uploads/TravelCorp.pdf,2/26/2018,2/26/2018,3/9/2018,1
DiLorenzo CPA,https://media.dojmt.gov/wp-content/uploads/DiLorenzo-CPA.pdf,1/13/2018,2/13/2018,3/9/2018,7
Intuit inc,https://media.dojmt.gov/wp-content/uploads/Intuit-Inc.pdf,2/25/2018,2/25/2018,3/14/2018,1
Nampa School District,https://media.dojmt.gov/wp-content/uploads/Nampa-School-District-1.pdf,1/21/2018,2/1/2018,3/14/2018,13
Island Outdoor LLC,https://media.dojmt.gov/wp-content/uploads/Island-Outdoor-LLC.pdf,11/1/2017,2/14/2018,3/15/2018,2
Skamania Public Utility District,https://media.dojmt.gov/wp-content/uploads/Skamania-Public-Utility-District.pdf,1/17/2018,3/9/2018,3/16/2018,1
GY Agemni LLC,https://media.dojmt.gov/wp-content/uploads/GY-Agemni-LLC.pdf,1/18/2018,1/18/2018,3/16/2018,3
Bronson Nutritionals LLC,https://media.dojmt.gov/wp-content/uploads/Bronson-LLC.pdf,3/15/2017,1/30/2018,3/19/2018,99
Columbia Falls School District,https://media.dojmt.gov/wp-content/uploads/Columbia-Falls-School-District-2nd-Notice.pdf,9/1/2017,11/13/2017,3/19/2018,1125
Community First Bank,https://media.dojmt.gov/wp-content/uploads/Community-First-Bank.pdf,3/2/2018,3/2/2018,3/20/2018,1
Clinical Pathology Laboratories Southeast Inc,https://media.dojmt.gov/wp-content/uploads/Clinical-Pathology-Laboratories-Southeast-Inc.pdf,9/20/2017,9/20/2017,3/21/2018,1
Bigfoot Gun Belts,https://media.dojmt.gov/wp-content/uploads/Bigfoot.pdf,10/31/2017,2/1/2018,3/23/2018,16
Northwest Asset Management,https://media.dojmt.gov/wp-content/uploads/Northwest-Asset-Managment.pdf,1/31/2018,2/23/2018,3/23/2018,2
"Kings & Associates CPA, PC",https://media.dojmt.gov/wp-content/uploads/King-Associates-CPA-P.C..pdf,2/16/2018,2/16/2018,3/23/2018,1
Manduka,https://media.dojmt.gov/wp-content/uploads/Manduka.pdf,2/22/2017,3/5/2018,3/26/2018,169
JC Penny,https://media.dojmt.gov/wp-content/uploads/JC-Penny.pdf,4/1/2017,8/31/2017,3/27/2018,2
Mintie Corporation,https://media.dojmt.gov/wp-content/uploads/Mintie-Corporation.pdf,2/16/2017,3/22/2018,3/27/2018,1
