Org Name,Original Text,Reported Date,URL
Make-up Designory,"Make-up Designory, February 05, 2018 ",2/5/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/make-up-designory-20180205.pdf
Makeup Geek LLC.,"Makeup Geek LLC., January 19, 2018 ",1/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/makeup-geek-20180119.pdf
Malcom and Baker CPAs,"Malcom and Baker CPAs, July 06, 2018 ",7/6/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/malcom-baker-20180706.pdf
Malley's Chocolates PLC,"Malley's Chocolates PLC, April 30, 2018 ",4/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/malleys-chocolates-20180430.pdf
Maloney & Kennedy PLLC,"Maloney & Kennedy PLLC, March 29, 2017 ",3/29/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/maloney-kennedy-20170329.pdf
MAM Software Inc,"MAM Software Inc, February 14, 2017 ",2/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/mam--software-20170214.pdf
Management Health Systems Inc d/b/a MedPro Healthcare Staffing,"Management Health Systems Inc d/b/a MedPro Healthcare Staffing, March 18, 2016 ",3/18/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/management-health-20160318.pdf
Manchester Capital Management LLC,"Manchester Capital Management LLC, June 18, 2018 ",6/18/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/manchester-capital-20180618.pdf
Manchester Hotel Hospitality LLC,"Manchester Hotel Hospitality LLC, June 23, 2015 ",6/23/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/manchester-hotel-hospitality-20150623.pdf
Mandarin Oriental,"Mandarin Oriental, July 10, 2015 ",7/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/mandarin-oriental-20150710.pdf
Manduka,"Manduka, August 01, 2018 ",8/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/manduka-20180801.pdf
Manduka,"Manduka, March 27, 2018 ",3/27/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/manduka-20180327.pdf
Manduka,"Manduka, October 31, 2016 ",10/31/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/manduka-20161031.pdf
Manhattan Prep (MG Prep Inc),"Manhattan Prep (MG Prep Inc), April 03, 2012 ",4/3/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/manhattan-prep-20120403.pdf
Manhattan School of Music,"Manhattan School of Music, April 16, 2019 ",4/16/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/manhattan-school-music-20190416.pdf
Mannix Marketing,"Mannix Marketing, December 12, 2013 ",12/12/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/mannix-marketing-20131212.pdf
Mansfield Energy Corp.,"Mansfield Energy Corp., August 1, 2019 ",8/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mansfield-energy-20190801.pdf
Maplecrest Ford,"Maplecrest Ford, January 19, 2018 ",1/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/maplecrest-ford-20180119.pdf
Marathon Petroleum Company LP,"Marathon Petroleum Company LP, April 15, 2019 ",4/15/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/marathon-petroleum-20190415.pdf
Maricopa County Community College District,"Maricopa County Community College District, November 27, 2013 ",11/27/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/maricopa-county-college-20131127.pdf
Marine Corps Association & Foundation,"Marine Corps Association & Foundation, August 11, 2017 ",8/11/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/marine-corps-20170811.pdf
Maritz Holdings Inc,"Maritz Holdings Inc, May 23, 2016 ",5/23/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/maritz-holdings-20160523.pdf
Marriott Vacation Club,"Marriott Vacation Club, January 31, 2011 ",1/31/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/marriott-vacation-club-20110131.pdf
Marsh Mercer,"Marsh Mercer, December 27, 2010 ",12/27/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/marsh-mercer-20101227.pdf
Marsh Mercer,"Marsh Mercer, August 04, 2010 ",8/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/marsh-mercer-20100804.pdf
Marsh US Consumer,"Marsh US Consumer, December 27, 2010 ",12/27/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/marsh-us-consumer-20101227.pdf
Maryland Institute College of Art,"Maryland Institute College of Art, March 27, 2019 ",3/27/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/maryland-institute-college-art-20190327.pdf
Massachusetts Eye and Ear Infirmary Inc,"Massachusetts Eye and Ear Infirmary Inc, June 16, 2016 ",6/16/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-eye-ear-20160616.pdf
Massachusetts Financial Services Company,"Massachusetts Financial Services Company, April 01, 2009 ",4/1/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-financial-20090401.pdf
Massachusetts General Hospital,"Massachusetts General Hospital, July 05, 2017 ",7/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-general-hospital-20170705.pdf
Massachusetts General Hospital,"Massachusetts General Hospital, January 25, 2017 ",1/25/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-general-hospital-20170125.pdf
Massachusetts General Hospital,"Massachusetts General Hospital, June 29, 2016 ",6/29/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-general-hospital-20160629.pdf
Massachusetts General Hospital,"Massachusetts General Hospital, July 08, 2015 ",7/8/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-general-hospital-20150708.pdf
Massachusetts Mutual Life Insurance Company,"Massachusetts Mutual Life Insurance Company, February 16, 2018 ",2/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-mutual-20180216.pdf
Massachusetts Mutual Life Insurance Company,"Massachusetts Mutual Life Insurance Company, August 29, 2017 ",8/29/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-mutual-20170829.pdf
Massachusetts Mutual LIfe Insurance Company,"Massachusetts Mutual LIfe Insurance Company, July 12, 2017 ",7/12/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-mutual-20170712.pdf
Massachusetts Mutual Life Insurance Company,"Massachusetts Mutual Life Insurance Company, July 27, 2015 ",7/27/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-mutual-20150727.pdf
Massachusetts Mutual Life Insurance Company,"Massachusetts Mutual Life Insurance Company, February 14, 2013 ",2/14/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-mutual-20130214.pdf
Massachusetts Mutual Life Insurance Company,"Massachusetts Mutual Life Insurance Company, December 16, 2013 ",12/16/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-mutual-20131216.pdf
Massachusetts Office of Consumer Affairs and Business Regulation,"Massachusetts Office of Consumer Affairs and Business Regulation, November 15, 2016 ",11/15/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-consumer-affairs-20161115.pdf
Massachusetts Society for the Prevention of Cruelty to Children,"Massachusetts Society for the Prevention of Cruelty to Children, February 12, 2014 ",2/12/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/massachusetts-cruelty-children-20140212.pdf
MassDOT,"MassDOT, June 17, 2019 ",6/17/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/massdot-20190617.pdf
MassMutual Financial Group,"MassMutual Financial Group, September 08, 2009 ",9/8/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/massmutual-financial-20090908.pdf
Massood & Company,"Massood & Company, July 20, 2017 ",7/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/massood-20170720.pdf
Masy BioServices,"Masy BioServices, September 08, 2016 ",9/8/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/masy-bioservices-20160908.pdf
Matador Recordings LLC,"Matador Recordings LLC, July 15, 2016 ",7/15/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/matador-recordings-20160715.pdf
Match-Up Solutions LLC,"Match-Up Solutions LLC, May 26, 2016 ",5/26/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/match-up-solutions-20160526.pdf
Matrix Service Company,"Matrix Service Company, March 11, 2016 ",3/11/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/matrix-service-20160311.pdf
Maxim Capital Enterprises Inc,"Maxim Capital Enterprises Inc, March 07, 2017 ",3/7/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/maxim-capital-20170307.pdf
Maxim Crane Works LP,"Maxim Crane Works LP, March 15, 2017 ",3/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/maxim-crane-20170315.pdf
McAlister's Corporation,"McAlister's Corporation, October 3, 2019 ",10/3/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mcalister-corporation-202191003.pdf
McAvinney Employee Benefit Services LLC ,"McAvinney Employee Benefit Services LLC , February 28, 2019 ",2/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mcavinney-employee-20190228.pdf
McDavid Inc,"McDavid Inc, May 01, 2017 ",5/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/mcdavid-20170501.pdf
McDermott BlueCross BlueShield Medical Plan,"McDermott BlueCross BlueShield Medical Plan, February 27, 2015 ",2/27/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/mcdermott-bluecross-blueshield-20150227.pdf
McDermott Investment Services LLC,"McDermott Investment Services LLC, March 05, 2014 ",3/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/mcdermott-investment-20140305.pdf
McKenna & Sachs LLC,"McKenna & Sachs LLC, November 16, 2018 ",11/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mckenna-sachs-20181116.pdf
McKeogh Company The,"McKeogh Company The, October 15, 2019 ",10/15/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mckeogh-company-20191015.pdf
McKesson,"McKesson, August 09, 2013 ",8/9/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/mckesson-20130809.pdf
McKesson,"McKesson, September 11, 2007 ",9/11/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/mckesson-20070911.pdf
McKesson,"McKesson, August 30, 2007 ",8/30/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/mckesson-20070830.pdf
McMahan Thomson & Associates,"McMahan Thomson & Associates, April 27, 2018 ",4/27/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mcmahan-thompson-20180427.pdf
McNair & Company,"McNair & Company, October 05, 2017 ",10/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/mcnair-20171005.pdf
McNEIL-PPC Inc,"McNEIL-PPC Inc, May 24, 2007 ",5/24/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/mcneil-ppc-20080524.pdf
MCR Investors LLC,"MCR Investors LLC, April 23, 2018 ",4/23/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mcr-investors-20180423.pdf
MDF Instruments,"MDF Instruments, February 03, 2017 ",2/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/mdf-instruments-20170203.pdf
MEBA Benefit Plans,"MEBA Benefit Plans, July 27, 2018 ",7/27/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/meba-benefits-20180727.pdf
Mechanical Construction Services Inc,"Mechanical Construction Services Inc, September 04, 2018 ",9/4/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mechanical-construction-20180904.pdf
Med-A-Vision,"Med-A-Vision, September 18,2018 ",9/18/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/med-a-vision-20180918.pdf
MedAltus LLC,"MedAltus LLC, August 03, 2016 ",8/3/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/medaltus-20160803.pdf
Med Associates Inc,"Med Associates Inc, June 14, 2018 ",6/14/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/med-associates-20180614.pdf
MedEvolve,"MedEvolve, July 27, 2018 ",7/27/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/medevolve-20180727.pdf
MedEvolve,"MedEvolve, July 10, 2018 ",7/10/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/medevolve-20180710.pdf
Mediant Communications Inc,"Mediant Communications Inc, May 28, 2019 ",5/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mediant-communications-20190528.pdf
Medical Collegues of Texas LLP,"Medical Collegues of Texas LLP, May 11, 2016 ",5/11/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/medical-collegues-20160511.pdf
Medical Informatics Engineering,"Medical Informatics Engineering, June 19, 2015 ",6/19/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/nomoreclipboard-20150619.pdf
Medical Informatics Engineering,"Medical Informatics Engineering, July 15, 2015 ",7/15/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/medical-informatics-20150715.pdf
Medical Management LLC,"Medical Management LLC, May 13, 2015 ",5/13/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/medical-managment-20150513.pdf
Medtronic Minimed,"Medtronic Minimed, November 26, 2018 ",11/26/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/medtronic-minimed-20181126.pdf
MedWatch LLC,"MedWatch LLC, April 27, 2018 ",4/27/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/medwatch-20180427.pdf
MedWatch LLC,"MedWatch LLC, April 13, 2018 ",4/13/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/medwatch-20180413.pdf
MEI-GSR (Grand Sierra Resort),"MEI-GSR (Grand Sierra Resort), June 10, 2016 ",6/10/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/mei-gsr-20160610.pdf
Melissa D. Selke Dr.,"Melissa D. Selke Dr., December 12, 2016 ",12/12/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/melissa-selke-20161212.pdf
MemberClicks Inc dba Moolah Payments,"MemberClicks Inc dba Moolah Payments, November 18, 2014 ",11/18/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/memberclicks-moolah-payments-20141118.pdf
Member First Mortgage LLC,"Member First Mortgage LLC, January 26, 2018 ",1/26/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/member-first-20180126.pdf
Memorial Healthcare System,"Memorial Healthcare System, July 11, 2012 ",7/11/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/memorial-healthcare-20120711.pdf
Memorial Healthcare System,"Memorial Healthcare System, April 12, 2012 ",4/12/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/memorial-healthcare-20120412.pdf
Memorial Hospital,"Memorial Hospital, June 17, 2019 ",6/17/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/memorial-hospital-20190617.pdf
Memory4Less,"Memory4Less, October 24, 2017 ",10/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/memory4less-20171024.pdf
Mercer Administration,"Mercer Administration, March 15, 2011 ",3/15/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/mercer-administration-20110315.pdf
Mercer HR Services LLC,"Mercer HR Services LLC, May 06, 2014 ",5/6/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/mercer-hr-services-20140506.pdf
Merchant America,"Merchant America, March 23, 2007 ",3/23/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/merchant-america-20070323.pdf
Mercier,"Mercier, May 13, 2010 ",5/13/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/mercier-20100513.pdf
Merlin Information Services,"Merlin Information Services, April 07, 2011 ",4/7/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/merlin-information-20110407.pdf
Merlin Information Services,"Merlin Information Services, October 04, 2010 ",10/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/merlin-information-20101004.pdf
Merrick Bank,"Merrick Bank, April 12, 2019 ",4/12/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/merrick-bank-20190412.pdf
Merrill Lynch,"Merrill Lynch, December 29, 2008 ",12/29/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20081229.pdf
Merrill Lynch,"Merrill Lynch, December 16, 2008 ",12/16/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20081216.pdf
Merrill Lynch,"Merrill Lynch, August 07, 2007 ",8/7/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20070807.pdf
Merrill Lynch,"Merrill Lynch, March 27, 2007 ",3/27/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20070327.pdf
Merrimack Mortgage Company LLC,"Merrimack Mortgage Company LLC, September 02, 2016 ",9/2/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/merrimack-mortgage-20160902.pdf
Methodist Theological School,"Methodist Theological School, November 10, 2010 ",11/10/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/methodist-theological-20101110.pdf
MetLife,"MetLife, December 19, 2018 ",12/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/metlife-20181219.pdf
Metropolitan Companies Inc The,"Metropolitan Companies Inc The, June 18, 2014 ",6/18/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/metropolitan-companies-20140618.pdf
Metropolitan Life Insurance Company,"Metropolitan Life Insurance Company, October 18, 2010 ",10/18/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/metropolitan-life-20101018.pdf
MFS Service Center Inc,"MFS Service Center Inc, September 16, 2013 ",9/16/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/mfs-service-center-20130916.pdf
MGM Resorts International,"MGM Resorts International, September 4, 2019 ",9/4/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mgm-resorts-20190904.pdf
M Holdings Securities Inc,"M Holdings Securities Inc, August 31, 2016 ",8/31/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/m-holdings-20160831.pdf
Michael J. Duranceau CPA LLC.,"Michael J. Duranceau CPA LLC., June 01, 2018 ",6/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/michael-duranceau-20180601.pdf
Michael Saunders & Company,"Michael Saunders & Company, January 18, 2018 ",1/18/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/michael-saunders2-20180118.pdf
Michael Saunders & Company,"Michael Saunders & Company, December 18, 2017 ",12/18/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/michael-saunders-20171218.pdf
Michaels Stores Inc,"Michaels Stores Inc, April 18, 2014 ",4/18/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/michaels-stores-20140418.pdf
Michaels Stores Inc,"Michaels Stores Inc, January 27, 2014 ",1/27/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/michaels-stores-20140127.pdf
Mid-America Apartment Communities Inc,"Mid-America Apartment Communities Inc, May 20, 2015 ",5/20/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/mid-america-apartment-20150520.pdf
Michels Corporation,"Michels Corporation, April 25, 2016 ",4/25/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/michels-20160425.pdf
Michigan State University,"Michigan State University, November 22, 2016 ",11/22/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/michigan-state-university-20161122.pdf
MicroDAQ.com Ltd,"MicroDAQ.com Ltd, October 07, 2016 ",10/7/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/microdaq-20161007.pdf
Micro-Mom Scooters LLC,"Micro-Mom Scooters LLC, June 27, 2019 ",6/27/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/micro-mom-20190627.pdf
Mid-American Elevator Company (see USA Hoist),"Mid-American Elevator Company (see USA Hoist), November 14, 2017",11/14/2017,https://www.doj.nh.gov/consumer/security-breaches/u.htm
Mid-American Elevator Equipment Company (see USA Hoist),"Mid-American Elevator Equipment Company (see USA Hoist), November 14, 2017",11/14/2017,https://www.doj.nh.gov/consumer/security-breaches/u.htm
Mid-Atlantic Carpenters' Training Center MACTC,"Mid-Atlantic Carpenters' Training Center MACTC, December 29, 2017 ",12/29/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/mid-atlantic-carpenters-20171229.pdf
Middletown New York City of,"Middletown New York City of, October 21, 2016 ",10/21/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/middletown-new-york-20161021.pdf
MidState Medical Center,"MidState Medical Center, April 05, 2011 ",4/5/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/midstate-medical-center-20110405.pdf
Midwest Supplies LLC,"Midwest Supplies LLC, August 27, 2013 ",8/27/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/midwest-supplies-20130827.pdf
Milar CPA PC Glenn R.,"Milar CPA PC Glenn R., March 29, 2017 ",3/29/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/milar-cpa-20170329.pdf
Milestone Hospitality Management LLC,"Milestone Hospitality Management LLC, August 14, 2015 ",8/14/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/milestone-hospitality-20150814.pdf
Millimaki Eggert LLP,"Millimaki Eggert LLP, June 13, 2013 ",6/13/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/millimaki-eggert-20130613.pdf
Mindlance Inc,"Mindlance Inc, January 19, 2018 ",1/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mindlance-20180119.pdf
Mission Health,"Mission Health, October 14, 2019 ",10/14/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mission-health-20191014.pdf
Mission Linen Supply Company,"Mission Linen Supply Company, July 24, 2012 ",7/24/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/mission-linen-20120724.pdf
Missions Door,"Missions Door, November 03, 2017 ",11/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/missions-door-20171103.pdf
Missouri Southern State University,"Missouri Southern State University, June 13, 2019 ",6/13/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/missouri-southern-university-20190613.pdf
Mitchell Gold + Bob Williams,"Mitchell Gold + Bob Williams, February 03, 2017 ",2/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/mitchell-gold-20170203.pdf
Mitchell International Inc,"Mitchell International Inc, March 14, 2016 ",3/14/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/mitchell-international-20160314.pdf
MJ Insurance,"MJ Insurance, December 31, 2018 ",12/31/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mj-insurance-20181231.pdf
MLSgear,"MLSgear, February 01, 2008 ",2/1/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/mlsgear-20080201.pdf
MMBB Financial Services,"MMBB Financial Services, May 6, 2019 ",5/6/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mmbb-financial-sevices-20190506.pdf
MMF Industries,"MMF Industries, March 21, 2016 ",3/21/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/mmf-industries-20160331.pdf
MMF POS,"MMF POS, May 13, 2016 ",5/13/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/mmf-pos-20160513.pdf
MNP Corporation,"MNP Corporation, April 06, 2016 ",4/6/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/mnp-20160406.pdf
Mobius Executive Leadership,"Mobius Executive Leadership, August 28, 2019 ",8/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mobius-executive-leadership-20190828.pdf
Modern Gun School,"Modern Gun School, October 27, 2014 ",10/27/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/modern-gun-school-20141027.pdf
Momentive Performance Materials Savings Plan,"Momentive Performance Materials Savings Plan, April 01, 2015 ",4/1/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/momentive-performance-20150401.pdf
Monadnock Community Bank,"Monadnock Community Bank, November 09, 2010 ",11/9/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/monadnock-community-bank-20101109.pdf
Monadnock Community Bank,"Monadnock Community Bank, September 23, 2010 ",9/23/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/monadnock-community-bank-20100923.pdf
Monadnock Regional School District,"Monadnock Regional School District, June 05, 2015 ",6/5/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/monadnock-school-district-20150605.pdf
Mondelez International,"Mondelez International, August 16, 2018 ",8/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mondelez-international-20180816.pdf
Monoprice,"Monoprice, April 02, 2010 ",4/2/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/monoprice-20100402.pdf
Monster Worldwide Inc,"Monster Worldwide Inc, November 04, 2011 ",11/4/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/monster-worldwide-20111104.pdf
Montana Department of Public Health and Human Services,"Montana Department of Public Health and Human Services, July 03, 2014 ",7/3/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/montana-public-health-20140703.pdf
Montana Department of Public Health and Human Services,"Montana Department of Public Health and Human Services, June 23, 2014 ",6/23/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/montana-public-health-20140623.pdf
Montana State University,"Montana State University, June 13, 2013 ",6/13/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/montana-state-university-20130613.pdf
Montana State University,"Montana State University, December 21, 2012 ",12/21/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/montana-state-university-20121221.pdf
Monticello Central School District,"Monticello Central School District, January 12, 2018 ",1/12/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/monticello-school-district-20180112.pdf
Morris Rothenberg & Son Inc dba Rothco,"Morris Rothenberg & Son Inc dba Rothco, November 03, 2016 ",11/3/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/morris-rothenberg-20161103.pdf
Mosaic Tile Company of Virginia Inc,"Mosaic Tile Company of Virginia Inc, April 8, 2019 ",4/8/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mosaic-tile-20190408.pdf
Motorola,"Motorola, February 06, 2009 ",2/6/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/motorola-20090206.pdf
Motorola Mobility Inc,"Motorola Mobility Inc, February 03, 2012 ",2/3/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/motorola-mobility-20120203.pdf
Mountain Park Health Center,"Mountain Park Health Center, April 15, 2016 ",4/15/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/mountain-park-health-20160415.pdf
Movement Mortgage,"Movement Mortgage, September 04, 2018 ",9/4/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/movement-mortgage-20180904.pdf
Movement Mortgage,"Movement Mortgage, July 10, 2017 ",7/10/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/movement-mortgage-20170710.pdf
Mowery & Schoenfeld LLC,"Mowery & Schoenfeld LLC, October 16, 2019 ",10/16/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/mowery-schoenfeld-20191016.pdf
Mrs Prindables,"Mrs Prindables, February 24, 2017 ",2/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/mrs-prindables-20170224.pdf
M. Stanley Metz & Company Inc,"M. Stanley Metz & Company Inc, February 01, 2017 ",2/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/m-stanley-20170201.pdf
MSK Group P.C.,"MSK Group P.C., July 05, 2018 ",7/5/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/msk-20180705.pdf
Mt. Diablo Unified School District,"Mt. Diablo Unified School District, December 18, 2012 ",12/18/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/mt-diablo-school-district-20121218.pdf
Mt. Rushmore Firms,"Mt. Rushmore Firms, February 14, 2013 ",2/14/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/mt-rushmore-firms-20130214.pdf
MUFG Union Bank N.A.,"MUFG Union Bank N.A., December 13, 2018 ",12/13/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/mufg-union-bank-20181213.pdf
Multi-Color Corporation,"Multi-Color Corporation, August 02, 2016 ",8/2/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/multi-color-20160802.pdf
