ACSIA Partners LLC,itu-280499,3/30/2017,7,"name, address, phone number, ssn, health info, bank info",password protected laptop lost
The Connections Therapy Center,itu-280504,3/30/2017,,"name, address, ssn, w2 tax info",phishing
Krehbiel and Associates CPA,itu-280503,3/30/2017,2,"name, address, ssn, w2 tax info, bank account info",unauthorized access (hacking)
"Jeffrey S. Steiner, CPA, PA",itu-280500,3/30/2017,,"name, address, ssn, tax info",unauthorized access (hacking)
ShowTix4U,itu-281039,3/30/2017,1689,"name, email address, phone number, payment card info",malware
CFG Community Bank,itu-280990,3/29/2017,155,"name, address, ssn, w2 tax info",phishing
Cross Street Partners,itu-281091,3/29/2017,37,"name, address, ssn, w2 tax info",phishing
"Maloney & Kennedy, PLLC",itu-280989,3/29/2017,4,"name, ssn, tax info",unauthorized access (hacking)
"Toole Design Group, LLC",itu-280988,3/29/2017,132,"name, address, ssn, w2 tax info",phishing
intuit Inc.,itu-280992,3/29/2017,1,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information (e.g., salary and deductions), and information of other individuals contained in the tax return.",unauthorized access
"VHG Fourth Street SF, LLC",itu-280987,3/28/2017,21,"name, address, payment card info",stolen computer
"Advantage Waste Removal, Inc.",itu-280985,3/28/2017,,"name, address, ssn, w2 tax info",phishing
"ABS Associates, Inc.",itu-281067,3/27/2017,,"name, address, ssn, w2 tax info",phishing
Virginia Gift Brands,itu-280984,3/27/2017,78,"name, payment card info",unauthorized access (hacking)
"Easy Breathe, Inc.",itu-280983,3/27/2017,1222,"name, address, payment card info",malware
"Vertical Bridge, LLC",itu-280982,3/27/2017,2,"name, address, ssn, w2 tax info",phishing
"Language Services Associates, Inc.",itu-280981,3/27/2017,22,"name, address, ssn, w2 tax info",phishing
Groton Public Schools,itu-281066,3/27/2017,1,"name, address, ssn, w2 tax info",phishing
Daytona State College,itu-280172,3/24/2017,35,"Name, address, ssn, dob, dln",unauthorized access
Elwood Staffing,itu-280174,3/24/2017,41,"name, ssn",employee sent info to personal email account
"IntelePeer Holdings, Inc.",itu-281071,3/24/2017,2,"name, address, ssn, w2 tax info",phishing
VT Industries,itu-281068,3/24/2017,81,"name, address, ssn, w2 tax info",phishing
"Araca Merchandise, L.P. dba The Araca Group",itu-280173,3/24/2017,3,"name, address, ssn, w2 info",phishing
Goldenvoice,itu-280977,3/23/2017,17,"name, dob, address, email address, phone number, dln, ID used to pick up ticket (if provided)",hacking
Veolia North America,itu-280975,3/23/2017,76,"name, payment card info, email address, username and pw, order history",malware
Monoflo International,itu-280974,3/23/2017,3,"name, address, ssn, w2 tax info",phishing
Urology Austin,itu-280973,3/22/2017,95,"name, dob, ssn, address, medical info",ransomware
National Safety Council,itu-280970,3/21/2017,2,"name, address, ssn, w2 tax info",phishing
American Tire Distributors Holdings Inc.,itu-281072,3/21/2017,167,"name, address, ssn, w2 tax info",phishing
Refund Advantage,itu-281090,3/21/2017,24,"name, address, dob, ssn, bank account info",unauthorized access
intuit Inc.,itu-281040,3/21/2017,32,"name, address, dob, dlb, tax info, dln, ssn",unauthorized access
Jackson College,itu-280972,3/21/2017,1,"name, ss, dob,",info inadvertently available on campus directory
"Bulletproof 360, Inc.",itu-280971,3/21/2017,,"name, payment card info",hacking
"Bulletproof 360, Inc.",Itu-280971 (UPDATE) (1),3/21/2017,,"name, payment card info",hacking
"Bulletproof 360, Inc.",Itu-280971 (UPDATE) (2),3/21/2017,,"name, payment card info",hacking
"Bulletproof 360, Inc.",Itu-280971 (UPDATE) (3),3/21/2017,,"name, payment card info",hacking
"Bulletproof 360, Inc.",itu-280971 (UPDATE),3/21/2017,,"name, payment card info",hacking
American Pest,itu-281073,3/20/2017,163,"name, address, ssn, w2 tax info",phishing
Schurman Fine Papers dba Schurman Retail Group,itu-280968,3/20/2017,108,"name, address, ssn, w2 tax info",phishing
Campbell Taylor & Company,itu-280969,3/18/2017,51,"name, date of birth, Social Security number, and salary information",unauthorized access (hacking)
"TIC Gums, Inc.",itu-280965 (1),3/17/2017,,"name, address, ssn, w2 tax info",phishing
"TIC Gums, Inc.",itu-280965 (2),3/17/2017,,"name, address, ssn, w2 tax info",phishing
intuit Inc.,itu-280964,3/17/2017,92,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information (e.g.,salary and deductions), and information of other individuals contained in the tax return",unauthorized access
Defense Point Security LLC,itu-280962 (update),3/16/2017,41,"name, address, ssn, w2 tax info",phishing
Aflac,itu-280959 (1),3/16/2017,,"name, ssn, banking info",ransomware
"Allegis Group, Inc.",itu-281065,3/16/2017,33,"name, address, ssn, w2 tax info",unauthorized access
Aflac,itu-280959 (2),3/16/2017,,"name, ssn, banking info",ransomware
Aisthesis,itu-280963,3/16/2017,34,"name, address, ssn, w2 tax info",phishing
Comfort Technology DBA Therafit Shoes,itu-280961,3/16/2017,4,"name, payment card info",malware
LookingGlass Cyber Solutions Inc.,itu-280960 (1),3/15/2017,69,"name, address, ssn, w2 tax info",phishing
Rand McNally,itu-280935 (1),3/15/2017,13,"name, payment card info",malware
Vertex Wireless,itu-280930,3/15/2017,48,"name, address, payment card info",malware
Shulman Rogers,itu-281057,3/15/2017,1,"name, address, ssn, w2 tax info",phishing
LookingGlass Cyber Solutions Inc.,itu-280960 (2),3/15/2017,69,"name, address, ssn, w2 tax info",phishing
Rand McNally,itu-280935 (2),3/15/2017,13,"name, payment card info",malware
"Pro-Vigil, Inc.",itu-280931 (2),3/15/2017,3,"name, address, ssn, w2 tax info",phishing
Christie's Inc.,itu-281063,3/15/2017,4,"name, address, ssn, w2 tax info",phishing
"Lexington County Health Service District, Inc.",itu-281060,3/15/2017,15,"name, address, ssn w2 tax info",unauthorized access (hacking)
"VWSE Productions, LLC",itu-280929,3/15/2017,8,"name, address, ssn",stolen laptop
netPolarity,itu-280928,3/15/2017,,"name, address, ssn, w2 tax info",phishing
Principal Financial Group,itu-281058,3/15/2017,8,"name, ssn, dob, phone number",inadvertent error
"Coupa Software, Inc.",itu-280932,3/15/2017,4,"name, address, ssn, w2 tax info",phishing
"Pro-Vigil, Inc.",itu-280931,3/15/2017,3,"name, address, ssn, w2 tax info",phishing
Geokinetics Inc.,itu-280927,3/14/2017,,"name, address, ssn, w2 tax info",phishing
Zest Dental Solutions,itu-280926,3/14/2017,,"name, address, payment card info",malware
"Ameriprise Financial Services, Inc.",itu-280925,3/14/2017,3,"name, ssn",info inadvertently shared
"Tyler Technologies, Inc.",itu-280923 (1),3/13/2017,2,"name, address, ssn, income info",info inadvertently included in email
"Faller, Kincheloe & Co., PLC",itu-280921 (1),3/13/2017,5,"name, tax return info, address, dob, ssn, bank account info",unauthorized access (hacking)
Biomedical Systems Corp.,itu-280920,3/13/2017,1,"name, address, ssn, w2 tax info",phishing
"Tyler Technologies, Inc.",itu-280923 (2),3/13/2017,2,"name, address, ssn, income info",info inadvertently included in email
"Faller, Kincheloe & Co., PLC",itu-280921 (2),3/13/2017,5,"name, tax return info, address, dob, ssn, bank account info",unauthorized access (hacking)
"Vectorworks, Inc.",itu-281089 (2),3/13/2017,149,"name, address, ssn, w2 tax info",phishing
Ondracek & Company,itu-280922,3/13/2017,2,"name, address, ssn,",unauthorized access (hacking)
"Vectorworks, Inc.",itu-281089,3/13/2017,149,"name, address, ssn, w2 tax info",phishing
Berkley Mid-Atlantic Group,itu-280917,3/10/2017,1,"name, address, ssn, w2 tax info",phishing
Atlas Containter Corporation,itu-281074,3/10/2017,189,"name, address, ssn, w2 tax info",phishing
"Wall Titus, LLC",itu-280915,3/10/2017,1,"name, address, ssn, bank account info, dob, tax info",unauthorized access (hacking)
HealthTexas Provider Network,itu-280914,3/10/2017,6,"name, ssn, dln",external hard drive stolen
"Arbyâ€™s Restaurant Group, Inc.",itu-280919,3/10/2017,,"name, payment card info",malware
Clark Schaefer Hackett,itu-280918,3/10/2017,1,"name, address, dob, ssn",email comrpomised
"Village Green Holdings, LLC",itu-280756,3/10/2017,1,"name, address, ssn,",zip drive lost during mailing
Hutchinson and Bloodgood LLP,itu-280913,3/10/2017,34,"name, address, ssn, w2 tax info",phishing
"GetWellNetwork, Inc.",itu-281088,3/10/2017,,"name, address, ssn, w2 tax info",phishing
Matthews Carter and Boyce CPA Advisors,itu-280662 (1),3/9/2017,,"name, 1099 tax form",info inadvertently accessible
Matthews Carter and Boyce CPA Advisors,itu-280662 (2),3/9/2017,,"name, 1099 tax form",info inadvertently accessible
Frost & Sullivan,itu-280660,3/9/2017,,"name, address, ssn, w2 tax info",phishing
Interpreters Unlimited,itu-280659 (2),3/9/2017,3,"name, addrss, ssn, 1099 tax info",info inadvertently accessible
"Mathews, Carter and Boyce",itu-281087 (2),3/9/2017,,,info inadvertently accessible
"Mathews, Carter and Boyce",itu-281087(1),3/9/2017,,,info inadvertently accessible
Interpreters Unlimited,itu-280659,3/9/2017,3,"name, addrss, ssn, 1099 tax info",info inadvertently accessible
Tarleton Medical,itu-280658 (1),3/8/2017,3,"names, addresses, dates of birth, Social Security numbers, and data related to health care claims",unauthorized access
"Friedman & Perry, CPAs",itu-280652 (1),3/8/2017,9,"name, date of birth, telephone number(s), address, social security number, employment (W-2) information, and 1099 information",unauthorized access (hacking)
"Taconic Biosciences, Inc.",itu-280527 (1),3/8/2017,,"name, address, ssn, w2 tax info",phishing
Prince George's County Memorial Library System,itu-280655,3/8/2017,,"name, address, ssn, w2 tax info",phishing
"Elkay Plastics Co., Inc.",itu-280657,3/8/2017,2,"name, address, ssn, w2 tax info",unauthorized access
Tarleton Medical,itu-280658 (2),3/8/2017,3,"names, addresses, dates of birth, Social Security numbers, and data related to health care claims",unauthorized access
"Friedman & Perry, CPAs",itu-280652 (3),3/8/2017,9,"name, date of birth, telephone number(s), address, social security number, employment (W-2) information, and 1099 information",unauthorized access (hacking)
"Friedman & Perry, CPAs",itu-280652 (2),3/8/2017,9,"name, date of birth, telephone number(s), address, social security number, employment (W-2) information, and 1099 information",unauthorized access (hacking)
INSYS Group,itu-280650,3/8/2017,,"name, address, ssn,w2 tax info",phishing
"Taconic Biosciences, Inc.",itu-280527 (2),3/8/2017,,"name, address, ssn, w2 tax info",phishing
PrAna,itu-280651,3/8/2017,,"name, address, payment card info",unauthorized access
"RealTruck, Inc.",itu-280521 (1),3/7/2017,2,"name, social security number, driverâ€™s license number, date of birth, and bank account number",unauthorized access (hacking)
"RealTruck, Inc.",itu-280521 (2),3/7/2017,2,"name, social security number, driverâ€™s license number, date of birth, and bank account number",unauthorized access (hacking)
"ProScan Imaging, LLC",itu-280525,3/7/2017,14,"name, address, ssn, w2 tax info",phishing
"Kobza & Associates, LLC",itu-280524,3/7/2017,4,"name, address, ssn, tax info, dob",unauthorized access (hacking)
"Crotched Mountain Foundation, Inc.",itu-280523,3/7/2017,1,"name, address, ssn, w2 tax info",phishing
Community Assistance Network,itu-280522,3/7/2017,,"name, address, ssn, w2 tax info",phishing
"Maxim Capital Enterprises, Inc.",itu-281086,3/7/2017,4,"name, ssn, dob, account numbers",unauthorized access
Barclays Bank Delaware,itu-280519 (1),3/6/2017,1,"name, addrss, payment card number",unauthorized login
American Homepatient,itu-280518 (1),3/6/2017,1980,"names, addresses, American HomePatient account numbers, Social Security Numbers, diagnosis codes, date of birth, financial information, and treatment information",hard drives stolen during burglary
Toscano Clements Taylor,itu-280516 (1),3/6/2017,3,"name, address, ssn, w2 tax info",phishing
Sallie Mae Bank,itu-281055,3/6/2017,1,"name, address, ssn",unauthorized access
Barclays Bank Delaware,itu-280519 (2),3/6/2017,1,"name, addrss, payment card number",unauthorized login
American Homepatient,itu-280518 (2),3/6/2017,1980,"names, addresses, American HomePatient account numbers, Social Security Numbers, diagnosis codes, date of birth, financial information, and treatment information",hard drives stolen during burglary
Toscano Clements Taylor,itu-280516 (2),3/6/2017,3,"name, address, ssn, w2 tax info",phishing
"ILKB, LLC",itu-280517,3/6/2017,7,"name, payment card info, address",malware
University of Idaho,itu-280520,3/6/2017,3,"name, address, ssn, checking account numbers",phishing
"Weekends Only, Inc.",itu-280441,3/3/2017,,"name, payment card info, address",malware
State Farm Mutual Automobile Insurance Company,itu-281052,3/3/2017,204,"name, ssn, medical info, employment info, dln, tax info, banking info",configuring error for backup device
"Weekends Only, Inc.",itu-280441 (2),3/3/2017,,"name, payment card info, address",malware
COUNTRY Mutual Insurance Company,itu-280438,3/3/2017,5,"name, address, dob, dln",improper access
"Theisen's Supply, Inc.",itu-280442,3/3/2017,,"name, address, payment card info",malware
VT Group,itu-280443,3/3/2017,196,"name, address, ssn, payroll info",unauthorized access (hacking)
West Music Company,itu-280440,3/3/2017,1335,"name, payment card info",malware
Bostwick Laboratories,itu-280436 (1),3/2/2017,7,"name, address, ssn, w2 tax info",phishing
Neosho County Community College,itu-280437,3/2/2017,1,"name, address, ssn, w2 tax info",phishing
Bostwick Laboratories,itu-280436 (2),3/2/2017,7,"name, address, ssn, w2 tax info",phishing
"Merchants Metals, Inc.",itu-280432 (1),3/1/2017,9,"name, address, ssn, w2 tax info",phishing
"Atlantic Coast Mortgage, LLC",itu-280427,3/1/2017,11,"name, address, ssn, w2 tax info",phishing
"Maxim Crane Works, L.P.",itu-280434,3/1/2017,10,"name, address, ssn, w2 tax info",phishing
"ENT of Georgia, LLC",itu-280435,3/1/2017,2,"name, address, dob, financial account info",phishing
"Merchants Metals, Inc.",itu-280432 (2),3/1/2017,9,"name, address, ssn, w2 tax info",phishing
Piedmont Virginia Community College,itu-280425,3/1/2017,1,"name, ssn, student ID number",info inadvertently available
intuit,itu-280423,3/1/2017,175,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information (e.g., salary and deductions), and information of other individuals contained in the tax return.",unauthorized log in
DiCentral Corporation,itu-280430,3/1/2017,1,"name, address, ssn, w2 tax info",phishing
"Atwood Distributing, L.P.",itu-280769 (update),2/28/2017,17,"name, address, payment card info",malware
Rederal Direct Tax Services,itu-280210,2/28/2017,4,"name, dob, ssn",hacking
GKIC,itu-280211,2/28/2017,1,"name, address, ssn, w2 tax info",phishing
"Ambassador Title Service, RTS Title & Escrow, and Escrow",itu-280212,2/28/2017,22,"name, address, ssn, financial account info, transaction info",hacking
"Roxy Trading, Inc.",itu-280213,2/28/2017,11,"name, address, payment card info",ransomware
Virginia Wesleyan College,itu-280214,2/28/2017,,"name, address, ssn, w2 tax info",phishing
Viacom Inc.,itu-280215,2/28/2017,9,"name, ssn, dln",stolen computer
Atlantic Cigar,itu-280771,2/28/2017,2213,"name, address, payment card info",malware
R.C. Purdy Chocolates Ltd. DBA Purdys Chocolatier,itu-280761,2/28/2017,33,"name, address, payment card info",malware
"Leo Edwards, Jr. M.D.",itu-280622,2/28/2017,2,"name, address, ssn, medical info",unauthorized access (hacking)
"TransCen, Inc.",itu-280216,2/28/2017,23,"name, address, ssn, w2 tax info",phishing
"bluemercury, inc.",itu-280770,2/28/2017,2498,"name, address, payment card info",malware
"Running Supply, Inc.",itu-280760,2/28/2017,34,"name, address, payment card info",malware
C.A. Short Company,itu-280623,2/28/2017,1,"name, address, ssn, w2 tax info",phishing
B.C. Ziegler and Company,itu-280546,2/28/2017,5,"name, address, ssn, w2 tax info",phishing
"Aptos, Inc.",itu-280773,2/28/2017,,"name, address, payment card info",malware
"Nutrex Hawaii, Inc.",itu-280763,2/28/2017,355,"name, address, payment card info",malware
Alpha Industries,itu-280772,2/28/2017,1006,"name, address, payment card info",malware
Plow & Hearth Corporate Headquarters,itu-280762,2/28/2017,33937,"name, address, payment card info",malware
"Movie Mars, Inc.",itu-280765,2/28/2017,389,"name, address, payment card info",malware
"New England Biolabs, Inc.",itu-280764,2/28/2017,1063,"name, address, payment card info",malware
Liberty Hardware Manufacturing Corporation,itu-280767,2/28/2017,3,"name, address, payment card info",malware
M & D Distributors,itu-280766,2/28/2017,1,"name, address, payment card info",malware
Sport-Smart.com,itu-280759,2/28/2017,309,"name, address, payment card info",malware
"Century, LLC",itu-280768,2/28/2017,620,"name, address, payment card info",malware
Theisen's Inc.,itu-280758,2/28/2017,40,"name, address, payment card info",malware
"Affy Tapple, LLC dba Affy Tapple",itu-280624 (update),2/27/2017,,"name, address, payment card info",unauthorized access
Denison University,itu-280626,2/27/2017,1,"name, ssn, dob, dln",misplaced computer
Ashland University,itu-280627,2/27/2017,7,"name, address, ssn, w2 tax info",phishing
"Ameriprise Financial Services, Inc.",itu-280206,2/27/2017,1,"name, dob, ssn, account numbers",unauthorized access
"Hertzbach & Company, P.A.",itu-280207,2/27/2017,1923,"name, address, ssn",phishing
EBARA International Corporation,itu-280209,2/27/2017,1,"name, ssn",compromised email credentials
SunTrust Bank,itu-280629,2/27/2017,1008,"name, address, phone number, email address, online banking user ID, passwords, account numbers",phishing and/or malware
JoFit,itu-280609,2/27/2017,63,"name, address, payment card info",malware
Mrs Prindables,itu-280625 (update),2/24/2017,,"name, address, payment card info",unauthorized access
Rod's Western Palace,itu-280202,2/24/2017,337,"name, payment card info",malware
BENCHMARK,itu-280203,2/24/2017,,"name, payment card info",malware
Roberts Hawaii,itu-280205,2/24/2017,,"name, address, payment card info",malware
PCA Skin,itu-280201 (1),2/23/2017,1,"name, address, ssn, w2 tax info",phishing
Abbott Nutrition,itu-280200,2/23/2017,2742,"name, address, payment card info",malware
Fresh Formats LLC,itu-280620,2/23/2017,,"name, address, ssn",malware
PCA Skin,itu-280201 (2),2/23/2017,1,"name, address, ssn, w2 tax info",phishing
"West Virginia University Hospitals - East, Inc. DBA University Healthcare",itu-280199,2/23/2017,87,"name, dln, insurance info, ssn",unauthorized access by employee
"Allied Minds, LLC",itu-280195 (1),2/22/2017,31,"name, address, ssn, w2 tax info",phishing
"Arabella Advisors, LLC",itu-280197,2/22/2017,38,"name, ssn, bank and financial info, payment card info, dln",unauthorized access to server
"InterMountain Management, LLC",itu-280196,2/22/2017,1,"name, address, ssn, w2 tax info",phishing
"Allied Minds, LLC",itu-280195 (2),2/22/2017,31,"name, address, ssn, w2 tax info",phishing
Ralph A. Strafaci E.A.,itu-280198,2/22/2017,2,"name, bank account information and Social Security number",compromised email account
"The Grove, Inc.",itu-280192,2/21/2017,12,"name, address, ssn, w2 tax info",phishing
State Bank of Lincoln,itu-280194,2/21/2017,1,"Social Security number, driverâ€™s license number, financial account number, or credit card information.",email account compromised
intuit Inc.,itu-280193,2/21/2017,68,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information (e.g.,salary and deductions), and information of other individuals contained in the tax return",unauthorized login
"Biothera Pharmaceuticals, Inc.",itu-280191,2/20/2017,3,"name, address, ssn, w2 tax info",phishing
"LEAF Commerical Capital, Inc.",itu-280190,2/20/2017,1,"name, address, ssn, w2 tax info",phishing
"Gardiner & Appel Group, Inc.",itu-280187,2/20/2017,1121,"name, address, ssn, 2015 compensation data",cyberattack
"Zelnick, Mann and Winikur, PC",itu-280189,2/20/2017,,"name, address, ssn, financial info",former employees took information
CenturyLink,itu-280188,2/20/2017,36,"name, address, ssn",email account compromised
"CapTech Ventures, Inc.",itu-280185 (1),2/17/2017,10,"name, address, ssn, w2 tax info",phishing
"CapTech Ventures, Inc.",itu-280185 (2),2/17/2017,10,"name, address, ssn, w2 tax info",phishing
Family Service Rochester,itu-280184 (2),2/17/2017,,"name, address, phone number, date of birth, insurance number, and medical information.",ransomware
San Diego Christian College,itu-280621,2/17/2017,,"name, address, ssn, w2 tax info",phishing
Family Service Rochester,itu-280184,2/17/2017,,"name, address, phone number, date of birth, insurance number, and medical information.",ransomware
"Vapour Organic Beauty, LLC",itu-280757,2/17/2017,588,"name, address, payment card info",malware
Jolicoeur & Associates,itu-280183,2/17/2017,1,"name, address, ssn, w2 tax information, additional tax information, banking info",unauthorized email access
"Amplify Education, Inc.",itu-280182,2/16/2017,2,"name, address, ssn, w2 tax info",phishing
Intex Recreation Corp.,itu-280181,2/16/2017,769,"name, address, payment cad info",malware
Manatee County School District,itu-280180,2/16/2017,2,"name, address, ssn, w2 tax info",phishing
Peak Alarm Company,itu-280610,2/16/2017,1,"name, address, ssn, w2 tax info",phishing
Columbia Association,itu-280179 (2),2/16/2017,,"name, address, ssn, w2 tax info",phishing
Columbia Association,itu-280179,2/16/2017,,"name, address, ssn, w2 tax info",phishing
Goode Compliane International,itu-280177 (1),2/15/2017,1,"name, address, ssn, w2 tax info",phishing
North Carolina Symphony,itu-278655,2/15/2017,1,"name, address, ssn, w2 tax info",phishing
Goode Compliane International,itu-280177 (2),2/15/2017,1,"name, address, ssn, w2 tax info",phishing
"Medical Depot, Inc.",itu-280176,2/15/2017,2,"name, address, ssn, w2 tax info",phishing
TAB Products Co. LLC,itu-280178,2/15/2017,2,"name, address, ssn, w2 tax info",phishing
The Honest Kitchen,itu-278654,2/14/2017,128,"name, address, payment card info",unauthorized access to network
The Art of Shaving,itu-280171,2/14/2017,2,"name, address, email address, payment card info",unauthorized access to order system
Ohio Department of Taxation,itu-280611,2/14/2017,1,"name, address, ssn, tax info, bank info",unauthorized access
"Frosch International Travel, Inc.",itu-280618,2/14/2017,14,"name, address, ssn, w2 tax info",phishing
"Maxor National Pharmacy Services, LLC",itu-280619,2/14/2017,,"name, address, ssn, w2 tax info",phishing
Canal Insuance Company,itu-280617,2/13/2017,2,"name, dob, dln, ssn, health info",phishing
NEO Tech,itu-280170,2/12/2017,,"name, address, ssn, w2 tax info",phishing
Evanson Asset Management LLC,itu-280169 (1),2/10/2017,3,"name, financial account numbers, ssn",phishing
"Driveline Retail Merchandising, Inc.",itu-280162,2/10/2017,,"name, address, ssn, w2 tax info",phishing
"Teletrac, Inc. and Navman Wireless North America Limited",itu-280615,2/10/2017,3,"name, address, ssn, w2 tax info",phishing
Dawson Technical,itu-280167,2/10/2017,21,"name, address, ssn, w2 tax info",phishing
Evanson Asset Management LLC,itu-280169 (3),2/10/2017,3,"name, financial account numbers, ssn",phishing
Evanson Asset Management LLC,itu-280169 (2),2/10/2017,3,"name, financial account numbers, ssn",phishing
"E.T. Rockville LLC, E.T. Staffing, Inc. and E.T. Holdings, Inc.",itu-280166,2/10/2017,,"name, address, ssn, w2 tax info",phishing
The Boeing Company,itu-280163 (2),2/10/2017,767,"name, dob, ssn",employee inadvertently sent info to non-employee spouse
"Driveline Retail Merchandising, Inc.",itu-280162 (2),2/10/2017,,"name, address, ssn, w2 tax info",phishing
"Colony American Finance, LLC",itu-280165,2/10/2017,,"name, address, ssn, w2 tax info",phishing
"TransPerfect Global, Inc.",itu-280168,2/10/2017,179,"name, address, ssn, w2 tax info",phishing
The Boeing Company,itu-280163,2/10/2017,767,"name, dob, ssn",employee inadvertently sent info to non-employee spouse
Jenner & Block LLP,itu-280157 (1),2/9/2017,29,"name, address, ssn, w2 tax info",phishing
"MGH, Inc.",itu-280616,2/9/2017,60,"name, address, ssn, w2 tax info",phishing
Jenner & Block LLP,itu-280157 (2),2/9/2017,29,"name, address, ssn, w2 tax info",phishing
Kettle Cuisine LLC,itu-280156,2/9/2017,2,"name, address, ssn, w2 tax info, w3 tax info",phishing
"Asbury Communities, Inc.",itu-280153 (2),2/9/2017,1791,"name, address, ssn, w2 tax info",phishing
intuit,itu-280155,2/9/2017,12,"information contained in a prior yearâ€™s tax return or current tax return in progress, such as name, Social Security number, address, date of birth, driverâ€™s license number and financial information (e.g., salary and deductions),and information of other individuals contained in the tax return.",unauthorized logins
The Calmark Group,itu-280154,2/9/2017,1,"name, address, ssn, w2 tax info",phishing
"Boulrice & Wood, CPAs, PC",itu-280158,2/9/2017,2,"Tax info, name,address, wage information and withholding information, bank account information and Social Security number.",unauthorized access to tax program
"Asbury Communities, Inc.",itu-280153,2/9/2017,1791,"name, address, ssn, w2 tax info",phishing
Equifax Consumer Services LLC,itu-280152,2/8/2017,2,credit information,info inadvertently sent to wrong online portal
SouthEast Alaska Regional Health Consortium,itu-280151,2/8/2017,,"name, address, ssn, w2 tax info",phishing
"Astadia, Inc.",itu-280614,2/7/2017,7,"name, address, ssn, w2 tax info",phishing
"Sky Climber Access Solutions, LLC, Sky Climber Wind Solutions, LLC, and Sky Climber, LLC",itu-280545,2/7/2017,,"name, address, ssn, w2 tax info",phishing
"Citibank, N.A.",itu-280544,2/7/2017,2,"name, address, phone number, ssn, passport number, dob",improper access
"Showpay, LLC",itu-279522,2/7/2017,,"name, address, ssn, w2 tax info",phishing
Davidson County Board of Education,itu-280150,2/6/2017,1,"name, ssn, address, w2 tax info",phishing
Intact Technologies,itu-280613,2/6/2017,18,"name, address, ssn, w2 tax info",phishing
Berkeley College,itu-280149,2/6/2017,52,"name, student ID number, email address and password,",info inadvertently publicly available
National Older Worker Career Center,itu-280148,2/6/2017,6,"name, address, ssn, w2 tax info",phishing
"AmTote International, Inc.",itu-280147,2/5/2017,135,"name, address, ssn, w2 tax info",phishing
The Mitchell Gold Co. dba Mitchell Gold + Bob Williams,itu-280146,2/3/2017,5,"name, address, ssn, w2 tax info",phishing
MDF Instruments,itu-280145,2/3/2017,78,"name, payment card info, address",malware
"Goldberg, Miller and Rubin, PC",itu-280142 (update),2/2/2017,13,"name, ssn, medical records, employment records, dln, tax records",configuring error for backup device
King Mcnamara Moriarty,itu-280138 (2),2/2/2017,17,"tax return info, name, address, ssn",hacking
Monarch Beverage Company,itu-280144,2/2/2017,,"name, address, ssn, w2 tax info",spear phishing
Roundpoint Mortgage Servicing Corporation,itu-280139,2/2/2017,4,"resident's 1098 Mortgage Interest Statement, RoundPoint loan number, property address along with the first and last name of the borrower",manual error
King Mcnamara Moriarty,itu-280138,2/2/2017,17,"tax return info, name, address, ssn",hacking
Sunrun Inc.,itu-280143,2/2/2017,69,"name, ssn, address, w-2 tax info",spear phishing
M. Stanley Metz & Company,itu-280137,2/1/2017,3,"name, address, ssn, tax info",unauthorized access
intuit Inc.,itu-280136,2/1/2017,5,"name, address, tax info, ssn, dob, dln, financial information",unauthorized/fraudulent account logins
Tinity Private Equity Group,itu-280135,2/1/2017,2,"name, ssn, address",laptop stolen during burglary
Persante Health Care,itu-278709 (1),1/31/2017,1,"name, address, ssn, w2 tax info",phishing
Persante Health Care,itu-278709 (2),1/31/2017,1,"name, address, ssn, w2 tax info",phishing
Nationstar Mortgage LLC,itu-278710,1/31/2017,1,"name, other non-public info",error during software update
New York Life Insurance Company,itu-278713,1/31/2017,72,"name, ssn, dob, address",improper access by former employee
"Pacific Biosciences of California, Inc.",itu-278706 (update),1/30/2017,3,"name, address, ssn, w2 tax info",phishing
"Pacific Biosciences of California, Inc.",itu-278706 (1),1/30/2017,3,"name, address, ssn, w2 tax info",phishing
"Pacific Biosciences of California, Inc.",itu-278706 (2),1/30/2017,3,"name, address, ssn, w2 tax info",phishing
Palomar Community College District,itu-278705,1/30/2017,1,"name, address, ssn, w2 tax info",unauthorized server access
"UGI Utilities, Inc.",itu-278714,1/30/2017,4,"name, address, ssn, w2 tax info",phishing
"Renovate America, Inc.",itu-278707,1/30/2017,1,"name, address, ssn, w2 tax info",phishing
"Verato, Inc.",itu-278708,1/30/2017,1,"name, address, ssn, w2 tax info",phishing
"Kahuna Associates, LLC",itu-278704 (1),1/27/2017,,"name, address, ssn, w2 tax info",phishing
Distribution International,itu-278703 (1),1/27/2017,34,"name, address, ssn, w2 tax info",phishing
"Kahuna Associates, LLC",itu-278704 (2),1/27/2017,,"name, address, ssn, w2 tax info",phishing
Distribution International,itu-278703 (2),1/27/2017,34,"name, address, ssn, w2 tax info",phishing
TrueNet Communications,itu-278715,1/27/2017,,"name, address, ssn, w2 tax info",phishing
Marin Software Incorporated,itu-278687,1/26/2017,1,"name, address, ssn, w2 tax info",phishing
"Bentley Truck Services, Inc.",itu-278701,1/26/2017,2,"name, address, ssn, w2 tax info",phishing
"DBM Global, Inc.",itu-278693,1/26/2017,1,"name, address, ssn dob, banking info",laptop stolen during burglary
