Reported Date,Org Name,URL,Update Notice
3/5/2018,Cary E Williams CPA,https://ago.vermont.gov/blog/2018/03/05/cary-e-williams-cpa-sbn-consumers/,
3/5/2018,Intuit Inc Turbo Tax,https://ago.vermont.gov/blog/2018/03/05/intuit-inc-turbo-tax-security-review-investigation-for-consumers/,
3/2/2018,ASI Construction,https://ago.vermont.gov/blog/2018/03/02/asi-construction-sbn-to-consumers/,
2/28/2018,St. Peter’s Surgery & Endoscopy Center,https://ago.vermont.gov/blog/2018/02/28/st-peters-surgery-endoscopy-center-sbn-consumers/,
2/27/2018,FastHealth Corporation,https://ago.vermont.gov/blog/2018/02/27/fasthealth-corporation-sbn-consumers/,
2/27/2018,Mercy Love County Hospital and Clinic,https://ago.vermont.gov/blog/2018/02/27/mercy-love-county-hospital-clinic-sbn-consumers/,
2/27/2018,Metro Wire Rope,https://ago.vermont.gov/blog/2018/02/27/metro-wire-rope-sbn-consumers/,
2/26/2018,Curtis Lumber Co _Redacted,https://ago.vermont.gov/blog/2018/02/26/curtis-lumber-co-sbn-consumers-_redacted/,
2/23/2018,Mueller and Co CPA,https://ago.vermont.gov/blog/2018/02/23/mueller-co-cpa-sbn-consumers/,
2/23/2018,North 40 Outfitters,https://ago.vermont.gov/blog/2018/02/23/north-40-outfitters-sbn-consumers/,
2/21/2018,LA Philharmonic,https://ago.vermont.gov/blog/2018/02/21/la-philharmonic-sbn-consumers/,
2/12/2018,Connecticut Airport Authority,https://ago.vermont.gov/blog/2018/02/12/connecticut-airport-authority-sbn-consumers/,
2/12/2018,TALX Corp – Entergy,https://ago.vermont.gov/blog/2018/02/12/talx-corp-entergy-sbn-consumers/,
2/9/2018,Corporate Employment Resources,https://ago.vermont.gov/blog/2018/02/09/corporate-employment-resources-sbn-consumers/,
2/5/2018,1st Mariner,https://ago.vermont.gov/blog/2018/02/05/1st-mariner-sbn-consumers/,
2/5/2018,PAR Electrical Contractors,https://ago.vermont.gov/blog/2018/02/05/par-electrical-contractors-sbn-consumers/,
1/30/2018,Vermont Health Connect – AHS,https://ago.vermont.gov/blog/2018/01/30/vermont-health-connect-ahs-sbn-consumers/,
1/26/2018,Pentair Aquatic Eco Systems,https://ago.vermont.gov/blog/2018/01/26/pentair-aquatic-eco-systems-sbn-consumers/,
1/26/2018,RBC Royal Bank,https://ago.vermont.gov/blog/2018/01/26/rbc-royal-bank-sbn-consumer/,
1/24/2018,"Southern National Bancorp of Virginia, Inc.",https://ago.vermont.gov/blog/2018/01/24/southern-national-bancorp-virginia-inc-sbn-consumers/,
1/24/2018,VSA Partners,https://ago.vermont.gov/blog/2018/01/24/vsa-partners-sbn-consumers/,
1/19/2018,Westminister Ingleside King Farm Presbyterian Retirement Communitites,https://ago.vermont.gov/blog/2018/01/19/westminister-ingleside-king-farm-presbyterian-retirement-communitites-sbn-consumers/,
1/17/2018,Monticello Central School District,https://ago.vermont.gov/blog/2018/01/17/monticello-central-school-district-sbn-consumers/,
1/12/2018,Guaranteed Rate Inc,https://ago.vermont.gov/blog/2018/01/12/guaranteed-rate-inc-sbn-consumers/,
1/12/2018,Hallmark Home Mortgage,https://ago.vermont.gov/blog/2018/01/12/hallmark-home-mortgage-sbn-consumers/,
1/12/2018,Jason’s Deli – Deli Management Inc.,https://ago.vermont.gov/blog/2018/01/12/jasons-deli-deli-management-inc-sbn-consumers/,
1/12/2018,Pharmerica Corporation,https://ago.vermont.gov/blog/2018/01/12/pharmerica-corporation-sbn-consumers/,
1/10/2018,Alton Lane,https://ago.vermont.gov/blog/2018/01/10/alton-lane-sbn-consumers/,
1/10/2018,Broward College,https://ago.vermont.gov/blog/2018/01/10/broward-college-sbn-consumers/,
1/10/2018,talentReef,https://ago.vermont.gov/blog/2018/01/10/talentreef-sbn-consumers/,
1/9/2018,Sabre Hospitality Service,https://ago.vermont.gov/blog/2018/01/09/sabre-hospitality-service-sbn-consumers/,
1/5/2018,beautyblender – Rea.deeming Beauty,https://ago.vermont.gov/blog/2018/01/05/beautyblender-rea-deeming-beauty-sbn-consumers/,
1/5/2018,Northeast Arc,https://ago.vermont.gov/blog/2018/01/05/northeast-arc-sbn-consumers/,
12/20/2017,The Valerie Fund,https://ago.vermont.gov/blog/2017/12/20/valerie-fund-sbn-consumers/,
12/15/2017,Board of Pensions of the Presbyterian Church-USA,https://ago.vermont.gov/blog/2017/12/15/board-pensions-presbyterian-church-usa-sbn-consumers/,
12/14/2017,Florida Power and Light – TIO Networks USA,https://ago.vermont.gov/blog/2017/12/14/florida-power-light-tio-networks-usa-sbn-consumers/,
12/13/2017,IH Mississippi Valley Credit Union,https://ago.vermont.gov/blog/2017/12/13/ih-mississippi-valley-credit-union-sbn-consumers/,
12/13/2017,Pacific Gas and Electric,https://ago.vermont.gov/blog/2017/12/13/pacific-gas-electric-sbn-consumers/,
12/7/2017,The Whitehall Hotel,https://ago.vermont.gov/blog/2017/12/07/whitehall-hotel-sbn-consumers/,
12/4/2017,AHS DVHA VHC,https://ago.vermont.gov/blog/2017/12/04/ahs-dvha-vhc-sbn-consumers/,
12/1/2017,JAM Paper & Envelope,https://ago.vermont.gov/blog/2017/12/01/jam-paper-envelope-sbn-consumers/,
11/30/2017,Grass Advantage LLC ,https://ago.vermont.gov/blog/2017/11/30/grass-advantage-llc-sbn-consumers/,
11/29/2017,Combat Brands LLC,https://ago.vermont.gov/blog/2017/11/29/combat-brands-llc-sbn-consumers/,
11/27/2017,Bulletproof 360 Inc,https://ago.vermont.gov/blog/2017/11/27/bulletproof-360-inc-sbn-consumers/,
11/22/2017,SallieMae,https://ago.vermont.gov/blog/2017/11/22/salliemae-sbn-consumers/,
11/22/2017,Uber,https://ago.vermont.gov/blog/2017/11/22/uber-sbn-consumers/,
11/21/2017,Baylor College of Medicine,https://ago.vermont.gov/blog/2017/11/21/baylor-college-medicine-sbn-consumers/,
11/17/2017,JRK Hotel Group,https://ago.vermont.gov/blog/2017/11/17/jrk-hotel-group-consumer-notice-letter-consumers/,
11/15/2017,Saris Cycling Group,https://ago.vermont.gov/blog/2017/11/15/saris-cycling-group-sbn-consumers/,
11/14/2017,ABM Industries Inc,https://ago.vermont.gov/blog/2017/11/14/abm-industries-inc-sbn-consumers/,
11/14/2017,Gallagher NAC,https://ago.vermont.gov/blog/2017/11/14/gallagher-nac-sbn-consumers/,
11/13/2017,Intuit Turbo Tax,https://ago.vermont.gov/blog/2017/11/13/intuit-turbo-tax-sbn-consumers/,
11/8/2017,InTouch Credit Union,https://ago.vermont.gov/blog/2017/11/08/intouch-credit-union-sbn-consumers/,
11/6/2017,"Wilbraham, Lawler & Buba P.C.",https://ago.vermont.gov/blog/2017/11/06/wilbraham-lawler-buba-p-c-sbn-consumers/,
10/23/2017,Agency of Human Services-DCF-ESD,https://ago.vermont.gov/blog/2017/10/23/agency-of-human-services-dcf-esd-notice-of-data-breach-to-consumers/,
2/16/2017,Peoples United Bank,https://ago.vermont.gov/blog/2017/02/16/peoples-united-bank-sbn-to-consumers/,

